"dataset","variable","period"
"PL","PCB0010",1989
"PL","PCB0010",1990
"PL","PCB0010",1991
"PL","PCB0010",1992
"PL","PCB0010",1993
"PL","PCB0010",1994
"PL","PCB0010",1995
"PL","PCB0010",1996
"PL","PCB0010",1997
"PL","PCB0010",1998
"PL","PCB0010",1999
"PL","PCB0011",2000
"PL","PCB0011",2001
"PL","PCB0011",2002
"PL","PCB0011",2003
"PL","PCB0011",2004
"PL","PCB0011",2005
"PL","PCB0012",1992
"PL","PCB0012",1993
"PL","PCB0012",1994
"PL","PCB0012",1995
"PL","PCB0012",1997
"PL","PCB0012",1998
"PL","PCB0012",1999
"PL","PCB0012",2000
"PL","PCB0012",2001
"PL","PCB0012",2002
"PL","PCB0012",2003
"PL","PCB0012",2004
"PL","PCB0013",1992
"PL","PCB0013",1994
"PL","PCB0013",1995
"PL","PCB0013",1996
"PL","PCB0013",1997
"PL","PCB0014",1990
"PL","PCB0015",1984
"PL","PCB0015",1985
"PL","PCB0015",1986
"PL","PCB0015",1987
"PL","PCB0015",1988
"PL","PCB0015",1989
"PL","PCB0015",1990
"PL","PCB0016",1991
"PL","PCB0016",1992
"PL","PCB0016",1993
"PL","PCB0016",1994
"PL","PCB0016",1995
"PL","PCB0016",1996
"PL","PCB0016",1997
"PL","PCB0016",1998
"PL","PCB0017",1999
"PL","PCB0017",2000
"PL","PCB0017",2001
"PL","PCB0017",2002
"PL","PCB0017",2003
"PL","PCB0017",2004
"PL","PCB0018",1990
"PL","PCB0019",1984
"PL","PCB0019",1985
"PL","PCB0019",1986
"PL","PCB0019",1987
"PL","PCB0019",1988
"PL","PCB0019",1989
"PL","PCB0019",1990
"PL","PCB0019",1991
"PL","PCB0019",1992
"PL","PCB0019",1993
"PL","PCB0019",1994
"PL","PCB0019",1995
"PL","PCB0019",1996
"PL","PCB0020",1990
"PL","PCB0021",1984
"PL","PCB0021",1985
"PL","PCB0021",1986
"PL","PCB0021",1987
"PL","PCB0021",1988
"PL","PCB0021",1989
"PL","PCB0021",1990
"PL","PCB0021",1991
"PL","PCB0021",1992
"PL","PCB0021",1993
"PL","PCB0021",1994
"PL","PCB0021",1995
"PL","PCB0021",1996
"PL","PCB0021",1997
"PL","PCB0021",1998
"PL","PCB0021",1999
"PL","PCB0022",1984
"PL","PCB0022",1985
"PL","PCB0022",1986
"PL","PCB0022",1987
"PL","PCB0022",1988
"PL","PCB0022",1989
"PL","PCB0022",1990
"PL","PCB0023",1984
"PL","PCB0023",1985
"PL","PCB0023",1986
"PL","PCB0023",1987
"PL","PCB0023",1988
"PL","PCB0023",1989
"PL","PCB0023",1990
"PL","PCB0023",1991
"PL","PCB0023",1992
"PL","PCB0023",1993
"PL","PCB0023",1994
"PL","PCB0023",1995
"PL","PCB0023",1996
"PL","PCB0023",1997
"PL","PCB0023",1998
"PL","PCB0024",1985
"PL","PCB0025",1997
"PL","PCB0026",1998
"PL","PCB0026",2003
"PL","PCB0027",1985
"PL","PCB0027",1990
"PL","PCB0028",1990
"PL","PCB0028",1991
"PL","PCB0028",1992
"PL","PCB0028",1993
"PL","PCB0028",1994
"PL","PCB0028",1995
"PL","PCB0028",1996
"PL","PCB0028",1997
"PL","PCB0028",1998
"PL","PCB0028",1999
"PL","PCB0028",2000
"PL","PCB0028",2001
"PL","PCB0028",2002
"PL","PCB0028",2003
"PL","PCB0028",2004
"PL","PCB0028",2005
"PL","PCB0028",2006
"PL","PCB0028",2007
"PL","PCB0028",2008
"PL","PCB0028",2009
"PL","PCB0028",2010
"PL","PCB0028",2011
"PL","PCB0028",2012
"PL","PCB0028",2013
"PL","PCB0029",1990
"PL","PCB0029",1991
"PL","PCB0029",1992
"PL","PCB0029",1993
"PL","PCB0029",1994
"PL","PCB0029",1995
"PL","PCB0029",1996
"PL","PCB0029",1997
"PL","PCB0029",1998
"PL","PCB0029",1999
"PL","PCB0029",2000
"PL","PCB0029",2001
"PL","PCB0029",2002
"PL","PCB0029",2003
"PL","PCB0029",2004
"PL","PCB0029",2005
"PL","PCB0029",2006
"PL","PCB0029",2007
"PL","PCB0029",2008
"PL","PCB0029",2009
"PL","PCB0029",2010
"PL","PCB0029",2011
"PL","PCB0029",2012
"PL","PCB0029",2013
"PL","PCB0030",2001
"PL","PCB0030",2002
"PL","PCB0030",2003
"PL","PCB0031",1984
"PL","PCB0031",1985
"PL","PCB0031",1986
"PL","PCB0031",1988
"PL","PCB0031",1989
"PL","PCB0031",1990
"PL","PCB0031",1991
"PL","PCB0031",1992
"PL","PCB0031",1993
"PL","PCB0031",1994
"PL","PCB0031",1995
"PL","PCB0032",1986
"PL","PCB0032",1988
"PL","PCB0032",1989
"PL","PCB0032",1990
"PL","PCB0032",1991
"PL","PCB0032",1992
"PL","PCB0032",1993
"PL","PCB0032",1994
"PL","PCB0032",1995
"PL","PCB0032",1996
"PL","PCB0033",1997
"PL","PCB0033",1998
"PL","PCB0033",1999
"PL","PCB0033",2000
"PL","PCB0033",2001
"PL","PCB0034",1990
"PL","PCB0035",1990
"PL","PCB0036",1990
"PL","PCB0037",1990
"PL","PCB0038",2000
"PL","PCB0038",2001
"PL","PCB0038",2002
"PL","PCB0038",2003
"PL","PCB0038",2004
"PL","PCB0038",2005
"PL","PCB0038",2006
"PL","PCB0038",2007
"PL","PCB0038",2008
"PL","PCB0038",2009
"PL","PCB0038",2010
"PL","PCB0038",2011
"PL","PCB0038",2012
"PL","PCB0038",2013
"PL","PCB0039",1985
"PL","PCB0039",1986
"PL","PCB0039",1987
"PL","PCB0039",1988
"PL","PCB0039",1989
"PL","PCB0039",1990
"PL","PCB0039",1991
"PL","PCB0039",1992
"PL","PCB0039",1993
"PL","PCB0040",1994
"PL","PCB0040",1995
"PL","PCB0040",1996
"PL","PCB0040",1997
"PL","PCB0040",1998
"PL","PCB0040",1999
"PL","PCB0040",2000
"PL","PCB0040",2001
"PL","PCB0040",2002
"PL","PCB0040",2003
"PL","PCB0040",2004
"PL","PCB0041",1999
"PL","PCB0041",2000
"PL","PCB0042",1985
"PL","PCB0042",1986
"PL","PCB0042",1987
"PL","PCB0042",1988
"PL","PCB0042",1989
"PL","PCB0042",1990
"PL","PCB0042",1991
"PL","PCB0042",1992
"PL","PCB0042",1993
"PL","PCB0042",1994
"PL","PCB0042",1995
"PL","PCB0042",1996
"PL","PCB0042",1997
"PL","PCB0042",1998
"PL","PCB0043",1999
"PL","PCB0043",2000
"PL","PCB0043",2001
"PL","PCB0043",2002
"PL","PCB0044",1985
"PL","PCB0044",1986
"PL","PCB0044",1987
"PL","PCB0044",1988
"PL","PCB0044",1989
"PL","PCB0044",1990
"PL","PCB0044",1991
"PL","PCB0044",1992
"PL","PCB0044",1993
"PL","PCB0044",1994
"PL","PCB0044",1995
"PL","PCB0044",1996
"PL","PCB0044",1997
"PL","PCB0044",1998
"PL","PCB0045",1984
"PL","PCB0045",1985
"PL","PCB0045",1986
"PL","PCB0045",1987
"PL","PCB0045",1988
"PL","PCB0045",1989
"PL","PCB0045",1990
"PL","PCB0045",1991
"PL","PCB0046",1998
"PL","PCB0047",1987
"PL","PCB0047",1988
"PL","PCB0047",1989
"PL","PCB0047",1990
"PL","PCB0047",1991
"PL","PCB0047",1992
"PL","PCB0047",1993
"PL","PCB0047",1994
"PL","PCB0047",1995
"PL","PCB0047",1996
"PL","PCB0047",1997
"PL","PCB0047",1998
"PL","PCB0047",1999
"PL","PCB0047",2000
"PL","PCB0047",2001
"PL","PCB0047",2002
"PL","PCB0048",1987
"PL","PCB0048",1988
"PL","PCB0048",1989
"PL","PCB0048",1992
"PL","PCB0048",1993
"PL","PCB0048",1994
"PL","PCB0048",1996
"PL","PCB0048",1997
"PL","PCB0048",1998
"PL","PCB0048",1999
"PL","PCB0048",2000
"PL","PCB0048",2001
"PL","PCB0049",1985
"PL","PCB0049",1987
"PL","PCB0049",1989
"PL","PCB0049",1990
"PL","PCB0049",1991
"PL","PCB0049",1992
"PL","PCB0049",1993
"PL","PCB0049",1994
"PL","PCB0049",1996
"PL","PCB0049",1998
"PL","PCB0050",1985
"PL","PCB0050",1987
"PL","PCB0050",1989
"PL","PCB0050",1990
"PL","PCB0050",1991
"PL","PCB0050",1992
"PL","PCB0050",1993
"PL","PCB0050",1994
"PL","PCB0050",1996
"PL","PCB0050",1998
"PL","PCB0051",1985
"PL","PCB0051",1987
"PL","PCB0051",1989
"PL","PCB0051",1990
"PL","PCB0051",1991
"PL","PCB0051",1992
"PL","PCB0051",1993
"PL","PCB0051",1994
"PL","PCB0051",1996
"PL","PCB0051",1998
"PL","PCB0052",1990
"PL","PCB0052",1991
"PL","PCB0052",1992
"PL","PCB0052",1993
"PL","PCB0052",1994
"PL","PCB0052",1996
"PL","PCB0052",1998
"PL","PCB0053",1985
"PL","PCB0053",1987
"PL","PCB0053",1989
"PL","PCB0053",1990
"PL","PCB0053",1991
"PL","PCB0053",1992
"PL","PCB0053",1993
"PL","PCB0053",1994
"PL","PCB0053",1996
"PL","PCB0053",1998
"PL","PCB0054",1985
"PL","PCB0054",1987
"PL","PCB0054",1989
"PL","PCB0054",1990
"PL","PCB0054",1991
"PL","PCB0054",1992
"PL","PCB0054",1993
"PL","PCB0054",1994
"PL","PCB0054",1996
"PL","PCB0054",1998
"PL","PCB0055",1990
"PL","PCB0055",1991
"PL","PCB0055",1992
"PL","PCB0055",1993
"PL","PCB0055",1994
"PL","PCB0055",1996
"PL","PCB0055",1998
"PL","PCB0056",1994
"PL","PCB0056",1996
"PL","PCB0056",1998
"PL","PCB0057",1994
"PL","PCB0057",1996
"PL","PCB0057",1998
"PL","PCB0058",1994
"PL","PCB0058",1996
"PL","PCB0058",1998
"PL","PCB0059",1994
"PL","PCB0059",1996
"PL","PCB0059",1998
"PL","PCB0060",1990
"PL","PCB0060",1991
"PL","PCB0060",1992
"PL","PCB0060",1993
"PL","PCB0060",1994
"PL","PCB0060",1995
"PL","PCB0060",1996
"PL","PCB0060",1997
"PL","PCB0060",1998
"PL","PCB0060",1999
"PL","PCB0060",2000
"PL","PCB0060",2001
"PL","PCB0061",1990
"PL","PCB0061",1991
"PL","PCB0061",1992
"PL","PCB0061",1993
"PL","PCB0061",1994
"PL","PCB0061",1995
"PL","PCB0061",1996
"PL","PCB0061",1997
"PL","PCB0061",1998
"PL","PCB0061",1999
"PL","PCB0061",2000
"PL","PCB0061",2001
"PL","PCB0062",1990
"PL","PCB0062",1991
"PL","PCB0062",1992
"PL","PCB0062",1993
"PL","PCB0062",1994
"PL","PCB0062",1995
"PL","PCB0062",1996
"PL","PCB0062",1997
"PL","PCB0062",1998
"PL","PCB0062",1999
"PL","PCB0062",2000
"PL","PCB0062",2001
"PL","PCB0063",1996
"PL","PCB0064",1990
"PL","PCB0064",1992
"PL","PCB0064",1995
"PL","PCB0064",1997
"PL","PCB0064",1999
"PL","PCB0064",2000
"PL","PCB0064",2002
"PL","PCB0064",2004
"PL","PCB0064",2005
"PL","PCB0064",2006
"PL","PCB0064",2007
"PL","PCB0064",2008
"PL","PCB0064",2009
"PL","PCB0064",2011
"PL","PCB0064",2012
"PL","PCB0064",2013
"PL","PCC0001",1992
"PL","PCC0002",1984
"PL","PCC0002",1985
"PL","PCC0002",1986
"PL","PCC0002",1987
"PL","PCC0002",1988
"PL","PCC0002",1989
"PL","PCC0002",1990
"PL","PCC0002",1991
"PL","PCC0002",1992
"PL","PCC0002",1993
"PL","PCC0002",1994
"PL","PCC0002",1995
"PL","PCC0002",1996
"PL","PCC0002",1997
"PL","PCC0002",1998
"PL","PCC0002",1999
"PL","PCC0002",2000
"PL","PCC0002",2001
"PL","PCC0003",1984
"PL","PCC0003",1985
"PL","PCC0003",1986
"PL","PCC0003",1987
"PL","PCC0003",1988
"PL","PCC0003",1989
"PL","PCC0003",1990
"PL","PCC0003",1991
"PL","PCC0003",1992
"PL","PCC0003",1993
"PL","PCC0003",1994
"PL","PCC0003",1995
"PL","PCC0003",1996
"PL","PCC0003",1997
"PL","PCC0003",1998
"PL","PCC0003",1999
"PL","PCC0003",2000
"PL","PCC0003",2001
"PL","PCC0004",2000
"PL","PCC0004",2001
"PL","PCC0005",1984
"PL","PCC0006",1991
"PL","PCC0006",1992
"PL","PCC0006",1993
"PL","PCC0006",1994
"PL","PCC0006",1995
"PL","PCC0006",1996
"PL","PCC0006",1997
"PL","PCC0006",1998
"PL","PCC0006",1999
"PL","PCC0006",2000
"PL","PCC0006",2001
"PL","PCC0007",1984
"PL","PCC0007",1985
"PL","PCC0007",1986
"PL","PCC0007",1987
"PL","PCC0007",1988
"PL","PCC0007",1989
"PL","PCC0007",1990
"PL","PCC0007",1991
"PL","PCC0007",1992
"PL","PCC0007",1993
"PL","PCC0007",1994
"PL","PCC0007",1995
"PL","PCC0007",1996
"PL","PCC0007",1997
"PL","PCC0007",1998
"PL","PCC0007",1999
"PL","PCC0007",2000
"PL","PCC0007",2001
"PL","PCC0008",1984
"PL","PCC0008",1985
"PL","PCC0008",1986
"PL","PCC0008",1987
"PL","PCC0008",1988
"PL","PCC0008",1989
"PL","PCC0008",1990
"PL","PCC0008",1991
"PL","PCC0008",1992
"PL","PCC0008",1993
"PL","PCC0008",1994
"PL","PCC0008",1995
"PL","PCC0008",1996
"PL","PCC0008",1997
"PL","PCC0008",1998
"PL","PCC0008",1999
"PL","PCC0008",2000
"PL","PCC0008",2001
"PL","PCC0009",1985
"PL","PCC0009",1986
"PL","PCC0009",1987
"PL","PCC0009",1988
"PL","PCC0009",1989
"PL","PCC0009",1990
"PL","PCC0009",1991
"PL","PCC0009",1992
"PL","PCC0009",1993
"PL","PCC0009",1994
"PL","PCC0009",1995
"PL","PCC0009",1996
"PL","PCC0009",1997
"PL","PCC0009",1998
"PL","PCC0009",1999
"PL","PCC0009",2000
"PL","PCC0009",2001
"PL","PCC0010",1984
"PL","PCC0010",1985
"PL","PCC0010",1986
"PL","PCC0010",1987
"PL","PCC0010",1988
"PL","PCC0010",1989
"PL","PCC0010",1990
"PL","PCC0010",1991
"PL","PCC0010",1992
"PL","PCC0010",1993
"PL","PCC0010",1994
"PL","PCC0010",1995
"PL","PCC0010",1996
"PL","PCC0010",1997
"PL","PCC0010",1998
"PL","PCC0010",1999
"PL","PCC0010",2000
"PL","PCC0010",2001
"PL","PCC0011",1985
"PL","PCC0011",1986
"PL","PCC0011",1987
"PL","PCC0011",1988
"PL","PCC0011",1989
"PL","PCC0011",1990
"PL","PCC0011",1991
"PL","PCC0011",1992
"PL","PCC0011",1993
"PL","PCC0011",1994
"PL","PCC0011",1995
"PL","PCC0011",1996
"PL","PCC0011",1997
"PL","PCC0011",1998
"PL","PCC0011",1999
"PL","PCC0011",2000
"PL","PCC0011",2001
"PL","PCC0012",1984
"PL","PCC0012",1985
"PL","PCC0012",1986
"PL","PCC0012",1987
"PL","PCC0012",1988
"PL","PCC0012",1989
"PL","PCC0012",1990
"PL","PCC0012",1991
"PL","PCC0012",1992
"PL","PCC0012",1993
"PL","PCC0012",1994
"PL","PCC0012",1995
"PL","PCC0012",1996
"PL","PCC0012",1997
"PL","PCC0012",1998
"PL","PCC0012",1999
"PL","PCC0012",2000
"PL","PCC0012",2001
"PL","PCC0013",1984
"PL","PCC0013",1985
"PL","PCC0013",1986
"PL","PCC0013",1987
"PL","PCC0013",1988
"PL","PCC0013",1989
"PL","PCC0013",1990
"PL","PCC0013",1991
"PL","PCC0013",1992
"PL","PCC0013",1993
"PL","PCC0013",1994
"PL","PCC0013",1995
"PL","PCC0013",1996
"PL","PCC0013",1997
"PL","PCC0013",1998
"PL","PCC0013",1999
"PL","PCC0013",2000
"PL","PCC0013",2001
"PL","PCC0013",2003
"PL","PCC0013",2004
"PL","PCC0013",2005
"PL","PCC0014",1984
"PL","PCC0015",1995
"PL","PCC0015",1996
"PL","PCC0015",1997
"PL","PCC0015",1998
"PL","PCC0015",1999
"PL","PCC0015",2000
"PL","PCC0015",2001
"PL","PCC0016",1996
"PL","PCC0016",1997
"PL","PCC0016",1998
"PL","PCC0016",1999
"PL","PCC0016",2000
"PL","PCC0016",2001
"PL","PCC0017",1996
"PL","PCC0017",2001
"PL","PCC0018",2000
"PL","PCC0018",2001
"PL","PCC0019",1985
"PL","PCC0019",1986
"PL","PCC0019",1987
"PL","PCC0019",1988
"PL","PCC0019",1989
"PL","PCC0019",1990
"PL","PCC0020",1984
"PL","PCC0020",1985
"PL","PCC0020",1991
"PL","PCC0020",1993
"PL","PCC0021",1991
"PL","PCC0022",1987
"PL","PCC0023",1987
"PL","PCC0023",1992
"PL","PCC0024",1987
"PL","PCC0025",1996
"PL","PCC0025",1997
"PL","PCC0025",1998
"PL","PCC0025",1999
"PL","PCC0025",2000
"PL","PCC0025",2001
"PL","PCC0026",1990
"PL","PCC0026",1991
"PL","PCC0026",1992
"PL","PCC0026",1993
"PL","PCC0026",1994
"PL","PCC0026",1995
"PL","PCC0026",1996
"PL","PCC0026",1997
"PL","PCC0026",1998
"PL","PCC0026",1999
"PL","PCC0026",2000
"PL","PCC0026",2001
"PL","PCC0027",1995
"PL","PCC0027",1996
"PL","PCC0027",1997
"PL","PCC0027",1998
"PL","PCC0027",1999
"PL","PCC0027",2000
"PL","PCC0027",2001
"PL","PCC0028",1995
"PL","PCC0028",1996
"PL","PCC0028",1997
"PL","PCC0028",1998
"PL","PCC0028",1999
"PL","PCC0028",2000
"PL","PCC0028",2001
"PL","PCC0029",1990
"PL","PCC0029",2001
"PL","PCC0030",1990
"PL","PCC0030",1991
"PL","PCC0030",1992
"PL","PCC0030",1993
"PL","PCC0030",1994
"PL","PCC0030",1995
"PL","PCC0030",1996
"PL","PCC0030",1997
"PL","PCC0030",1998
"PL","PCC0030",1999
"PL","PCC0030",2000
"PL","PCC0030",2001
"PL","PCC0031",1995
"PL","PCC0031",1996
"PL","PCC0031",1997
"PL","PCC0031",1998
"PL","PCC0031",1999
"PL","PCC0031",2000
"PL","PCC0031",2001
"PL","PCC0032",1990
"PL","PCC0032",1991
"PL","PCC0032",1992
"PL","PCC0032",1993
"PL","PCC0032",1994
"PL","PCC0032",1995
"PL","PCC0032",1996
"PL","PCC0032",1997
"PL","PCC0032",1998
"PL","PCC0032",1999
"PL","PCC0032",2000
"PL","PCC0032",2001
"PL","PCC0033",1996
"PL","PCC0033",2001
"PL","PCC0034",1999
"PL","PCC0034",2000
"PL","PCC0034",2001
"PL","PCC0035",1995
