"study","varname","recname","concept","lid_item_id","is_key","lid_ref_varname","lid_ref_recname","lid_ref_year","description","description_long","boost"
"soep-long","HLF0132","HL","hwohn07",2658,"","BCH0307","BCH",2012,"The variable is available for 29 years, ranging from 1985 to 2013.","#### 1985
* Var with original data within SOEPlong: h2658
* SOEPcore: bh08b07

#### 1986
* Var with original data within SOEPlong: h2658
* SOEPcore: ch17b07

#### 1987
* Var with original data within SOEPlong: h2658
* SOEPcore: dh17b07

#### 1988
* Var with original data within SOEPlong: h2658
* SOEPcore: eh08b07

#### 1989
* Var with original data within SOEPlong: h2658
* SOEPcore: fh08b07

#### 1990
* Var with original data within SOEPlong: h2658
* SOEPcore: gh08b07

#### 1991
* Var with original data within SOEPlong: h2658
* SOEPcore: hh0607

#### 1992
* Var with original data within SOEPlong: h2658
* SOEPcore: ih0607

#### 1993
* Var with original data within SOEPlong: h2658
* SOEPcore: jh0607

#### 1994
* Var with original data within SOEPlong: h2658
* SOEPcore: kh0607

#### 1995
* Var with original data within SOEPlong: h2658
* SOEPcore: lh0607

#### 1996
* Var with original data within SOEPlong: h2658
* SOEPcore: mh0707

#### 1997
* Var with original data within SOEPlong: h2658
* SOEPcore: nh0707

#### 1998
* Var with original data within SOEPlong: h2658
* SOEPcore: oh0707

#### 1999
* Var with original data within SOEPlong: h2658
* SOEPcore: ph1107

#### 2000
* Var with original data within SOEPlong: h2658
* SOEPcore: qh1107

#### 2001
* Var with original data within SOEPlong: h2658
* SOEPcore: rh1107

#### 2002
* Var with original data within SOEPlong: h2658
* SOEPcore: sh0307

#### 2003
* Var with original data within SOEPlong: h2658
* SOEPcore: th0307

#### 2004
* Var with original data within SOEPlong: h2658
* SOEPcore: uh0307

#### 2005
* Var with original data within SOEPlong: h2658
* SOEPcore: vh0307

#### 2006
* Var with original data within SOEPlong: h2658
* SOEPcore: wh0307

#### 2007
* Var with original data within SOEPlong: h2658
* SOEPcore: xh0307

#### 2008
* Var with original data within SOEPlong: h2658
* SOEPcore: yh0307

#### 2009
* Var with original data within SOEPlong: h2658
* SOEPcore: zh0307

#### 2010
* Var with original data within SOEPlong: h2658
* SOEPcore: bah0307

#### 2011
* Var with original data within SOEPlong: h2658
* SOEPcore: bbh0307

#### 2012
* Var with original data within SOEPlong: h2658
* SOEPcore: bch0307

#### 2013
* Var with original data within SOEPlong: h2658
* SOEPcore: bdh0307
",0.97
"soep-long","HLF0153","HL","hwohn08",2458,"","BCH05","BCH",2012,"The variable is available for 28 years, ranging from 1986 to 2013.","#### 1986
* Var with original data within SOEPlong: h2659
* SOEPcore: chwgzh

#### 1987
* Var with original data within SOEPlong: h2659
* SOEPcore: dhwgzh

#### 1988
* Var with original data within SOEPlong: h2659
* SOEPcore: ehwgzh

#### 1989
* Var with original data within SOEPlong: h2659
* SOEPcore: fhwgzh

#### 1990
* Var with original data within SOEPlong: h2659
* SOEPcore: ghwgzh

#### 1991
* Var with original data within SOEPlong: h2659
* SOEPcore: hh07

#### 1992
* Var with original data within SOEPlong: h2659
* SOEPcore: ih07

#### 1993
* Var with original data within SOEPlong: h2659
* SOEPcore: jh07

#### 1994
* Var with original data within SOEPlong: h2659
* SOEPcore: kh07

#### 1995
* Var with original data within SOEPlong: h2659
* SOEPcore: lh07

#### 1996
* Var with original data within SOEPlong: h2659
* SOEPcore: mh08

#### 1997
* Var with original data within SOEPlong: h2659
* SOEPcore: nh08

#### 1998
* Var with original data within SOEPlong: h2659
* SOEPcore: oh08

#### 1999
* Var with original data within SOEPlong: h2659
* SOEPcore: ph12

#### 2000
* Var with original data within SOEPlong: h2659
* SOEPcore: qh12

#### 2001
* Var with original data within SOEPlong: h2659
* SOEPcore: rh12

#### 2002
* Var with original data within SOEPlong: h2659
* SOEPcore: sh05

#### 2003
* Var with original data within SOEPlong: h2659
* SOEPcore: th05

#### 2004
* Var with original data within SOEPlong: h2659
* SOEPcore: uh05

#### 2005
* Var with original data within SOEPlong: h2659
* SOEPcore: vh05

#### 2006
* Var with original data within SOEPlong: h2659
* SOEPcore: wh05

#### 2007
* Var with original data within SOEPlong: h2659
* SOEPcore: xh05

#### 2008
* Var with original data within SOEPlong: h2659
* SOEPcore: yh05

#### 2009
* Var with original data within SOEPlong: h2659
* SOEPcore: zh05

#### 2010
* Var with original data within SOEPlong: h2659
* SOEPcore: bah05

#### 2011
* Var with original data within SOEPlong: h2659
* SOEPcore: bbh05

#### 2012
* Var with original data within SOEPlong: h2659
* SOEPcore: bch05

#### 2013
* Var with original data within SOEPlong: h2659
* SOEPcore: bdh05
",0.93
"soep-long","HLF0016","HL","hwohn09",2660,"","BCH0801","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2660
* SOEPcore: ah09

#### 1985
* Var with original data within SOEPlong: h2660
* SOEPcore: bh09b

#### 1986
* Var with original data within SOEPlong: h2660
* SOEPcore: ch18b

#### 1987
* Var with original data within SOEPlong: h2660
* SOEPcore: dh18b

#### 1988
* Var with original data within SOEPlong: h2660
* SOEPcore: eh09b

#### 1989
* Var with original data within SOEPlong: h2660
* SOEPcore: fh09b

#### 1990
* Var with original data within SOEPlong: h2660
* SOEPcore: gh10e gh09b 

#### 1991
* Var with original data within SOEPlong: h2660
* SOEPcore: hh10

#### 1992
* Var with original data within SOEPlong: h2660
* SOEPcore: ih10

#### 1993
* Var with original data within SOEPlong: h2660
* SOEPcore: jh10

#### 1994
* Var with original data within SOEPlong: h2660
* SOEPcore: kh10

#### 1995
* Var with original data within SOEPlong: h2660
* SOEPcore: lh10

#### 1996
* Var with original data within SOEPlong: h2660
* SOEPcore: mh01

#### 1997
* Var with original data within SOEPlong: h2660
* SOEPcore: nh01

#### 1998
* Var with original data within SOEPlong: h2660
* SOEPcore: oh01

#### 1999
* Var with original data within SOEPlong: h2660
* SOEPcore: ph13

#### 2000
* Var with original data within SOEPlong: h2660
* SOEPcore: qh13

#### 2001
* Var with original data within SOEPlong: h2660
* SOEPcore: rh13

#### 2002
* Var with original data within SOEPlong: h2660
* SOEPcore: sh08

#### 2003
* Var with original data within SOEPlong: h2660
* SOEPcore: th09

#### 2004
* Var with original data within SOEPlong: h2660
* SOEPcore: uh09

#### 2005
* Var with original data within SOEPlong: h2660
* SOEPcore: vh08

#### 2006
* Var with original data within SOEPlong: h2660
* SOEPcore: wh08

#### 2007
* Var with original data within SOEPlong: h2660
* SOEPcore: xh0801

#### 2008
* Var with original data within SOEPlong: h2660
* SOEPcore: yh0801

#### 2009
* Var with original data within SOEPlong: h2660
* SOEPcore: zh0801

#### 2010
* Var with original data within SOEPlong: h2660
* SOEPcore: bah0801

#### 2011
* Var with original data within SOEPlong: h2660
* SOEPcore: bbh0801

#### 2012
* Var with original data within SOEPlong: h2660
* SOEPcore: bch0801

#### 2013
* Var with original data within SOEPlong: h2660
* SOEPcore: bdh0801
",1
"soep-long","HLF0024","HL","hwohn10",2661,"","BCH1401","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2661
* SOEPcore: ah1701

#### 1985
* Var with original data within SOEPlong: h2661
* SOEPcore: bh11b01

#### 1986
* Var with original data within SOEPlong: h2661
* SOEPcore: ch20b01

#### 1987
* Var with original data within SOEPlong: h2661
* SOEPcore: dh20b01

#### 1988
* Var with original data within SOEPlong: h2661
* SOEPcore: eh11b01

#### 1989
* Var with original data within SOEPlong: h2661
* SOEPcore: fh11b01

#### 1990
* Var with original data within SOEPlong: h2661
* SOEPcore: gh1201e gh11b01 

#### 1991
* Var with original data within SOEPlong: h2661
* SOEPcore: hh0201

#### 1992
* Var with original data within SOEPlong: h2661
* SOEPcore: ih1301

#### 1993
* Var with original data within SOEPlong: h2661
* SOEPcore: jh1301

#### 1994
* Var with original data within SOEPlong: h2661
* SOEPcore: kh1301

#### 1995
* Var with original data within SOEPlong: h2661
* SOEPcore: lh1301

#### 1996
* Var with original data within SOEPlong: h2661
* SOEPcore: mh1301

#### 1997
* Var with original data within SOEPlong: h2661
* SOEPcore: nh1301

#### 1998
* Var with original data within SOEPlong: h2661
* SOEPcore: oh1301

#### 1999
* Var with original data within SOEPlong: h2661
* SOEPcore: ph1401

#### 2000
* Var with original data within SOEPlong: h2661
* SOEPcore: qh1401

#### 2001
* Var with original data within SOEPlong: h2661
* SOEPcore: rh1401

#### 2002
* Var with original data within SOEPlong: h2661
* SOEPcore: sh0901

#### 2003
* Var with original data within SOEPlong: h2661
* SOEPcore: th1001

#### 2004
* Var with original data within SOEPlong: h2661
* SOEPcore: uh1001

#### 2005
* Var with original data within SOEPlong: h2661
* SOEPcore: vh1401

#### 2006
* Var with original data within SOEPlong: h2661
* SOEPcore: wh1401

#### 2007
* Var with original data within SOEPlong: h2661
* SOEPcore: xh1401

#### 2008
* Var with original data within SOEPlong: h2661
* SOEPcore: yh1401

#### 2009
* Var with original data within SOEPlong: h2661
* SOEPcore: zh1401

#### 2010
* Var with original data within SOEPlong: h2661
* SOEPcore: bah1401

#### 2011
* Var with original data within SOEPlong: h2661
* SOEPcore: bbh1401

#### 2012
* Var with original data within SOEPlong: h2661
* SOEPcore: bch1401

#### 2013
* Var with original data within SOEPlong: h2661
* SOEPcore: bdh1401
",1
"soep-long","HLF0025","HL","hwohn11",2662,"","BCH1402","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2662
* SOEPcore: ah1702

#### 1985
* Var with original data within SOEPlong: h2662
* SOEPcore: bh11b02

#### 1986
* Var with original data within SOEPlong: h2662
* SOEPcore: ch20b02

#### 1987
* Var with original data within SOEPlong: h2662
* SOEPcore: dh20b02

#### 1988
* Var with original data within SOEPlong: h2662
* SOEPcore: eh11b02

#### 1989
* Var with original data within SOEPlong: h2662
* SOEPcore: fh11b02

#### 1990
* Var with original data within SOEPlong: h2662
* SOEPcore: gh1202e gh11b02 

#### 1991
* Var with original data within SOEPlong: h2662
* SOEPcore: hh0202

#### 1992
* Var with original data within SOEPlong: h2662
* SOEPcore: ih1302

#### 1993
* Var with original data within SOEPlong: h2662
* SOEPcore: jh1302

#### 1994
* Var with original data within SOEPlong: h2662
* SOEPcore: kh1302

#### 1995
* Var with original data within SOEPlong: h2662
* SOEPcore: lh1302

#### 1996
* Var with original data within SOEPlong: h2662
* SOEPcore: mh1302

#### 1997
* Var with original data within SOEPlong: h2662
* SOEPcore: nh1302

#### 1998
* Var with original data within SOEPlong: h2662
* SOEPcore: oh1302

#### 1999
* Var with original data within SOEPlong: h2662
* SOEPcore: ph1402

#### 2000
* Var with original data within SOEPlong: h2662
* SOEPcore: qh1402

#### 2001
* Var with original data within SOEPlong: h2662
* SOEPcore: rh1402

#### 2002
* Var with original data within SOEPlong: h2662
* SOEPcore: sh0902

#### 2003
* Var with original data within SOEPlong: h2662
* SOEPcore: th1002

#### 2004
* Var with original data within SOEPlong: h2662
* SOEPcore: uh1002

#### 2005
* Var with original data within SOEPlong: h2662
* SOEPcore: vh1402

#### 2006
* Var with original data within SOEPlong: h2662
* SOEPcore: wh1402

#### 2007
* Var with original data within SOEPlong: h2662
* SOEPcore: xh1402

#### 2008
* Var with original data within SOEPlong: h2662
* SOEPcore: yh1402

#### 2009
* Var with original data within SOEPlong: h2662
* SOEPcore: zh1402

#### 2010
* Var with original data within SOEPlong: h2662
* SOEPcore: bah1402

#### 2011
* Var with original data within SOEPlong: h2662
* SOEPcore: bbh1402

#### 2012
* Var with original data within SOEPlong: h2662
* SOEPcore: bch1402

#### 2013
* Var with original data within SOEPlong: h2662
* SOEPcore: bdh1402
",1
"soep-long","HLF0026","HL","hwohn12",2663,"","BCH1403","BCH",2012,"The variable is available for 24 years, ranging from 1990 to 2013.","#### 1990
* Var with original data within SOEPlong: h2663
* SOEPcore: gh1203e NOT!_h26631990 

#### 1991
* Var with original data within SOEPlong: h2663
* SOEPcore: hh0203

#### 1992
* Var with original data within SOEPlong: h2663
* SOEPcore: ih1303

#### 1993
* Var with original data within SOEPlong: h2663
* SOEPcore: jh1303

#### 1994
* Var with original data within SOEPlong: h2663
* SOEPcore: kh1303

#### 1995
* Var with original data within SOEPlong: h2663
* SOEPcore: lh1303

#### 1996
* Var with original data within SOEPlong: h2663
* SOEPcore: mh1303

#### 1997
* Var with original data within SOEPlong: h2663
* SOEPcore: nh1303

#### 1998
* Var with original data within SOEPlong: h2663
* SOEPcore: oh1303

#### 1999
* Var with original data within SOEPlong: h2663
* SOEPcore: ph1403

#### 2000
* Var with original data within SOEPlong: h2663
* SOEPcore: qh1403

#### 2001
* Var with original data within SOEPlong: h2663
* SOEPcore: rh1403

#### 2002
* Var with original data within SOEPlong: h2663
* SOEPcore: sh0903

#### 2003
* Var with original data within SOEPlong: h2663
* SOEPcore: th1003

#### 2004
* Var with original data within SOEPlong: h2663
* SOEPcore: uh1003

#### 2005
* Var with original data within SOEPlong: h2663
* SOEPcore: vh1403

#### 2006
* Var with original data within SOEPlong: h2663
* SOEPcore: wh1403

#### 2007
* Var with original data within SOEPlong: h2663
* SOEPcore: xh1403

#### 2008
* Var with original data within SOEPlong: h2663
* SOEPcore: yh1403

#### 2009
* Var with original data within SOEPlong: h2663
* SOEPcore: zh1403

#### 2010
* Var with original data within SOEPlong: h2663
* SOEPcore: bah1403

#### 2011
* Var with original data within SOEPlong: h2663
* SOEPcore: bbh1403

#### 2012
* Var with original data within SOEPlong: h2663
* SOEPcore: bch1403

#### 2013
* Var with original data within SOEPlong: h2663
* SOEPcore: bdh1404
",0.8
"soep-long","HLF0027","HL","hwohn13",2664,"","YH1404","YH",2008,"The variable is available for 25 years, ranging from 1984 to 2008.","#### 1984
* Var with original data within SOEPlong: h2664
* SOEPcore: ah1703

#### 1985
* Var with original data within SOEPlong: h2664
* SOEPcore: bh11b03

#### 1986
* Var with original data within SOEPlong: h2664
* SOEPcore: ch20b03

#### 1987
* Var with original data within SOEPlong: h2664
* SOEPcore: dh20b03

#### 1988
* Var with original data within SOEPlong: h2664
* SOEPcore: eh11b03

#### 1989
* Var with original data within SOEPlong: h2664
* SOEPcore: fh11b03

#### 1990
* Var with original data within SOEPlong: h2664
* SOEPcore: gh1204e gh11b03 

#### 1991
* Var with original data within SOEPlong: h2664
* SOEPcore: hh0204

#### 1992
* Var with original data within SOEPlong: h2664
* SOEPcore: ih1304

#### 1993
* Var with original data within SOEPlong: h2664
* SOEPcore: jh1304

#### 1994
* Var with original data within SOEPlong: h2664
* SOEPcore: kh1304

#### 1995
* Var with original data within SOEPlong: h2664
* SOEPcore: lh1304

#### 1996
* Var with original data within SOEPlong: h2664
* SOEPcore: mh1304

#### 1997
* Var with original data within SOEPlong: h2664
* SOEPcore: nh1304

#### 1998
* Var with original data within SOEPlong: h2664
* SOEPcore: oh1304

#### 1999
* Var with original data within SOEPlong: h2664
* SOEPcore: ph1404

#### 2000
* Var with original data within SOEPlong: h2664
* SOEPcore: qh1404

#### 2001
* Var with original data within SOEPlong: h2664
* SOEPcore: rh1404

#### 2002
* Var with original data within SOEPlong: h2664
* SOEPcore: sh0904

#### 2003
* Var with original data within SOEPlong: h2664
* SOEPcore: th1004

#### 2004
* Var with original data within SOEPlong: h2664
* SOEPcore: uh1004

#### 2005
* Var with original data within SOEPlong: h2664
* SOEPcore: vh1404

#### 2006
* Var with original data within SOEPlong: h2664
* SOEPcore: wh1404

#### 2007
* Var with original data within SOEPlong: h2664
* SOEPcore: xh1404

#### 2008
* Var with original data within SOEPlong: h2664
* SOEPcore: yh1404
",0.83
"soep-long","HLF0028","HL","hwohn14",2664,"","BCH1404","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2665
* SOEPcore: ah1704

#### 1985
* Var with original data within SOEPlong: h2665
* SOEPcore: bh11b04

#### 1986
* Var with original data within SOEPlong: h2665
* SOEPcore: ch20b04

#### 1987
* Var with original data within SOEPlong: h2665
* SOEPcore: dh20b04

#### 1988
* Var with original data within SOEPlong: h2665
* SOEPcore: eh11b04

#### 1989
* Var with original data within SOEPlong: h2665
* SOEPcore: fh11b04

#### 1990
* Var with original data within SOEPlong: h2665
* SOEPcore: gh1205e gh11b04 

#### 1991
* Var with original data within SOEPlong: h2665
* SOEPcore: hh0205

#### 1992
* Var with original data within SOEPlong: h2665
* SOEPcore: ih1305

#### 1993
* Var with original data within SOEPlong: h2665
* SOEPcore: jh1305

#### 1994
* Var with original data within SOEPlong: h2665
* SOEPcore: kh1305

#### 1995
* Var with original data within SOEPlong: h2665
* SOEPcore: lh1305

#### 1996
* Var with original data within SOEPlong: h2665
* SOEPcore: mh1305

#### 1997
* Var with original data within SOEPlong: h2665
* SOEPcore: nh1305

#### 1998
* Var with original data within SOEPlong: h2665
* SOEPcore: oh1305

#### 1999
* Var with original data within SOEPlong: h2665
* SOEPcore: ph1405

#### 2000
* Var with original data within SOEPlong: h2665
* SOEPcore: qh1405

#### 2001
* Var with original data within SOEPlong: h2665
* SOEPcore: rh1405

#### 2002
* Var with original data within SOEPlong: h2665
* SOEPcore: sh0905

#### 2003
* Var with original data within SOEPlong: h2665
* SOEPcore: th1005

#### 2004
* Var with original data within SOEPlong: h2665
* SOEPcore: uh1005

#### 2005
* Var with original data within SOEPlong: h2665
* SOEPcore: vh1405

#### 2006
* Var with original data within SOEPlong: h2665
* SOEPcore: wh1405

#### 2007
* Var with original data within SOEPlong: h2665
* SOEPcore: xh1405

#### 2008
* Var with original data within SOEPlong: h2665
* SOEPcore: yh1405

#### 2009
* Var with original data within SOEPlong: h2665
* SOEPcore: zh1404

#### 2010
* Var with original data within SOEPlong: h2665
* SOEPcore: bah1404

#### 2011
* Var with original data within SOEPlong: h2665
* SOEPcore: bbh1404

#### 2012
* Var with original data within SOEPlong: h2665
* SOEPcore: bch1404

#### 2013
* Var with original data within SOEPlong: h2665
* SOEPcore: bdh1405
",1
"soep-long","HLF0030","HL","hwohn15",2666,"","BCH1406","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2666
* SOEPcore: ah1705

#### 1985
* Var with original data within SOEPlong: h2666
* SOEPcore: bh11b05

#### 1986
* Var with original data within SOEPlong: h2666
* SOEPcore: ch20b05

#### 1987
* Var with original data within SOEPlong: h2666
* SOEPcore: dh20b05

#### 1988
* Var with original data within SOEPlong: h2666
* SOEPcore: eh11b05

#### 1989
* Var with original data within SOEPlong: h2666
* SOEPcore: fh11b05

#### 1990
* Var with original data within SOEPlong: h2666
* SOEPcore: gh1206e gh11b05 

#### 1991
* Var with original data within SOEPlong: h2666
* SOEPcore: hh0206

#### 1992
* Var with original data within SOEPlong: h2666
* SOEPcore: ih1306

#### 1993
* Var with original data within SOEPlong: h2666
* SOEPcore: jh1306

#### 1994
* Var with original data within SOEPlong: h2666
* SOEPcore: kh1306

#### 1995
* Var with original data within SOEPlong: h2666
* SOEPcore: lh1306

#### 1996
* Var with original data within SOEPlong: h2666
* SOEPcore: mh1306

#### 1997
* Var with original data within SOEPlong: h2666
* SOEPcore: nh1306

#### 1998
* Var with original data within SOEPlong: h2666
* SOEPcore: oh1306

#### 1999
* Var with original data within SOEPlong: h2666
* SOEPcore: ph1406

#### 2000
* Var with original data within SOEPlong: h2666
* SOEPcore: qh1406

#### 2001
* Var with original data within SOEPlong: h2666
* SOEPcore: rh1406

#### 2002
* Var with original data within SOEPlong: h2666
* SOEPcore: sh0906

#### 2003
* Var with original data within SOEPlong: h2666
* SOEPcore: th1006

#### 2004
* Var with original data within SOEPlong: h2666
* SOEPcore: uh1006

#### 2005
* Var with original data within SOEPlong: h2666
* SOEPcore: vh1406

#### 2006
* Var with original data within SOEPlong: h2666
* SOEPcore: wh1406

#### 2007
* Var with original data within SOEPlong: h2666
* SOEPcore: xh1406

#### 2008
* Var with original data within SOEPlong: h2666
* SOEPcore: yh1406

#### 2009
* Var with original data within SOEPlong: h2666
* SOEPcore: zh1406

#### 2010
* Var with original data within SOEPlong: h2666
* SOEPcore: bah1406

#### 2011
* Var with original data within SOEPlong: h2666
* SOEPcore: bbh1406

#### 2012
* Var with original data within SOEPlong: h2666
* SOEPcore: bch1406

#### 2013
* Var with original data within SOEPlong: h2666
* SOEPcore: bdh1407
",1
"soep-long","HLF0031","HL","hwohn16",2667,"","BCH1407","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2667
* SOEPcore: ah1706

#### 1985
* Var with original data within SOEPlong: h2667
* SOEPcore: bh11b06

#### 1986
* Var with original data within SOEPlong: h2667
* SOEPcore: ch20b06

#### 1987
* Var with original data within SOEPlong: h2667
* SOEPcore: dh20b06

#### 1988
* Var with original data within SOEPlong: h2667
* SOEPcore: eh11b06

#### 1989
* Var with original data within SOEPlong: h2667
* SOEPcore: fh11b06

#### 1990
* Var with original data within SOEPlong: h2667
* SOEPcore: gh1207e gh11b06 

#### 1991
* Var with original data within SOEPlong: h2667
* SOEPcore: hh0207

#### 1992
* Var with original data within SOEPlong: h2667
* SOEPcore: ih1307

#### 1993
* Var with original data within SOEPlong: h2667
* SOEPcore: jh1307

#### 1994
* Var with original data within SOEPlong: h2667
* SOEPcore: kh1307

#### 1995
* Var with original data within SOEPlong: h2667
* SOEPcore: lh1307

#### 1996
* Var with original data within SOEPlong: h2667
* SOEPcore: mh1307

#### 1997
* Var with original data within SOEPlong: h2667
* SOEPcore: nh1307

#### 1998
* Var with original data within SOEPlong: h2667
* SOEPcore: oh1307

#### 1999
* Var with original data within SOEPlong: h2667
* SOEPcore: ph1407

#### 2000
* Var with original data within SOEPlong: h2667
* SOEPcore: qh1407

#### 2001
* Var with original data within SOEPlong: h2667
* SOEPcore: rh1407

#### 2002
* Var with original data within SOEPlong: h2667
* SOEPcore: sh0907

#### 2003
* Var with original data within SOEPlong: h2667
* SOEPcore: th1007

#### 2004
* Var with original data within SOEPlong: h2667
* SOEPcore: uh1007

#### 2005
* Var with original data within SOEPlong: h2667
* SOEPcore: vh1407

#### 2006
* Var with original data within SOEPlong: h2667
* SOEPcore: wh1407

#### 2007
* Var with original data within SOEPlong: h2667
* SOEPcore: xh1407

#### 2008
* Var with original data within SOEPlong: h2667
* SOEPcore: yh1407

#### 2009
* Var with original data within SOEPlong: h2667
* SOEPcore: zh1407

#### 2010
* Var with original data within SOEPlong: h2667
* SOEPcore: bah1407

#### 2011
* Var with original data within SOEPlong: h2667
* SOEPcore: bbh1407

#### 2012
* Var with original data within SOEPlong: h2667
* SOEPcore: bch1407

#### 2013
* Var with original data within SOEPlong: h2667
* SOEPcore: bdh1408
",1
"soep-long","HLF0032","HL","hwohn17",2668,"","BCH1408","BCH",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: h2668
* SOEPcore: ah1707

#### 1985
* Var with original data within SOEPlong: h2668
* SOEPcore: bh11b07

#### 1986
* Var with original data within SOEPlong: h2668
* SOEPcore: ch20b07

#### 1987
* Var with original data within SOEPlong: h2668
* SOEPcore: dh20b07

#### 1988
* Var with original data within SOEPlong: h2668
* SOEPcore: eh11b07

#### 1989
* Var with original data within SOEPlong: h2668
* SOEPcore: fh11b07

#### 1990
* Var with original data within SOEPlong: h2668
* SOEPcore: gh1208e gh11b07 

#### 1991
* Var with original data within SOEPlong: h2668
* SOEPcore: hh0208

#### 1992
* Var with original data within SOEPlong: h2668
* SOEPcore: ih1308

#### 1993
* Var with original data within SOEPlong: h2668
* SOEPcore: jh1308

#### 1994
* Var with original data within SOEPlong: h2668
* SOEPcore: kh1308

#### 1995
* Var with original data within SOEPlong: h2668
* SOEPcore: lh1308

#### 1996
* Var with original data within SOEPlong: h2668
* SOEPcore: mh1308

#### 1997
* Var with original data within SOEPlong: h2668
* SOEPcore: nh1308

#### 1998
* Var with original data within SOEPlong: h2668
* SOEPcore: oh1308

#### 1999
* Var with original data within SOEPlong: h2668
* SOEPcore: ph1408

#### 2000
* Var with original data within SOEPlong: h2668
* SOEPcore: qh1408

#### 2001
* Var with original data within SOEPlong: h2668
* SOEPcore: rh1408

#### 2002
* Var with original data within SOEPlong: h2668
* SOEPcore: sh0908

#### 2003
* Var with original data within SOEPlong: h2668
* SOEPcore: th1008

#### 2004
* Var with original data within SOEPlong: h2668
* SOEPcore: uh1008

#### 2005
* Var with original data within SOEPlong: h2668
* SOEPcore: vh1408

#### 2006
* Var with original data within SOEPlong: h2668
* SOEPcore: wh1408

#### 2007
* Var with original data within SOEPlong: h2668
* SOEPcore: xh1408

#### 2008
* Var with original data within SOEPlong: h2668
* SOEPcore: yh1408

#### 2009
* Var with original data within SOEPlong: h2668
* SOEPcore: zh1408

#### 2010
* Var with original data within SOEPlong: h2668
* SOEPcore: bah1408

#### 2011
* Var with original data within SOEPlong: h2668
* SOEPcore: bbh1408

#### 2012
* Var with original data within SOEPlong: h2668
* SOEPcore: bch1408

#### 2013
* Var with original data within SOEPlong: h2668
* SOEPcore: bdh1409
",1
"soep-long","HLF0020","HL","hqm",2669,"","NH20","NH",1997,"The variable is available for 13 years, ranging from 1985 to 1997.","#### 1985
* Var with original data within SOEPlong: h2669
* SOEPcore: bh07g

#### 1986
* Var with original data within SOEPlong: h2669
* SOEPcore: ch16g

#### 1987
* Var with original data within SOEPlong: h2669
* SOEPcore: dh16g

#### 1988
* Var with original data within SOEPlong: h2669
* SOEPcore: eh07g

#### 1989
* Var with original data within SOEPlong: h2669
* SOEPcore: fh07g

#### 1990
* Var with original data within SOEPlong: h2669
* SOEPcore: gh07g

#### 1991
* Var with original data within SOEPlong: h2669
* SOEPcore: hh20

#### 1992
* Var with original data within SOEPlong: h2669
* SOEPcore: ih20

#### 1993
* Var with original data within SOEPlong: h2669
* SOEPcore: jh20

#### 1994
* Var with original data within SOEPlong: h2669
* SOEPcore: kh20

#### 1995
* Var with original data within SOEPlong: h2669
* SOEPcore: lh20

#### 1996
* Var with original data within SOEPlong: h2669
* SOEPcore: mh20

#### 1997
* Var with original data within SOEPlong: h2669
* SOEPcore: nh20
",0.43
"soep-long","HLF0022","HL","hraum",2670,"","NH21","NH",1997,"The variable is available for 7 years, ranging from 1991 to 1997.","#### 1991
* Var with original data within SOEPlong: h2670
* SOEPcore: hh21

#### 1992
* Var with original data within SOEPlong: h2670
* SOEPcore: ih21

#### 1993
* Var with original data within SOEPlong: h2670
* SOEPcore: jh21

#### 1994
* Var with original data within SOEPlong: h2670
* SOEPcore: kh21

#### 1995
* Var with original data within SOEPlong: h2670
* SOEPcore: lh21

#### 1996
* Var with original data within SOEPlong: h2670
* SOEPcore: mh21

#### 1997
* Var with original data within SOEPlong: h2670
* SOEPcore: nh21
",0.23
