"study","varname","recname","concept","lid_item_id","is_key","lid_ref_varname","lid_ref_recname","lid_ref_year","description","description_long","boost"
"soep-long","PLB0065","PL","pamt",250,"","BCP4005","BCP",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: p0250
* SOEPcore: ap2805

#### 1985
* Var with original data within SOEPlong: p0250
* SOEPcore: bp3805

#### 1986
* Var with original data within SOEPlong: p0250
* SOEPcore: cp4605

#### 1987
* Var with original data within SOEPlong: p0250
* SOEPcore: dp3805

#### 1988
* Var with original data within SOEPlong: p0250
* SOEPcore: ep3805

#### 1989
* Var with original data within SOEPlong: p0250
* SOEPcore: fp3805

#### 1990
* Var with original data within SOEPlong: p0250
* SOEPcore: gp3705

#### 1991
* Var with original data within SOEPlong: p0250
* SOEPcore: hp4805

#### 1992
* Var with original data within SOEPlong: p0250
* SOEPcore: ip4805

#### 1993
* Var with original data within SOEPlong: p0250
* SOEPcore: jp4805

#### 1994
* Var with original data within SOEPlong: p0250
* SOEPcore: kp5105

#### 1995
* Var with original data within SOEPlong: p0250
* SOEPcore: lp4305

#### 1996
* Var with original data within SOEPlong: p0250
* SOEPcore: mp4105

#### 1997
* Var with original data within SOEPlong: p0250
* SOEPcore: np3505

#### 1998
* Var with original data within SOEPlong: p0250
* SOEPcore: op3505

#### 1999
* Var with original data within SOEPlong: p0250
* SOEPcore: pp3805

#### 2000
* Var with original data within SOEPlong: p0250
* SOEPcore: qp3605

#### 2001
* Var with original data within SOEPlong: p0250
* SOEPcore: rp4005

#### 2002
* Var with original data within SOEPlong: p0250
* SOEPcore: sp4005

#### 2003
* Var with original data within SOEPlong: p0250
* SOEPcore: tp6605

#### 2004
* Var with original data within SOEPlong: p0250
* SOEPcore: up3705

#### 2005
* Var with original data within SOEPlong: p0250
* SOEPcore: vp4305

#### 2006
* Var with original data within SOEPlong: p0250
* SOEPcore: wp3605

#### 2007
* Var with original data within SOEPlong: p0250
* SOEPcore: xp4705

#### 2008
* Var with original data within SOEPlong: p0250
* SOEPcore: yp4605

#### 2009
* Var with original data within SOEPlong: p0250
* SOEPcore: zp4205

#### 2010
* Var with original data within SOEPlong: p0250
* SOEPcore: bap3805

#### 2011
* Var with original data within SOEPlong: p0250
* SOEPcore: bbp4205

#### 2012
* Var with original data within SOEPlong: p0250
* SOEPcore: bcp4005

#### 2013
* Var with original data within SOEPlong: p0250
* SOEPcore: bdp4603
",1
"soep-long","PLB0432","PL","pver01",251,"","ZP6601","ZP",2009,"The variable is available for 17 years, ranging from 1985 to 2013. To harmonize this variable over time 10 replace or recode commands were necessary.","#### 1985
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0062
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0251
* SOEPcore: pp3901

#### 2001
* Var with original data within SOEPlong: p0251
* SOEPcore: rp5801

#### 2003
* Var with original data within SOEPlong: p0251
* SOEPcore: tp4701

#### 2005
* Var with original data within SOEPlong: p0251
* SOEPcore: vp2301

#### 2007
* Var with original data within SOEPlong: p0251
* SOEPcore: xp2701

#### 2009
* Var with original data within SOEPlong: p0251
* SOEPcore: zp6601

#### 2013
* Var with original data within SOEPlong: p0251
* SOEPcore: bdp7901
",0.57
"soep-long","PLB0433","PL","pver02",252,"","ZP6602","ZP",2009,"The variable is available for 17 years, ranging from 1985 to 2013. To harmonize this variable over time 10 replace or recode commands were necessary.","#### 1985
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0063
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0252
* SOEPcore: pp3902

#### 2001
* Var with original data within SOEPlong: p0252
* SOEPcore: rp5802

#### 2003
* Var with original data within SOEPlong: p0252
* SOEPcore: tp4702

#### 2005
* Var with original data within SOEPlong: p0252
* SOEPcore: vp2302

#### 2007
* Var with original data within SOEPlong: p0252
* SOEPcore: xp2702

#### 2009
* Var with original data within SOEPlong: p0252
* SOEPcore: zp6602

#### 2013
* Var with original data within SOEPlong: p0252
* SOEPcore: bdp7902
",0.57
"soep-long","PLB0434","PL","pver03",253,"","ZP6603","ZP",2009,"The variable is available for 17 years, ranging from 1985 to 2013. To harmonize this variable over time 10 replace or recode commands were necessary.","#### 1985
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0064
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0253
* SOEPcore: pp3903

#### 2001
* Var with original data within SOEPlong: p0253
* SOEPcore: rp5803

#### 2003
* Var with original data within SOEPlong: p0253
* SOEPcore: tp4703

#### 2005
* Var with original data within SOEPlong: p0253
* SOEPcore: vp2303

#### 2007
* Var with original data within SOEPlong: p0253
* SOEPcore: xp2703

#### 2009
* Var with original data within SOEPlong: p0253
* SOEPcore: zp6603

#### 2013
* Var with original data within SOEPlong: p0253
* SOEPcore: bdp7903
",0.57
"soep-long","PLB0435","PL","pver04",254,"","ZP6604","ZP",2009,"The variable is available for 14 years, ranging from 1990 to 2013. To harmonize this variable over time 7 replace or recode commands were necessary.","#### 1990
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0065
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0254
* SOEPcore: pp3904

#### 2001
* Var with original data within SOEPlong: p0254
* SOEPcore: rp5804

#### 2003
* Var with original data within SOEPlong: p0254
* SOEPcore: tp4704

#### 2005
* Var with original data within SOEPlong: p0254
* SOEPcore: vp2304

#### 2007
* Var with original data within SOEPlong: p0254
* SOEPcore: xp2704

#### 2009
* Var with original data within SOEPlong: p0254
* SOEPcore: zp6604

#### 2013
* Var with original data within SOEPlong: p0254
* SOEPcore: bdp7904
",0.47
"soep-long","PLB0436","PL","pver05",255,"","ZP6605","ZP",2009,"The variable is available for 17 years, ranging from 1985 to 2013. To harmonize this variable over time 10 replace or recode commands were necessary.","#### 1985
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0066
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0255
* SOEPcore: pp3905

#### 2001
* Var with original data within SOEPlong: p0255
* SOEPcore: rp5805

#### 2003
* Var with original data within SOEPlong: p0255
* SOEPcore: tp4705

#### 2005
* Var with original data within SOEPlong: p0255
* SOEPcore: vp2305

#### 2007
* Var with original data within SOEPlong: p0255
* SOEPcore: xp2705

#### 2009
* Var with original data within SOEPlong: p0255
* SOEPcore: zp6605

#### 2013
* Var with original data within SOEPlong: p0255
* SOEPcore: bdp7905
",0.57
"soep-long","PLB0437","PL","pver06",256,"","ZP6606","ZP",2009,"The variable is available for 17 years, ranging from 1985 to 2013. To harmonize this variable over time 10 replace or recode commands were necessary.","#### 1985
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1987
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1989
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0067
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0256
* SOEPcore: pp3906

#### 2001
* Var with original data within SOEPlong: p0256
* SOEPcore: rp5806

#### 2003
* Var with original data within SOEPlong: p0256
* SOEPcore: tp4706

#### 2005
* Var with original data within SOEPlong: p0256
* SOEPcore: vp2306

#### 2007
* Var with original data within SOEPlong: p0256
* SOEPcore: xp2706

#### 2009
* Var with original data within SOEPlong: p0256
* SOEPcore: zp6606

#### 2013
* Var with original data within SOEPlong: p0256
* SOEPcore: bdp7906
",0.57
"soep-long","PLB0438","PL","pver07",257,"","ZP6607","ZP",2009,"The variable is available for 14 years, ranging from 1990 to 2013. To harmonize this variable over time 7 replace or recode commands were necessary.","#### 1990
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0068
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0257
* SOEPcore: pp3907

#### 2001
* Var with original data within SOEPlong: p0257
* SOEPcore: rp5807

#### 2003
* Var with original data within SOEPlong: p0257
* SOEPcore: tp4707

#### 2005
* Var with original data within SOEPlong: p0257
* SOEPcore: vp2307

#### 2007
* Var with original data within SOEPlong: p0257
* SOEPcore: xp2707

#### 2009
* Var with original data within SOEPlong: p0257
* SOEPcore: zp6607

#### 2013
* Var with original data within SOEPlong: p0257
* SOEPcore: bdp7907
",0.47
"soep-long","PLB0439","PL","pver08",258,"","ZP6608","ZP",2009,"The variable is available for 10 years, ranging from 1994 to 2013. To harmonize this variable over time 3 replace or recode commands were necessary.","#### 1994
* Var with original data within SOEPlong: pc0069
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0069
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0069
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0258
* SOEPcore: pp3908

#### 2001
* Var with original data within SOEPlong: p0258
* SOEPcore: rp5808

#### 2003
* Var with original data within SOEPlong: p0258
* SOEPcore: tp4708

#### 2005
* Var with original data within SOEPlong: p0258
* SOEPcore: vp2308

#### 2007
* Var with original data within SOEPlong: p0258
* SOEPcore: xp2708

#### 2009
* Var with original data within SOEPlong: p0258
* SOEPcore: zp6608

#### 2013
* Var with original data within SOEPlong: p0258
* SOEPcore: bdp7908
",0.33
"soep-long","PLB0440","PL","pver09",259,"","ZP6609","ZP",2009,"The variable is available for 10 years, ranging from 1994 to 2013. To harmonize this variable over time 3 replace or recode commands were necessary.","#### 1994
* Var with original data within SOEPlong: pc0070
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0070
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0070
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0259
* SOEPcore: pp3909

#### 2001
* Var with original data within SOEPlong: p0259
* SOEPcore: rp5809

#### 2003
* Var with original data within SOEPlong: p0259
* SOEPcore: tp4709

#### 2005
* Var with original data within SOEPlong: p0259
* SOEPcore: vp2309

#### 2007
* Var with original data within SOEPlong: p0259
* SOEPcore: xp2709

#### 2009
* Var with original data within SOEPlong: p0259
* SOEPcore: zp6609

#### 2013
* Var with original data within SOEPlong: p0259
* SOEPcore: bdp7909
",0.33
"soep-long","PLB0441","PL","pver10",260,"","ZP6610","ZP",2009,"The variable is available for 10 years, ranging from 1994 to 2013. To harmonize this variable over time 3 replace or recode commands were necessary.","#### 1994
* Var with original data within SOEPlong: pc0071
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0071
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0071
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0260
* SOEPcore: pp3910

#### 2001
* Var with original data within SOEPlong: p0260
* SOEPcore: rp5810

#### 2003
* Var with original data within SOEPlong: p0260
* SOEPcore: tp4710

#### 2005
* Var with original data within SOEPlong: p0260
* SOEPcore: vp2310

#### 2007
* Var with original data within SOEPlong: p0260
* SOEPcore: xp2710

#### 2009
* Var with original data within SOEPlong: p0260
* SOEPcore: zp6610

#### 2013
* Var with original data within SOEPlong: p0260
* SOEPcore: bdp7910
",0.33
"soep-long","PLB0442","PL","pver11",261,"","ZP6611","ZP",2009,"The variable is available for 10 years, ranging from 1994 to 2013. To harmonize this variable over time 3 replace or recode commands were necessary.","#### 1994
* Var with original data within SOEPlong: pc0072
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0072
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0072
 * Recode:   REC (1=101)(2=102)(3=103)(4=104) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0261
* SOEPcore: pp3911

#### 2001
* Var with original data within SOEPlong: p0261
* SOEPcore: rp5811

#### 2003
* Var with original data within SOEPlong: p0261
* SOEPcore: tp4711

#### 2005
* Var with original data within SOEPlong: p0261
* SOEPcore: vp2311

#### 2007
* Var with original data within SOEPlong: p0261
* SOEPcore: xp2711

#### 2009
* Var with original data within SOEPlong: p0261
* SOEPcore: zp6611

#### 2013
* Var with original data within SOEPlong: p0261
* SOEPcore: bdp7911
",0.33
"soep-long","PLB0055","PL","pzahl",262,"","BCP36","BCP",2012,"The variable is available for 14 years, ranging from 1991 to 2013.","#### 1991
* Var with original data within SOEPlong: p0262
* SOEPcore: hp60

#### 1992
* Var with original data within SOEPlong: p0262
* SOEPcore: ip60o

#### 1993
* Var with original data within SOEPlong: p0262
* SOEPcore: jp57

#### 1994
* Var with original data within SOEPlong: p0262
* SOEPcore: kp52

#### 1996
* Var with original data within SOEPlong: p0262
* SOEPcore: mp52

#### 1998
* Var with original data within SOEPlong: p0262
* SOEPcore: op36

#### 1999
* Var with original data within SOEPlong: p0262
* SOEPcore: pp40

#### 2002
* Var with original data within SOEPlong: p0262
* SOEPcore: sp41

#### 2004
* Var with original data within SOEPlong: p0262
* SOEPcore: up40

#### 2008
* Var with original data within SOEPlong: p0262
* SOEPcore: yp49

#### 2009
* Var with original data within SOEPlong: p0262
* SOEPcore: zp36

#### 2010
* Var with original data within SOEPlong: p0262
* SOEPcore: bap39

#### 2012
* Var with original data within SOEPlong: p0262
* SOEPcore: bcp36

#### 2013
* Var with original data within SOEPlong: p0262
* SOEPcore: bdp44
",0.47
"soep-long","PLB0054","PL","pzahl2",263,"","ZP37","ZP",2009,"The variable is available for 6 years, ranging from 1991 to 2009.","#### 1991
* Var with original data within SOEPlong: p0263
* SOEPcore: hp59

#### 1992
* Var with original data within SOEPlong: p0263
* SOEPcore: ip61o

#### 1994
* Var with original data within SOEPlong: p0263
* SOEPcore: kp53

#### 1996
* Var with original data within SOEPlong: p0263
* SOEPcore: mp53

#### 1999
* Var with original data within SOEPlong: p0263
* SOEPcore: pp41

#### 2009
* Var with original data within SOEPlong: p0263
* SOEPcore: zp37
",0.2
"soep-long","PLB0443","PL","pverl",264,"","BCP41","BCP",2012,"The variable is available for 24 years, ranging from 1987 to 2013.","#### 1987
* Var with original data within SOEPlong: p0264
* SOEPcore: dp47

#### 1988
* Var with original data within SOEPlong: p0264
* SOEPcore: ep45

#### 1989
* Var with original data within SOEPlong: p0264
* SOEPcore: fp48

#### 1990
* Var with original data within SOEPlong: p0264
* SOEPcore: gp32e gp52 

#### 1991
* Var with original data within SOEPlong: p0264
* SOEPcore: hp57

#### 1992
* Var with original data within SOEPlong: p0264
* SOEPcore: ip58

#### 1994
* Var with original data within SOEPlong: p0264
* SOEPcore: kp65

#### 1995
* Var with original data within SOEPlong: p0264
* SOEPcore: lp66

#### 1997
* Var with original data within SOEPlong: p0264
* SOEPcore: np36

#### 1999
* Var with original data within SOEPlong: p0264
* SOEPcore: pp42

#### 2000
* Var with original data within SOEPlong: p0264
* SOEPcore: qp42

#### 2001
* Var with original data within SOEPlong: p0264
* SOEPcore: rp44

#### 2002
* Var with original data within SOEPlong: p0264
* SOEPcore: sp42

#### 2003
* Var with original data within SOEPlong: p0264
* SOEPcore: tp68

#### 2004
* Var with original data within SOEPlong: p0264
* SOEPcore: up41

#### 2005
* Var with original data within SOEPlong: p0264
* SOEPcore: vp44

#### 2006
* Var with original data within SOEPlong: p0264
* SOEPcore: wp37

#### 2007
* Var with original data within SOEPlong: p0264
* SOEPcore: xp51

#### 2008
* Var with original data within SOEPlong: p0264
* SOEPcore: yp50

#### 2009
* Var with original data within SOEPlong: p0264
* SOEPcore: zp46

#### 2010
* Var with original data within SOEPlong: p0264
* SOEPcore: bap40

#### 2011
* Var with original data within SOEPlong: p0264
* SOEPcore: bbp46

#### 2012
* Var with original data within SOEPlong: p0264
* SOEPcore: bcp41

#### 2013
* Var with original data within SOEPlong: p0264
* SOEPcore: bdp55
",0.8
"soep-long","PLB0156","PL","pwohn1",265,"","BCP43","BCP",2012,"The variable is available for 22 years, ranging from 1991 to 2013. To harmonize this variable over time 2 replace or recode commands were necessary.","#### 1991
* Var with original data within SOEPlong: p0265
* SOEPcore: hp39o01 NOT!_p02651991 

#### 1992
* Var with original data within SOEPlong: p0265
* SOEPcore: ip39o

#### 1993
* Var with original data within SOEPlong: p0265
* SOEPcore: jp38

#### 1994
* Var with original data within SOEPlong: p0265
* SOEPcore: kp54

#### 1995
* Var with original data within SOEPlong: p0265
* SOEPcore: lp67

#### 1997
* Var with original data within SOEPlong: p0265
* SOEPcore: np37

#### 1998
* Var with original data within SOEPlong: pc0073
 * Recode:   REC (1=3)(2=4)(3=5) 
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0265
* SOEPcore: pp43

#### 2000
* Var with original data within SOEPlong: p0265
* SOEPcore: qp38

#### 2001
* Var with original data within SOEPlong: p0265
* SOEPcore: rp45

#### 2002
* Var with original data within SOEPlong: p0265
* SOEPcore: sp44

#### 2003
* Var with original data within SOEPlong: pc0073
 * Recode:   REC (1=3)(2=4)(3=5) 
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: p0265
* SOEPcore: up43

#### 2005
* Var with original data within SOEPlong: p0265
* SOEPcore: vp48

#### 2006
* Var with original data within SOEPlong: p0265
* SOEPcore: wp39

#### 2007
* Var with original data within SOEPlong: p0265
* SOEPcore: xp55

#### 2008
* Var with original data within SOEPlong: p0265
* SOEPcore: yp52

#### 2009
* Var with original data within SOEPlong: p0265
* SOEPcore: zp51

#### 2010
* Var with original data within SOEPlong: p0265
* SOEPcore: bap42

#### 2011
* Var with original data within SOEPlong: p0265
* SOEPcore: bbp51

#### 2012
* Var with original data within SOEPlong: p0265
* SOEPcore: bcp43

#### 2013
* Var with original data within SOEPlong: p0265
* SOEPcore: bdp59
",0.73
"soep-long","PLB0157","PL","pwohn3",266,"","BCP44","BCP",2012,"The variable is available for 21 years, ranging from 1991 to 2013.","#### 1991
* Var with original data within SOEPlong: p0266
* SOEPcore: hp39o02 NOT!_p02661991 

#### 1993
* Var with original data within SOEPlong: p0266
* SOEPcore: jp40

#### 1994
* Var with original data within SOEPlong: p0266
* SOEPcore: kp55

#### 1995
* Var with original data within SOEPlong: p0266
* SOEPcore: lp68

#### 1997
* Var with original data within SOEPlong: p0266
* SOEPcore: np38

#### 1998
* Var with original data within SOEPlong: p0266
* SOEPcore: op88

#### 1999
* Var with original data within SOEPlong: p0266
* SOEPcore: pp44

#### 2000
* Var with original data within SOEPlong: p0266
* SOEPcore: qp39

#### 2001
* Var with original data within SOEPlong: p0266
* SOEPcore: rp47

#### 2002
* Var with original data within SOEPlong: p0266
* SOEPcore: sp45

#### 2003
* Var with original data within SOEPlong: p0266
* SOEPcore: tp26

#### 2004
* Var with original data within SOEPlong: p0266
* SOEPcore: up44

#### 2005
* Var with original data within SOEPlong: p0266
* SOEPcore: vp49

#### 2006
* Var with original data within SOEPlong: p0266
* SOEPcore: wp40

#### 2007
* Var with original data within SOEPlong: p0266
* SOEPcore: xp56

#### 2008
* Var with original data within SOEPlong: p0266
* SOEPcore: yp53

#### 2009
* Var with original data within SOEPlong: p0266
* SOEPcore: zp52

#### 2010
* Var with original data within SOEPlong: p0266
* SOEPcore: bap43

#### 2011
* Var with original data within SOEPlong: p0266
* SOEPcore: bbp52

#### 2012
* Var with original data within SOEPlong: p0266
* SOEPcore: bcp44

#### 2013
* Var with original data within SOEPlong: p0266
* SOEPcore: bdp60
",0.7
