"study","dataset","varname","concept","source","item_id","ID","n.concepts"
"soep-core","TPKAL","HHNR","_cid","soeplong","1","TPKAL|HHNR",1
"soep-core","UPKAL","HHNR","_cid","soeplong","1","UPKAL|HHNR",1
"soep-core","VPKAL","HHNR","_cid","soeplong","1","VPKAL|HHNR",1
"soep-core","WPKAL","HHNR","_cid","soeplong","1","WPKAL|HHNR",1
"soep-core","XPKAL","HHNR","_cid","soeplong","1","XPKAL|HHNR",1
"soep-core","YPKAL","HHNR","_cid","soeplong","1","YPKAL|HHNR",1
"soep-core","ZPKAL","HHNR","_cid","soeplong","1","ZPKAL|HHNR",1
"soep-core","BAPKAL","HHNR","_cid","soeplong","1","BAPKAL|HHNR",1
"soep-core","BBPKAL","HHNR","_cid","soeplong","1","BBPKAL|HHNR",1
"soep-core","BCPKAL","HHNR","_cid","soeplong","1","BCPKAL|HHNR",1
"soep-core","AKIND","HHNR","_cid","soeplong","1","AKIND|HHNR",1
"soep-core","BKIND","HHNR","_cid","soeplong","1","BKIND|HHNR",1
"soep-core","CKIND","HHNR","_cid","soeplong","1","CKIND|HHNR",1
"soep-core","DKIND","HHNR","_cid","soeplong","1","DKIND|HHNR",1
"soep-core","EKIND","HHNR","_cid","soeplong","1","EKIND|HHNR",1
"soep-core","FKIND","HHNR","_cid","soeplong","1","FKIND|HHNR",1
"soep-core","GKIND","HHNR","_cid","soeplong","1","GKIND|HHNR",1
"soep-core","HKIND","HHNR","_cid","soeplong","1","HKIND|HHNR",1
"soep-core","IKIND","HHNR","_cid","soeplong","1","IKIND|HHNR",1
"soep-core","JKIND","HHNR","_cid","soeplong","1","JKIND|HHNR",1
"soep-core","KKIND","HHNR","_cid","soeplong","1","KKIND|HHNR",1
"soep-core","LKIND","HHNR","_cid","soeplong","1","LKIND|HHNR",1
"soep-core","MKIND","HHNR","_cid","soeplong","1","MKIND|HHNR",1
"soep-core","NKIND","HHNR","_cid","soeplong","1","NKIND|HHNR",1
"soep-core","OKIND","HHNR","_cid","soeplong","1","OKIND|HHNR",1
"soep-core","PKIND","HHNR","_cid","soeplong","1","PKIND|HHNR",1
"soep-core","QKIND","HHNR","_cid","soeplong","1","QKIND|HHNR",1
"soep-core","RKIND","HHNR","_cid","soeplong","1","RKIND|HHNR",1
"soep-core","SKIND","HHNR","_cid","soeplong","1","SKIND|HHNR",1
"soep-core","TKIND","HHNR","_cid","soeplong","1","TKIND|HHNR",1
"soep-core","UKIND","HHNR","_cid","soeplong","1","UKIND|HHNR",1
"soep-core","VKIND","HHNR","_cid","soeplong","1","VKIND|HHNR",1
"soep-core","WKIND","HHNR","_cid","soeplong","1","WKIND|HHNR",1
"soep-core","XKIND","HHNR","_cid","soeplong","1","XKIND|HHNR",1
"soep-core","YKIND","HHNR","_cid","soeplong","1","YKIND|HHNR",1
"soep-core","ZKIND","HHNR","_cid","soeplong","1","ZKIND|HHNR",1
"soep-core","BAKIND","HHNR","_cid","soeplong","1","BAKIND|HHNR",1
"soep-core","BBKIND","HHNR","_cid","soeplong","1","BBKIND|HHNR",1
"soep-core","BCKIND","HHNR","_cid","soeplong","1","BCKIND|HHNR",1
"soep-core","APAUSL","HHNR","_cid","soeplong","1","APAUSL|HHNR",1
"soep-core","BPAUSL","HHNR","_cid","soeplong","1","BPAUSL|HHNR",1
"soep-core","CPAUSL","HHNR","_cid","soeplong","1","CPAUSL|HHNR",1
"soep-core","DPAUSL","HHNR","_cid","soeplong","1","DPAUSL|HHNR",1
"soep-core","EPAUSL","HHNR","_cid","soeplong","1","EPAUSL|HHNR",1
"soep-core","FPAUSL","HHNR","_cid","soeplong","1","FPAUSL|HHNR",1
"soep-core","GPAUSL","HHNR","_cid","soeplong","1","GPAUSL|HHNR",1
"soep-core","HPAUSL","HHNR","_cid","soeplong","1","HPAUSL|HHNR",1
"soep-core","IPAUSL","HHNR","_cid","soeplong","1","IPAUSL|HHNR",1
"soep-core","JPAUSL","HHNR","_cid","soeplong","1","JPAUSL|HHNR",1
"soep-core","KPAUSL","HHNR","_cid","soeplong","1","KPAUSL|HHNR",1
"soep-core","LPAUSL","HHNR","_cid","soeplong","1","LPAUSL|HHNR",1
"soep-core","APBRUTTO","HHNR","_cid","soeplong","1","APBRUTTO|HHNR",1
"soep-core","BPBRUTTO","HHNR","_cid","soeplong","1","BPBRUTTO|HHNR",1
"soep-core","CPBRUTTO","HHNR","_cid","soeplong","1","CPBRUTTO|HHNR",1
"soep-core","DPBRUTTO","HHNR","_cid","soeplong","1","DPBRUTTO|HHNR",1
"soep-core","EPBRUTTO","HHNR","_cid","soeplong","1","EPBRUTTO|HHNR",1
"soep-core","FPBRUTTO","HHNR","_cid","soeplong","1","FPBRUTTO|HHNR",1
"soep-core","GPBRUTTO","HHNR","_cid","soeplong","1","GPBRUTTO|HHNR",1
"soep-core","HPBRUTTO","HHNR","_cid","soeplong","1","HPBRUTTO|HHNR",1
"soep-core","IPBRUTTO","HHNR","_cid","soeplong","1","IPBRUTTO|HHNR",1
"soep-core","JPBRUTTO","HHNR","_cid","soeplong","1","JPBRUTTO|HHNR",1
"soep-core","KPBRUTTO","HHNR","_cid","soeplong","1","KPBRUTTO|HHNR",1
"soep-core","LPBRUTTO","HHNR","_cid","soeplong","1","LPBRUTTO|HHNR",1
"soep-core","MPBRUTTO","HHNR","_cid","soeplong","1","MPBRUTTO|HHNR",1
"soep-core","NPBRUTTO","HHNR","_cid","soeplong","1","NPBRUTTO|HHNR",1
"soep-core","OPBRUTTO","HHNR","_cid","soeplong","1","OPBRUTTO|HHNR",1
"soep-core","PPBRUTTO","HHNR","_cid","soeplong","1","PPBRUTTO|HHNR",1
"soep-core","QPBRUTTO","HHNR","_cid","soeplong","1","QPBRUTTO|HHNR",1
"soep-core","RPBRUTTO","HHNR","_cid","soeplong","1","RPBRUTTO|HHNR",1
"soep-core","SPBRUTTO","HHNR","_cid","soeplong","1","SPBRUTTO|HHNR",1
"soep-core","TPBRUTTO","HHNR","_cid","soeplong","1","TPBRUTTO|HHNR",1
"soep-core","UPBRUTTO","HHNR","_cid","soeplong","1","UPBRUTTO|HHNR",1
"soep-core","VPBRUTTO","HHNR","_cid","soeplong","1","VPBRUTTO|HHNR",1
"soep-core","WPBRUTTO","HHNR","_cid","soeplong","1","WPBRUTTO|HHNR",1
"soep-core","XPBRUTTO","HHNR","_cid","soeplong","1","XPBRUTTO|HHNR",1
"soep-core","YPBRUTTO","HHNR","_cid","soeplong","1","YPBRUTTO|HHNR",1
"soep-core","ZPBRUTTO","HHNR","_cid","soeplong","1","ZPBRUTTO|HHNR",1
"soep-core","BAPBRUTTO","HHNR","_cid","soeplong","1","BAPBRUTTO|HHNR",1
"soep-core","BBPBRUTTO","HHNR","_cid","soeplong","1","BBPBRUTTO|HHNR",1
"soep-core","BCPBRUTTO","HHNR","_cid","soeplong","1","BCPBRUTTO|HHNR",1
"soep-core","APGEN","HHNR","_cid","soeplong","1","APGEN|HHNR",1
"soep-core","BPGEN","HHNR","_cid","soeplong","1","BPGEN|HHNR",1
"soep-core","CPGEN","HHNR","_cid","soeplong","1","CPGEN|HHNR",1
"soep-core","DPGEN","HHNR","_cid","soeplong","1","DPGEN|HHNR",1
"soep-core","EPGEN","HHNR","_cid","soeplong","1","EPGEN|HHNR",1
"soep-core","FPGEN","HHNR","_cid","soeplong","1","FPGEN|HHNR",1
"soep-core","GPGEN","HHNR","_cid","soeplong","1","GPGEN|HHNR",1
"soep-core","HPGEN","HHNR","_cid","soeplong","1","HPGEN|HHNR",1
"soep-core","IPGEN","HHNR","_cid","soeplong","1","IPGEN|HHNR",1
"soep-core","JPGEN","HHNR","_cid","soeplong","1","JPGEN|HHNR",1
"soep-core","KPGEN","HHNR","_cid","soeplong","1","KPGEN|HHNR",1
"soep-core","LPGEN","HHNR","_cid","soeplong","1","LPGEN|HHNR",1
"soep-core","MPGEN","HHNR","_cid","soeplong","1","MPGEN|HHNR",1
"soep-core","NPGEN","HHNR","_cid","soeplong","1","NPGEN|HHNR",1
"soep-core","OPGEN","HHNR","_cid","soeplong","1","OPGEN|HHNR",1
"soep-core","PPGEN","HHNR","_cid","soeplong","1","PPGEN|HHNR",1
"soep-core","QPGEN","HHNR","_cid","soeplong","1","QPGEN|HHNR",1
"soep-core","RPGEN","HHNR","_cid","soeplong","1","RPGEN|HHNR",1
"soep-core","SPGEN","HHNR","_cid","soeplong","1","SPGEN|HHNR",1
"soep-core","TPGEN","HHNR","_cid","soeplong","1","TPGEN|HHNR",1
"soep-core","UPGEN","HHNR","_cid","soeplong","1","UPGEN|HHNR",1
"soep-core","VPGEN","HHNR","_cid","soeplong","1","VPGEN|HHNR",1
"soep-core","WPGEN","HHNR","_cid","soeplong","1","WPGEN|HHNR",1
"soep-core","XPGEN","HHNR","_cid","soeplong","1","XPGEN|HHNR",1
"soep-core","YPGEN","HHNR","_cid","soeplong","1","YPGEN|HHNR",1
"soep-core","ZPGEN","HHNR","_cid","soeplong","1","ZPGEN|HHNR",1
"soep-core","BAPGEN","HHNR","_cid","soeplong","1","BAPGEN|HHNR",1
"soep-core","BBPGEN","HHNR","_cid","soeplong","1","BBPGEN|HHNR",1
"soep-core","BCPGEN","HHNR","_cid","soeplong","1","BCPGEN|HHNR",1
"soep-core","AH","HHNR","_cid","soeplong","1","AH|HHNR",1
"soep-core","BH","HHNR","_cid","soeplong","1","BH|HHNR",1
"soep-core","CH","HHNR","_cid","soeplong","1","CH|HHNR",1
"soep-core","DH","HHNR","_cid","soeplong","1","DH|HHNR",1
"soep-core","EH","HHNR","_cid","soeplong","1","EH|HHNR",1
"soep-core","FH","HHNR","_cid","soeplong","1","FH|HHNR",1
"soep-core","GH","HHNR","_cid","soeplong","1","GH|HHNR",1
"soep-core","GHOST","HHNR","_cid","soeplong","1","GHOST|HHNR",1
"soep-core","HH","HHNR","_cid","soeplong","1","HH|HHNR",1
"soep-core","IH","HHNR","_cid","soeplong","1","IH|HHNR",1
"soep-core","JH","HHNR","_cid","soeplong","1","JH|HHNR",1
"soep-core","KH","HHNR","_cid","soeplong","1","KH|HHNR",1
"soep-core","LH","HHNR","_cid","soeplong","1","LH|HHNR",1
"soep-core","MH","HHNR","_cid","soeplong","1","MH|HHNR",1
"soep-core","NH","HHNR","_cid","soeplong","1","NH|HHNR",1
"soep-core","OH","HHNR","_cid","soeplong","1","OH|HHNR",1
"soep-core","PH","HHNR","_cid","soeplong","1","PH|HHNR",1
"soep-core","QH","HHNR","_cid","soeplong","1","QH|HHNR",1
"soep-core","RH","HHNR","_cid","soeplong","1","RH|HHNR",1
"soep-core","SH","HHNR","_cid","soeplong","1","SH|HHNR",1
"soep-core","TH","HHNR","_cid","soeplong","1","TH|HHNR",1
"soep-core","UH","HHNR","_cid","soeplong","1","UH|HHNR",1
"soep-core","VH","HHNR","_cid","soeplong","1","VH|HHNR",1
"soep-core","WH","HHNR","_cid","soeplong","1","WH|HHNR",1
"soep-core","XH","HHNR","_cid","soeplong","1","XH|HHNR",1
"soep-core","YH","HHNR","_cid","soeplong","1","YH|HHNR",1
"soep-core","ZH","HHNR","_cid","soeplong","1","ZH|HHNR",1
"soep-core","BAH","HHNR","_cid","soeplong","1","BAH|HHNR",1
"soep-core","BBH","HHNR","_cid","soeplong","1","BBH|HHNR",1
"soep-core","BCH","HHNR","_cid","soeplong","1","BCH|HHNR",1
"soep-core","AHBRUTTO","HHNR","_cid","soeplong","1","AHBRUTTO|HHNR",1
"soep-core","BHBRUTTO","HHNR","_cid","soeplong","1","BHBRUTTO|HHNR",1
"soep-core","CHBRUTTO","HHNR","_cid","soeplong","1","CHBRUTTO|HHNR",1
"soep-core","DHBRUTTO","HHNR","_cid","soeplong","1","DHBRUTTO|HHNR",1
"soep-core","EHBRUTTO","HHNR","_cid","soeplong","1","EHBRUTTO|HHNR",1
"soep-core","FHBRUTTO","HHNR","_cid","soeplong","1","FHBRUTTO|HHNR",1
"soep-core","GHBRUTTO","HHNR","_cid","soeplong","1","GHBRUTTO|HHNR",1
"soep-core","HHBRUTTO","HHNR","_cid","soeplong","1","HHBRUTTO|HHNR",1
"soep-core","IHBRUTTO","HHNR","_cid","soeplong","1","IHBRUTTO|HHNR",1
"soep-core","JHBRUTTO","HHNR","_cid","soeplong","1","JHBRUTTO|HHNR",1
"soep-core","KHBRUTTO","HHNR","_cid","soeplong","1","KHBRUTTO|HHNR",1
"soep-core","LHBRUTTO","HHNR","_cid","soeplong","1","LHBRUTTO|HHNR",1
"soep-core","MHBRUTTO","HHNR","_cid","soeplong","1","MHBRUTTO|HHNR",1
"soep-core","NHBRUTTO","HHNR","_cid","soeplong","1","NHBRUTTO|HHNR",1
"soep-core","OHBRUTTO","HHNR","_cid","soeplong","1","OHBRUTTO|HHNR",1
"soep-core","PHBRUTTO","HHNR","_cid","soeplong","1","PHBRUTTO|HHNR",1
"soep-core","QHBRUTTO","HHNR","_cid","soeplong","1","QHBRUTTO|HHNR",1
"soep-core","RHBRUTTO","HHNR","_cid","soeplong","1","RHBRUTTO|HHNR",1
"soep-core","SHBRUTTO","HHNR","_cid","soeplong","1","SHBRUTTO|HHNR",1
"soep-core","THBRUTTO","HHNR","_cid","soeplong","1","THBRUTTO|HHNR",1
"soep-core","UHBRUTTO","HHNR","_cid","soeplong","1","UHBRUTTO|HHNR",1
"soep-core","VHBRUTTO","HHNR","_cid","soeplong","1","VHBRUTTO|HHNR",1
"soep-core","WHBRUTTO","HHNR","_cid","soeplong","1","WHBRUTTO|HHNR",1
"soep-core","XHBRUTTO","HHNR","_cid","soeplong","1","XHBRUTTO|HHNR",1
"soep-core","YHBRUTTO","HHNR","_cid","soeplong","1","YHBRUTTO|HHNR",1
"soep-core","ZHBRUTTO","HHNR","_cid","soeplong","1","ZHBRUTTO|HHNR",1
"soep-core","BAHBRUTTO","HHNR","_cid","soeplong","1","BAHBRUTTO|HHNR",1
"soep-core","BBHBRUTTO","HHNR","_cid","soeplong","1","BBHBRUTTO|HHNR",1
"soep-core","BCHBRUTTO","HHNR","_cid","soeplong","1","BCHBRUTTO|HHNR",1
"soep-core","AHGEN","HHNR","_cid","soeplong","1","AHGEN|HHNR",1
"soep-core","BHGEN","HHNR","_cid","soeplong","1","BHGEN|HHNR",1
"soep-core","CHGEN","HHNR","_cid","soeplong","1","CHGEN|HHNR",1
"soep-core","DHGEN","HHNR","_cid","soeplong","1","DHGEN|HHNR",1
"soep-core","EHGEN","HHNR","_cid","soeplong","1","EHGEN|HHNR",1
"soep-core","FHGEN","HHNR","_cid","soeplong","1","FHGEN|HHNR",1
"soep-core","GHGEN","HHNR","_cid","soeplong","1","GHGEN|HHNR",1
"soep-core","HHGEN","HHNR","_cid","soeplong","1","HHGEN|HHNR",1
"soep-core","IHGEN","HHNR","_cid","soeplong","1","IHGEN|HHNR",1
"soep-core","JHGEN","HHNR","_cid","soeplong","1","JHGEN|HHNR",1
"soep-core","KHGEN","HHNR","_cid","soeplong","1","KHGEN|HHNR",1
"soep-core","LHGEN","HHNR","_cid","soeplong","1","LHGEN|HHNR",1
"soep-core","MHGEN","HHNR","_cid","soeplong","1","MHGEN|HHNR",1
"soep-core","NHGEN","HHNR","_cid","soeplong","1","NHGEN|HHNR",1
"soep-core","OHGEN","HHNR","_cid","soeplong","1","OHGEN|HHNR",1
"soep-core","PHGEN","HHNR","_cid","soeplong","1","PHGEN|HHNR",1
"soep-core","QHGEN","HHNR","_cid","soeplong","1","QHGEN|HHNR",1
"soep-core","RHGEN","HHNR","_cid","soeplong","1","RHGEN|HHNR",1
"soep-core","SHGEN","HHNR","_cid","soeplong","1","SHGEN|HHNR",1
"soep-core","THGEN","HHNR","_cid","soeplong","1","THGEN|HHNR",1
"soep-core","UHGEN","HHNR","_cid","soeplong","1","UHGEN|HHNR",1
"soep-core","VHGEN","HHNR","_cid","soeplong","1","VHGEN|HHNR",1
"soep-core","WHGEN","HHNR","_cid","soeplong","1","WHGEN|HHNR",1
"soep-core","XHGEN","HHNR","_cid","soeplong","1","XHGEN|HHNR",1
"soep-core","YHGEN","HHNR","_cid","soeplong","1","YHGEN|HHNR",1
"soep-core","ZHGEN","HHNR","_cid","soeplong","1","ZHGEN|HHNR",1
"soep-core","BAHGEN","HHNR","_cid","soeplong","1","BAHGEN|HHNR",1
"soep-core","BBHGEN","HHNR","_cid","soeplong","1","BBHGEN|HHNR",1
"soep-core","BCHGEN","HHNR","_cid","soeplong","1","BCHGEN|HHNR",1
"soep-core","EV","HHNR","_cid","soeplong","1","EV|HHNR",1
"soep-core","GGKBOU","HHNR","_cid","soeplong","1","GGKBOU|HHNR",1
"soep-core","PFLEGE","HHNR","_cid","soeplong","1","PFLEGE|HHNR",1
"soep-core","PBR_EXIT","HHNR","_cid","soeplong","1","PBR_EXIT|HHNR",1
"soep-core","PBR_HHCH","HHNR","_cid","soeplong","1","PBR_HHCH|HHNR",1
"soep-core","BIOBIRTH","HHNR","_cid","soeplong","1","BIOBIRTH|HHNR",1
"soep-core","BIOMARSM","HHNR","_cid","soeplong","1","BIOMARSM|HHNR",1
"soep-core","BIOMARSY","HHNR","_cid","soeplong","1","BIOMARSY|HHNR",1
"soep-core","BIOPAREN","HHNR","_cid","soeplong","1","BIOPAREN|HHNR",1
"soep-core","BIOIMMIG","HHNR","_cid","soeplong","1","BIOIMMIG|HHNR",1
"soep-core","BIOJOB","HHNR","_cid","soeplong","1","BIOJOB|HHNR",1
"soep-core","BIOSOC","HHNR","_cid","soeplong","1","BIOSOC|HHNR",1
"soep-core","BIORESID","HHNR","_cid","soeplong","1","BIORESID|HHNR",1
"soep-core","SOZKALEN","HHNR","_cid","soeplong","1","SOZKALEN|HHNR",1
"soep-core","BIOSIB","HHNR","_cid","soeplong","1","BIOSIB|HHNR",1
"soep-core","BIOBRTHM","HHNR","_cid","soeplong","1","BIOBRTHM|HHNR",1
"soep-core","BIOTWIN","HHNR","_cid","soeplong","1","BIOTWIN|HHNR",1
"soep-core","BIOAGE01","HHNR","_cid","soeplong","1","BIOAGE01|HHNR",1
"soep-core","BIOAGE03","HHNR","_cid","soeplong","1","BIOAGE03|HHNR",1
"soep-core","BIOAGE06","HHNR","_cid","soeplong","1","BIOAGE06|HHNR",1
"soep-core","BIOEDU","HHNR","_cid","soeplong","1","BIOEDU|HHNR",1
"soep-core","BIOAGE17","HHNR","_cid","soeplong","1","BIOAGE17|HHNR",1
"soep-core","LIFESPELL","HHNR","_cid","soeplong","1","LIFESPELL|HHNR",1
"soep-core","BIOAGE08A","HHNR","_cid","soeplong","1","BIOAGE08A|HHNR",1
"soep-core","BIOAGE08B","HHNR","_cid","soeplong","1","BIOAGE08B|HHNR",1
"soep-core","BIOAGEL","HHNR","_cid","soeplong","1","BIOAGEL|HHNR",1
"soep-core","BIOCOUPLM","HHNR","_cid","soeplong","1","BIOCOUPLM|HHNR",1
"soep-core","BIOCOUPLY","HHNR","_cid","soeplong","1","BIOCOUPLY|HHNR",1
"soep-core","HBRUTT84","HHNR","_cid","soeplong","1","HBRUTT84|HHNR",1
"soep-core","HBRUTT98","HHNR","_cid","soeplong","1","HBRUTT98|HHNR",1
"soep-core","HBRUTT00","HHNR","_cid","soeplong","1","HBRUTT00|HHNR",1
"soep-core","HBRUTT02","HHNR","_cid","soeplong","1","HBRUTT02|HHNR",1
"soep-core","HBRUTT06","HHNR","_cid","soeplong","1","HBRUTT06|HHNR",1
"soep-core","HBRUTT09","HHNR","_cid","soeplong","1","HBRUTT09|HHNR",1
"soep-core","HBRUTT11","HHNR","_cid","soeplong","1","HBRUTT11|HHNR",1
"soep-core","HBRUTT12","HHNR","_cid","soeplong","1","HBRUTT12|HHNR",1
"soep-core","HEALTH","HHNR","_cid","soeplong","1","HEALTH|HHNR",1
"soep-core","WPAGE17","HHNR","_cid","soeplong","1","WPAGE17|HHNR",1
"soep-core","XPAGE17","HHNR","_cid","soeplong","1","XPAGE17|HHNR",1
"soep-core","YPAGE17","HHNR","_cid","soeplong","1","YPAGE17|HHNR",1
"soep-core","ZPAGE17","HHNR","_cid","soeplong","1","ZPAGE17|HHNR",1
"soep-core","BAPAGE17","HHNR","_cid","soeplong","1","BAPAGE17|HHNR",1
"soep-core","BBPAGE17","HHNR","_cid","soeplong","1","BBPAGE17|HHNR",1
"soep-core","BCPAGE17","HHNR","_cid","soeplong","1","BCPAGE17|HHNR",1
"soep-core","APEQUIV","HHNR","_cid","soeplong","1","APEQUIV|HHNR",1
"soep-core","BPEQUIV","HHNR","_cid","soeplong","1","BPEQUIV|HHNR",1
"soep-core","CPEQUIV","HHNR","_cid","soeplong","1","CPEQUIV|HHNR",1
"soep-core","DPEQUIV","HHNR","_cid","soeplong","1","DPEQUIV|HHNR",1
"soep-core","EPEQUIV","HHNR","_cid","soeplong","1","EPEQUIV|HHNR",1
"soep-core","FPEQUIV","HHNR","_cid","soeplong","1","FPEQUIV|HHNR",1
"soep-core","GPEQUIV","HHNR","_cid","soeplong","1","GPEQUIV|HHNR",1
"soep-core","HPEQUIV","HHNR","_cid","soeplong","1","HPEQUIV|HHNR",1
"soep-core","IPEQUIV","HHNR","_cid","soeplong","1","IPEQUIV|HHNR",1
"soep-core","JPEQUIV","HHNR","_cid","soeplong","1","JPEQUIV|HHNR",1
"soep-core","KPEQUIV","HHNR","_cid","soeplong","1","KPEQUIV|HHNR",1
"soep-core","LPEQUIV","HHNR","_cid","soeplong","1","LPEQUIV|HHNR",1
"soep-core","MPEQUIV","HHNR","_cid","soeplong","1","MPEQUIV|HHNR",1
"soep-core","NPEQUIV","HHNR","_cid","soeplong","1","NPEQUIV|HHNR",1
"soep-core","OPEQUIV","HHNR","_cid","soeplong","1","OPEQUIV|HHNR",1
"soep-core","PPEQUIV","HHNR","_cid","soeplong","1","PPEQUIV|HHNR",1
"soep-core","QPEQUIV","HHNR","_cid","soeplong","1","QPEQUIV|HHNR",1
"soep-core","RPEQUIV","HHNR","_cid","soeplong","1","RPEQUIV|HHNR",1
"soep-core","SPEQUIV","HHNR","_cid","soeplong","1","SPEQUIV|HHNR",1
"soep-core","TPEQUIV","HHNR","_cid","soeplong","1","TPEQUIV|HHNR",1
"soep-core","UPEQUIV","HHNR","_cid","soeplong","1","UPEQUIV|HHNR",1
"soep-core","VPEQUIV","HHNR","_cid","soeplong","1","VPEQUIV|HHNR",1
"soep-core","WPEQUIV","HHNR","_cid","soeplong","1","WPEQUIV|HHNR",1
"soep-core","XPEQUIV","HHNR","_cid","soeplong","1","XPEQUIV|HHNR",1
"soep-core","YPEQUIV","HHNR","_cid","soeplong","1","YPEQUIV|HHNR",1
"soep-core","ZPEQUIV","HHNR","_cid","soeplong","1","ZPEQUIV|HHNR",1
"soep-core","BAPEQUIV","HHNR","_cid","soeplong","1","BAPEQUIV|HHNR",1
"soep-core","BBPEQUIV","HHNR","_cid","soeplong","1","BBPEQUIV|HHNR",1
"soep-core","BCPEQUIV","HHNR","_cid","soeplong","1","BCPEQUIV|HHNR",1
"soep-core","GRIPSTR","HHNR","_cid","soeplong","1","GRIPSTR|HHNR",1
"soep-core","COGDJ","HHNR","_cid","soeplong","1","COGDJ|HHNR",1
"soep-core","PWEALTH","HHNR","_cid","soeplong","1","PWEALTH|HHNR",1
