"study","dataset","varname","concept","source","item_id","ID","n.concepts"
"soep-core","UPKAL","UP1B002","kal1b002","soeplong","1733","UPKAL|UP1B002",1
"soep-core","VPKAL","VP1B002","kal1b002","soeplong","1733","VPKAL|VP1B002",1
"soep-core","WPKAL","WP1B002","kal1b002","soeplong","1733","WPKAL|WP1B002",1
"soep-core","XPKAL","XP1B002","kal1b002","soeplong","1733","XPKAL|XP1B002",1
"soep-core","YPKAL","YP1B002","kal1b002","soeplong","1733","YPKAL|YP1B002",1
"soep-core","ZPKAL","ZP1B002","kal1b002","soeplong","1733","ZPKAL|ZP1B002",1
"soep-core","BAPKAL","BAP1B002","kal1b002","soeplong","1733","BAPKAL|BAP1B002",1
"soep-core","BBPKAL","BBP1B002","kal1b002","soeplong","1733","BBPKAL|BBP1B002",1
"soep-core","BCPKAL","BCP1B002","kal1b002","soeplong","1733","BCPKAL|BCP1B002",1
"soep-core","BDPKAL","BDP1B002","kal1b002","v30","1733","BDPKAL|BDP1B002",1
"soep-core","APKAL","AP1B003","kal1b003","soeplong","1734","APKAL|AP1B003",1
"soep-core","BPKAL","BP1B003","kal1b003","soeplong","1734","BPKAL|BP1B003",1
"soep-core","CPKAL","CP1B003","kal1b003","soeplong","1734","CPKAL|CP1B003",1
"soep-core","DPKAL","DP1B003","kal1b003","soeplong","1734","DPKAL|DP1B003",1
"soep-core","EPKAL","EP1B003","kal1b003","soeplong","1734","EPKAL|EP1B003",1
"soep-core","FPKAL","FP1B003","kal1b003","soeplong","1734","FPKAL|FP1B003",1
"soep-core","GPKAL","GP1B003","kal1b003","soeplong","1734","GPKAL|GP1B003",1
"soep-core","GPKALOST","GP1B015O","kal1b003","soeplong","1734","GPKALOST|GP1B015O",1
"soep-core","HPKAL","HP1B003","kal1b003","soeplong","1734","HPKAL|HP1B003",1
"soep-core","HPKALOST","HP1B015O","kal1b003","soeplong","1734","HPKALOST|HP1B015O",1
"soep-core","IPKAL","IP1B003","kal1b003","soeplong","1734","IPKAL|IP1B003",1
"soep-core","JPKAL","JP1B003","kal1b003","soeplong","1734","JPKAL|JP1B003",1
"soep-core","KPKAL","KP1B003","kal1b003","soeplong","1734","KPKAL|KP1B003",1
"soep-core","LPKAL","LP1B003","kal1b003","soeplong","1734","LPKAL|LP1B003",1
"soep-core","MPKAL","MP1B003","kal1b003","soeplong","1734","MPKAL|MP1B003",1
"soep-core","NPKAL","NP1B003","kal1b003","soeplong","1734","NPKAL|NP1B003",1
"soep-core","OPKAL","OP1B003","kal1b003","soeplong","1734","OPKAL|OP1B003",1
"soep-core","PPKAL","PP1B003","kal1b003","soeplong","1734","PPKAL|PP1B003",1
"soep-core","QPKAL","QP1B003","kal1b003","soeplong","1734","QPKAL|QP1B003",1
"soep-core","RPKAL","RP1B003","kal1b003","soeplong","1734","RPKAL|RP1B003",1
"soep-core","SPKAL","SP1B003","kal1b003","soeplong","1734","SPKAL|SP1B003",1
"soep-core","TPKAL","TP1B003","kal1b003","soeplong","1734","TPKAL|TP1B003",1
"soep-core","UPKAL","UP1B003","kal1b003","soeplong","1734","UPKAL|UP1B003",1
"soep-core","VPKAL","VP1B003","kal1b003","soeplong","1734","VPKAL|VP1B003",1
"soep-core","WPKAL","WP1B003","kal1b003","soeplong","1734","WPKAL|WP1B003",1
"soep-core","XPKAL","XP1B003","kal1b003","soeplong","1734","XPKAL|XP1B003",1
"soep-core","YPKAL","YP1B003","kal1b003","soeplong","1734","YPKAL|YP1B003",1
"soep-core","ZPKAL","ZP1B003","kal1b003","soeplong","1734","ZPKAL|ZP1B003",1
"soep-core","BAPKAL","BAP1B003","kal1b003","soeplong","1734","BAPKAL|BAP1B003",1
"soep-core","BBPKAL","BBP1B003","kal1b003","soeplong","1734","BBPKAL|BBP1B003",1
"soep-core","BCPKAL","BCP1B003","kal1b003","soeplong","1734","BCPKAL|BCP1B003",1
"soep-core","BDPKAL","BDP1B003","kal1b003","v30","1734","BDPKAL|BDP1B003",1
"soep-core","APKAL","AP1B004","kal1b004","soeplong","1735","APKAL|AP1B004",1
"soep-core","BPKAL","BP1B004","kal1b004","soeplong","1735","BPKAL|BP1B004",1
"soep-core","CPKAL","CP1B004","kal1b004","soeplong","1735","CPKAL|CP1B004",1
"soep-core","DPKAL","DP1B004","kal1b004","soeplong","1735","DPKAL|DP1B004",1
"soep-core","EPKAL","EP1B004","kal1b004","soeplong","1735","EPKAL|EP1B004",1
"soep-core","FPKAL","FP1B004","kal1b004","soeplong","1735","FPKAL|FP1B004",1
"soep-core","GPKAL","GP1B004","kal1b004","soeplong","1735","GPKAL|GP1B004",1
"soep-core","GPKALOST","GP1B016O","kal1b004","soeplong","1735","GPKALOST|GP1B016O",1
"soep-core","HPKAL","HP1B004","kal1b004","soeplong","1735","HPKAL|HP1B004",1
"soep-core","IPKAL","IP1B004","kal1b004","soeplong","1735","IPKAL|IP1B004",1
"soep-core","JPKAL","JP1B004","kal1b004","soeplong","1735","JPKAL|JP1B004",1
"soep-core","KPKAL","KP1B004","kal1b004","soeplong","1735","KPKAL|KP1B004",1
"soep-core","LPKAL","LP1B004","kal1b004","soeplong","1735","LPKAL|LP1B004",1
"soep-core","MPKAL","MP1B004","kal1b004","soeplong","1735","MPKAL|MP1B004",1
"soep-core","NPKAL","NP1B004","kal1b004","soeplong","1735","NPKAL|NP1B004",1
"soep-core","OPKAL","OP1B004","kal1b004","soeplong","1735","OPKAL|OP1B004",1
"soep-core","PPKAL","PP1B004","kal1b004","soeplong","1735","PPKAL|PP1B004",1
"soep-core","QPKAL","QP1B004","kal1b004","soeplong","1735","QPKAL|QP1B004",1
"soep-core","RPKAL","RP1B004","kal1b004","soeplong","1735","RPKAL|RP1B004",1
"soep-core","SPKAL","SP1B004","kal1b004","soeplong","1735","SPKAL|SP1B004",1
"soep-core","TPKAL","TP1B004","kal1b004","soeplong","1735","TPKAL|TP1B004",1
"soep-core","UPKAL","UP1B004","kal1b004","soeplong","1735","UPKAL|UP1B004",1
"soep-core","VPKAL","VP1B004","kal1b004","soeplong","1735","VPKAL|VP1B004",1
"soep-core","WPKAL","WP1B004","kal1b004","soeplong","1735","WPKAL|WP1B004",1
"soep-core","XPKAL","XP1B004","kal1b004","soeplong","1735","XPKAL|XP1B004",1
"soep-core","YPKAL","YP1B004","kal1b004","soeplong","1735","YPKAL|YP1B004",1
"soep-core","ZPKAL","ZP1B004","kal1b004","soeplong","1735","ZPKAL|ZP1B004",1
"soep-core","BAPKAL","BAP1B004","kal1b004","soeplong","1735","BAPKAL|BAP1B004",1
"soep-core","BBPKAL","BBP1B004","kal1b004","soeplong","1735","BBPKAL|BBP1B004",1
"soep-core","BCPKAL","BCP1B004","kal1b004","soeplong","1735","BCPKAL|BCP1B004",1
"soep-core","BDPKAL","BDP1B004","kal1b004","v30","1735","BDPKAL|BDP1B004",1
"soep-core","APKAL","AP1B005","kal1b005","soeplong","1736","APKAL|AP1B005",1
"soep-core","BPKAL","BP1B005","kal1b005","soeplong","1736","BPKAL|BP1B005",1
"soep-core","CPKAL","CP1B005","kal1b005","soeplong","1736","CPKAL|CP1B005",1
"soep-core","DPKAL","DP1B005","kal1b005","soeplong","1736","DPKAL|DP1B005",1
"soep-core","EPKAL","EP1B005","kal1b005","soeplong","1736","EPKAL|EP1B005",1
"soep-core","FPKAL","FP1B005","kal1b005","soeplong","1736","FPKAL|FP1B005",1
"soep-core","GPKAL","GP1B005","kal1b005","soeplong","1736","GPKAL|GP1B005",1
"soep-core","GPKALOST","GP1B017O","kal1b005","soeplong","1736","GPKALOST|GP1B017O",1
"soep-core","HPKAL","HP1B005","kal1b005","soeplong","1736","HPKAL|HP1B005",1
"soep-core","IPKAL","IP1B005","kal1b005","soeplong","1736","IPKAL|IP1B005",1
"soep-core","JPKAL","JP1B005","kal1b005","soeplong","1736","JPKAL|JP1B005",1
"soep-core","KPKAL","KP1B005","kal1b005","soeplong","1736","KPKAL|KP1B005",1
"soep-core","LPKAL","LP1B005","kal1b005","soeplong","1736","LPKAL|LP1B005",1
"soep-core","MPKAL","MP1B005","kal1b005","soeplong","1736","MPKAL|MP1B005",1
"soep-core","NPKAL","NP1B005","kal1b005","soeplong","1736","NPKAL|NP1B005",1
"soep-core","OPKAL","OP1B005","kal1b005","soeplong","1736","OPKAL|OP1B005",1
"soep-core","PPKAL","PP1B005","kal1b005","soeplong","1736","PPKAL|PP1B005",1
"soep-core","QPKAL","QP1B005","kal1b005","soeplong","1736","QPKAL|QP1B005",1
"soep-core","RPKAL","RP1B005","kal1b005","soeplong","1736","RPKAL|RP1B005",1
"soep-core","SPKAL","SP1B005","kal1b005","soeplong","1736","SPKAL|SP1B005",1
"soep-core","TPKAL","TP1B005","kal1b005","soeplong","1736","TPKAL|TP1B005",1
"soep-core","UPKAL","UP1B005","kal1b005","soeplong","1736","UPKAL|UP1B005",1
"soep-core","VPKAL","VP1B005","kal1b005","soeplong","1736","VPKAL|VP1B005",1
"soep-core","WPKAL","WP1B005","kal1b005","soeplong","1736","WPKAL|WP1B005",1
"soep-core","XPKAL","XP1B005","kal1b005","soeplong","1736","XPKAL|XP1B005",1
"soep-core","YPKAL","YP1B005","kal1b005","soeplong","1736","YPKAL|YP1B005",1
"soep-core","ZPKAL","ZP1B005","kal1b005","soeplong","1736","ZPKAL|ZP1B005",1
"soep-core","BAPKAL","BAP1B005","kal1b005","soeplong","1736","BAPKAL|BAP1B005",1
"soep-core","BBPKAL","BBP1B005","kal1b005","soeplong","1736","BBPKAL|BBP1B005",1
"soep-core","BCPKAL","BCP1B005","kal1b005","soeplong","1736","BCPKAL|BCP1B005",1
"soep-core","BDPKAL","BDP1B005","kal1b005","v30","1736","BDPKAL|BDP1B005",1
"soep-core","APKAL","AP1B006","kal1b006","soeplong","1737","APKAL|AP1B006",1
"soep-core","BPKAL","BP1B006","kal1b006","soeplong","1737","BPKAL|BP1B006",1
"soep-core","CPKAL","CP1B006","kal1b006","soeplong","1737","CPKAL|CP1B006",1
"soep-core","DPKAL","DP1B006","kal1b006","soeplong","1737","DPKAL|DP1B006",1
"soep-core","EPKAL","EP1B006","kal1b006","soeplong","1737","EPKAL|EP1B006",1
"soep-core","FPKAL","FP1B006","kal1b006","soeplong","1737","FPKAL|FP1B006",1
"soep-core","GPKAL","GP1B006","kal1b006","soeplong","1737","GPKAL|GP1B006",1
"soep-core","GPKALOST","GP1B018O","kal1b006","soeplong","1737","GPKALOST|GP1B018O",1
"soep-core","HPKAL","HP1B006","kal1b006","soeplong","1737","HPKAL|HP1B006",1
"soep-core","IPKAL","IP1B006","kal1b006","soeplong","1737","IPKAL|IP1B006",1
"soep-core","JPKAL","JP1B006","kal1b006","soeplong","1737","JPKAL|JP1B006",1
"soep-core","KPKAL","KP1B006","kal1b006","soeplong","1737","KPKAL|KP1B006",1
"soep-core","LPKAL","LP1B006","kal1b006","soeplong","1737","LPKAL|LP1B006",1
"soep-core","MPKAL","MP1B006","kal1b006","soeplong","1737","MPKAL|MP1B006",1
"soep-core","NPKAL","NP1B006","kal1b006","soeplong","1737","NPKAL|NP1B006",1
"soep-core","OPKAL","OP1B006","kal1b006","soeplong","1737","OPKAL|OP1B006",1
"soep-core","PPKAL","PP1B006","kal1b006","soeplong","1737","PPKAL|PP1B006",1
"soep-core","QPKAL","QP1B006","kal1b006","soeplong","1737","QPKAL|QP1B006",1
"soep-core","RPKAL","RP1B006","kal1b006","soeplong","1737","RPKAL|RP1B006",1
"soep-core","SPKAL","SP1B006","kal1b006","soeplong","1737","SPKAL|SP1B006",1
"soep-core","TPKAL","TP1B006","kal1b006","soeplong","1737","TPKAL|TP1B006",1
"soep-core","UPKAL","UP1B006","kal1b006","soeplong","1737","UPKAL|UP1B006",1
"soep-core","VPKAL","VP1B006","kal1b006","soeplong","1737","VPKAL|VP1B006",1
"soep-core","WPKAL","WP1B006","kal1b006","soeplong","1737","WPKAL|WP1B006",1
"soep-core","XPKAL","XP1B006","kal1b006","soeplong","1737","XPKAL|XP1B006",1
"soep-core","YPKAL","YP1B006","kal1b006","soeplong","1737","YPKAL|YP1B006",1
"soep-core","ZPKAL","ZP1B006","kal1b006","soeplong","1737","ZPKAL|ZP1B006",1
"soep-core","BAPKAL","BAP1B006","kal1b006","soeplong","1737","BAPKAL|BAP1B006",1
"soep-core","BBPKAL","BBP1B006","kal1b006","soeplong","1737","BBPKAL|BBP1B006",1
"soep-core","BCPKAL","BCP1B006","kal1b006","soeplong","1737","BCPKAL|BCP1B006",1
"soep-core","BDPKAL","BDP1B006","kal1b006","v30","1737","BDPKAL|BDP1B006",1
"soep-core","APKAL","AP1B007","kal1b007","soeplong","1738","APKAL|AP1B007",1
"soep-core","BPKAL","BP1B007","kal1b007","soeplong","1738","BPKAL|BP1B007",1
"soep-core","CPKAL","CP1B007","kal1b007","soeplong","1738","CPKAL|CP1B007",1
"soep-core","DPKAL","DP1B007","kal1b007","soeplong","1738","DPKAL|DP1B007",1
"soep-core","EPKAL","EP1B007","kal1b007","soeplong","1738","EPKAL|EP1B007",1
"soep-core","FPKAL","FP1B007","kal1b007","soeplong","1738","FPKAL|FP1B007",1
"soep-core","GPKAL","GP1B007","kal1b007","soeplong","1738","GPKAL|GP1B007",1
"soep-core","GPKALOST","GP1B007O","kal1b007","soeplong","1738","GPKALOST|GP1B007O",1
"soep-core","HPKAL","HP1B007","kal1b007","soeplong","1738","HPKAL|HP1B007",1
"soep-core","HPKALOST","HP1B007O","kal1b007","soeplong","1738","HPKALOST|HP1B007O",1
"soep-core","IPKAL","IP1B007","kal1b007","soeplong","1738","IPKAL|IP1B007",1
"soep-core","JPKAL","JP1B007","kal1b007","soeplong","1738","JPKAL|JP1B007",1
"soep-core","KPKAL","KP1B007","kal1b007","soeplong","1738","KPKAL|KP1B007",1
"soep-core","LPKAL","LP1B007","kal1b007","soeplong","1738","LPKAL|LP1B007",1
"soep-core","MPKAL","MP1B007","kal1b007","soeplong","1738","MPKAL|MP1B007",1
"soep-core","NPKAL","NP1B007","kal1b007","soeplong","1738","NPKAL|NP1B007",1
"soep-core","OPKAL","OP1B007","kal1b007","soeplong","1738","OPKAL|OP1B007",1
"soep-core","PPKAL","PP1B007","kal1b007","soeplong","1738","PPKAL|PP1B007",1
"soep-core","QPKAL","QP1B007","kal1b007","soeplong","1738","QPKAL|QP1B007",1
"soep-core","RPKAL","RP1B007","kal1b007","soeplong","1738","RPKAL|RP1B007",1
"soep-core","SPKAL","SP1B007","kal1b007","soeplong","1738","SPKAL|SP1B007",1
"soep-core","TPKAL","TP1B007","kal1b007","soeplong","1738","TPKAL|TP1B007",1
"soep-core","UPKAL","UP1B007","kal1b007","soeplong","1738","UPKAL|UP1B007",1
"soep-core","VPKAL","VP1B007","kal1b007","soeplong","1738","VPKAL|VP1B007",1
"soep-core","WPKAL","WP1B007","kal1b007","soeplong","1738","WPKAL|WP1B007",1
"soep-core","XPKAL","XP1B007","kal1b007","soeplong","1738","XPKAL|XP1B007",1
"soep-core","YPKAL","YP1B007","kal1b007","soeplong","1738","YPKAL|YP1B007",1
"soep-core","ZPKAL","ZP1B007","kal1b007","soeplong","1738","ZPKAL|ZP1B007",1
"soep-core","BAPKAL","BAP1B007","kal1b007","soeplong","1738","BAPKAL|BAP1B007",1
"soep-core","BBPKAL","BBP1B007","kal1b007","soeplong","1738","BBPKAL|BBP1B007",1
"soep-core","BCPKAL","BCP1B007","kal1b007","soeplong","1738","BCPKAL|BCP1B007",1
"soep-core","BDPKAL","BDP1B007","kal1b007","v30","1738","BDPKAL|BDP1B007",1
"soep-core","APKAL","AP1B008","kal1b008","soeplong","1739","APKAL|AP1B008",1
"soep-core","BPKAL","BP1B008","kal1b008","soeplong","1739","BPKAL|BP1B008",1
"soep-core","CPKAL","CP1B008","kal1b008","soeplong","1739","CPKAL|CP1B008",1
"soep-core","DPKAL","DP1B008","kal1b008","soeplong","1739","DPKAL|DP1B008",1
"soep-core","EPKAL","EP1B008","kal1b008","soeplong","1739","EPKAL|EP1B008",1
"soep-core","FPKAL","FP1B008","kal1b008","soeplong","1739","FPKAL|FP1B008",1
"soep-core","GPKAL","GP1B008","kal1b008","soeplong","1739","GPKAL|GP1B008",1
"soep-core","GPKALOST","GP1B008O","kal1b008","soeplong","1739","GPKALOST|GP1B008O",1
"soep-core","HPKAL","HP1B008","kal1b008","soeplong","1739","HPKAL|HP1B008",1
"soep-core","HPKALOST","HP1B008O","kal1b008","soeplong","1739","HPKALOST|HP1B008O",1
"soep-core","IPKAL","IP1B008","kal1b008","soeplong","1739","IPKAL|IP1B008",1
"soep-core","JPKAL","JP1B008","kal1b008","soeplong","1739","JPKAL|JP1B008",1
"soep-core","KPKAL","KP1B008","kal1b008","soeplong","1739","KPKAL|KP1B008",1
"soep-core","LPKAL","LP1B008","kal1b008","soeplong","1739","LPKAL|LP1B008",1
"soep-core","MPKAL","MP1B008","kal1b008","soeplong","1739","MPKAL|MP1B008",1
"soep-core","NPKAL","NP1B008","kal1b008","soeplong","1739","NPKAL|NP1B008",1
"soep-core","OPKAL","OP1B008","kal1b008","soeplong","1739","OPKAL|OP1B008",1
"soep-core","PPKAL","PP1B008","kal1b008","soeplong","1739","PPKAL|PP1B008",1
"soep-core","QPKAL","QP1B008","kal1b008","soeplong","1739","QPKAL|QP1B008",1
"soep-core","RPKAL","RP1B008","kal1b008","soeplong","1739","RPKAL|RP1B008",1
"soep-core","SPKAL","SP1B008","kal1b008","soeplong","1739","SPKAL|SP1B008",1
"soep-core","TPKAL","TP1B008","kal1b008","soeplong","1739","TPKAL|TP1B008",1
"soep-core","UPKAL","UP1B008","kal1b008","soeplong","1739","UPKAL|UP1B008",1
"soep-core","VPKAL","VP1B008","kal1b008","soeplong","1739","VPKAL|VP1B008",1
"soep-core","WPKAL","WP1B008","kal1b008","soeplong","1739","WPKAL|WP1B008",1
"soep-core","XPKAL","XP1B008","kal1b008","soeplong","1739","XPKAL|XP1B008",1
"soep-core","YPKAL","YP1B008","kal1b008","soeplong","1739","YPKAL|YP1B008",1
"soep-core","ZPKAL","ZP1B008","kal1b008","soeplong","1739","ZPKAL|ZP1B008",1
"soep-core","BAPKAL","BAP1B008","kal1b008","soeplong","1739","BAPKAL|BAP1B008",1
"soep-core","BBPKAL","BBP1B008","kal1b008","soeplong","1739","BBPKAL|BBP1B008",1
"soep-core","BCPKAL","BCP1B008","kal1b008","soeplong","1739","BCPKAL|BCP1B008",1
"soep-core","BDPKAL","BDP1B008","kal1b008","v30","1739","BDPKAL|BDP1B008",1
"soep-core","QP","QP10301","pabs01","soeplong","174","QP|QP10301",1
"soep-core","SP","SP0201G","pabs01","soeplong","174","SP|SP0201G",1
"soep-core","WP","WPA201","pabs01","soeplong","174","WP|WPA201",1
"soep-core","ZP","ZPA201","pabs01","soeplong","174","ZP|ZPA201",1
"soep-core","APKAL","AP1B009","kal1b009","soeplong","1740","APKAL|AP1B009",1
"soep-core","BPKAL","BP1B009","kal1b009","soeplong","1740","BPKAL|BP1B009",1
"soep-core","CPKAL","CP1B009","kal1b009","soeplong","1740","CPKAL|CP1B009",1
"soep-core","DPKAL","DP1B009","kal1b009","soeplong","1740","DPKAL|DP1B009",1
"soep-core","EPKAL","EP1B009","kal1b009","soeplong","1740","EPKAL|EP1B009",1
"soep-core","FPKAL","FP1B009","kal1b009","soeplong","1740","FPKAL|FP1B009",1
"soep-core","GPKAL","GP1B009","kal1b009","soeplong","1740","GPKAL|GP1B009",1
"soep-core","GPKALOST","GP1B009O","kal1b009","soeplong","1740","GPKALOST|GP1B009O",1
"soep-core","HPKAL","HP1B009","kal1b009","soeplong","1740","HPKAL|HP1B009",1
"soep-core","HPKALOST","HP1B009O","kal1b009","soeplong","1740","HPKALOST|HP1B009O",1
"soep-core","IPKAL","IP1B009","kal1b009","soeplong","1740","IPKAL|IP1B009",1
"soep-core","JPKAL","JP1B009","kal1b009","soeplong","1740","JPKAL|JP1B009",1
"soep-core","KPKAL","KP1B009","kal1b009","soeplong","1740","KPKAL|KP1B009",1
"soep-core","LPKAL","LP1B009","kal1b009","soeplong","1740","LPKAL|LP1B009",1
"soep-core","MPKAL","MP1B009","kal1b009","soeplong","1740","MPKAL|MP1B009",1
"soep-core","NPKAL","NP1B009","kal1b009","soeplong","1740","NPKAL|NP1B009",1
"soep-core","OPKAL","OP1B009","kal1b009","soeplong","1740","OPKAL|OP1B009",1
"soep-core","PPKAL","PP1B009","kal1b009","soeplong","1740","PPKAL|PP1B009",1
"soep-core","QPKAL","QP1B009","kal1b009","soeplong","1740","QPKAL|QP1B009",1
"soep-core","RPKAL","RP1B009","kal1b009","soeplong","1740","RPKAL|RP1B009",1
"soep-core","SPKAL","SP1B009","kal1b009","soeplong","1740","SPKAL|SP1B009",1
"soep-core","TPKAL","TP1B009","kal1b009","soeplong","1740","TPKAL|TP1B009",1
"soep-core","UPKAL","UP1B009","kal1b009","soeplong","1740","UPKAL|UP1B009",1
"soep-core","VPKAL","VP1B009","kal1b009","soeplong","1740","VPKAL|VP1B009",1
"soep-core","WPKAL","WP1B009","kal1b009","soeplong","1740","WPKAL|WP1B009",1
"soep-core","XPKAL","XP1B009","kal1b009","soeplong","1740","XPKAL|XP1B009",1
"soep-core","YPKAL","YP1B009","kal1b009","soeplong","1740","YPKAL|YP1B009",1
"soep-core","ZPKAL","ZP1B009","kal1b009","soeplong","1740","ZPKAL|ZP1B009",1
"soep-core","BAPKAL","BAP1B009","kal1b009","soeplong","1740","BAPKAL|BAP1B009",1
"soep-core","BBPKAL","BBP1B009","kal1b009","soeplong","1740","BBPKAL|BBP1B009",1
"soep-core","BCPKAL","BCP1B009","kal1b009","soeplong","1740","BCPKAL|BCP1B009",1
"soep-core","BDPKAL","BDP1B009","kal1b009","v30","1740","BDPKAL|BDP1B009",1
"soep-core","APKAL","AP1B010","kal1b010","soeplong","1741","APKAL|AP1B010",1
"soep-core","BPKAL","BP1B010","kal1b010","soeplong","1741","BPKAL|BP1B010",1
"soep-core","CPKAL","CP1B010","kal1b010","soeplong","1741","CPKAL|CP1B010",1
"soep-core","DPKAL","DP1B010","kal1b010","soeplong","1741","DPKAL|DP1B010",1
"soep-core","EPKAL","EP1B010","kal1b010","soeplong","1741","EPKAL|EP1B010",1
"soep-core","FPKAL","FP1B010","kal1b010","soeplong","1741","FPKAL|FP1B010",1
"soep-core","GPKAL","GP1B010","kal1b010","soeplong","1741","GPKAL|GP1B010",1
"soep-core","GPKALOST","GP1B010O","kal1b010","soeplong","1741","GPKALOST|GP1B010O",1
"soep-core","HPKAL","HP1B010","kal1b010","soeplong","1741","HPKAL|HP1B010",1
"soep-core","HPKALOST","HP1B010O","kal1b010","soeplong","1741","HPKALOST|HP1B010O",1
"soep-core","IPKAL","IP1B010","kal1b010","soeplong","1741","IPKAL|IP1B010",1
"soep-core","JPKAL","JP1B010","kal1b010","soeplong","1741","JPKAL|JP1B010",1
"soep-core","KPKAL","KP1B010","kal1b010","soeplong","1741","KPKAL|KP1B010",1
"soep-core","LPKAL","LP1B010","kal1b010","soeplong","1741","LPKAL|LP1B010",1
"soep-core","MPKAL","MP1B010","kal1b010","soeplong","1741","MPKAL|MP1B010",1
"soep-core","NPKAL","NP1B010","kal1b010","soeplong","1741","NPKAL|NP1B010",1
"soep-core","OPKAL","OP1B010","kal1b010","soeplong","1741","OPKAL|OP1B010",1
"soep-core","PPKAL","PP1B010","kal1b010","soeplong","1741","PPKAL|PP1B010",1
"soep-core","QPKAL","QP1B010","kal1b010","soeplong","1741","QPKAL|QP1B010",1
"soep-core","RPKAL","RP1B010","kal1b010","soeplong","1741","RPKAL|RP1B010",1
"soep-core","SPKAL","SP1B010","kal1b010","soeplong","1741","SPKAL|SP1B010",1
"soep-core","TPKAL","TP1B010","kal1b010","soeplong","1741","TPKAL|TP1B010",1
"soep-core","UPKAL","UP1B010","kal1b010","soeplong","1741","UPKAL|UP1B010",1
"soep-core","VPKAL","VP1B010","kal1b010","soeplong","1741","VPKAL|VP1B010",1
"soep-core","WPKAL","WP1B010","kal1b010","soeplong","1741","WPKAL|WP1B010",1
"soep-core","XPKAL","XP1B010","kal1b010","soeplong","1741","XPKAL|XP1B010",1
"soep-core","YPKAL","YP1B010","kal1b010","soeplong","1741","YPKAL|YP1B010",1
"soep-core","ZPKAL","ZP1B010","kal1b010","soeplong","1741","ZPKAL|ZP1B010",1
"soep-core","BAPKAL","BAP1B010","kal1b010","soeplong","1741","BAPKAL|BAP1B010",1
"soep-core","BBPKAL","BBP1B010","kal1b010","soeplong","1741","BBPKAL|BBP1B010",1
"soep-core","BCPKAL","BCP1B010","kal1b010","soeplong","1741","BCPKAL|BCP1B010",1
"soep-core","BDPKAL","BDP1B010","kal1b010","v30","1741","BDPKAL|BDP1B010",1
"soep-core","APKAL","AP1B011","kal1b011","soeplong","1742","APKAL|AP1B011",1
"soep-core","BPKAL","BP1B011","kal1b011","soeplong","1742","BPKAL|BP1B011",1
"soep-core","CPKAL","CP1B011","kal1b011","soeplong","1742","CPKAL|CP1B011",1
"soep-core","DPKAL","DP1B011","kal1b011","soeplong","1742","DPKAL|DP1B011",1
"soep-core","EPKAL","EP1B011","kal1b011","soeplong","1742","EPKAL|EP1B011",1
"soep-core","FPKAL","FP1B011","kal1b011","soeplong","1742","FPKAL|FP1B011",1
"soep-core","GPKAL","GP1B011","kal1b011","soeplong","1742","GPKAL|GP1B011",1
"soep-core","GPKALOST","GP1B011O","kal1b011","soeplong","1742","GPKALOST|GP1B011O",1
"soep-core","HPKAL","HP1B011","kal1b011","soeplong","1742","HPKAL|HP1B011",1
"soep-core","HPKALOST","HP1B011O","kal1b011","soeplong","1742","HPKALOST|HP1B011O",1
"soep-core","IPKAL","IP1B011","kal1b011","soeplong","1742","IPKAL|IP1B011",1
"soep-core","JPKAL","JP1B011","kal1b011","soeplong","1742","JPKAL|JP1B011",1
"soep-core","KPKAL","KP1B011","kal1b011","soeplong","1742","KPKAL|KP1B011",1
"soep-core","LPKAL","LP1B011","kal1b011","soeplong","1742","LPKAL|LP1B011",1
"soep-core","MPKAL","MP1B011","kal1b011","soeplong","1742","MPKAL|MP1B011",1
"soep-core","NPKAL","NP1B011","kal1b011","soeplong","1742","NPKAL|NP1B011",1
"soep-core","OPKAL","OP1B011","kal1b011","soeplong","1742","OPKAL|OP1B011",1
"soep-core","PPKAL","PP1B011","kal1b011","soeplong","1742","PPKAL|PP1B011",1
"soep-core","QPKAL","QP1B011","kal1b011","soeplong","1742","QPKAL|QP1B011",1
"soep-core","RPKAL","RP1B011","kal1b011","soeplong","1742","RPKAL|RP1B011",1
"soep-core","SPKAL","SP1B011","kal1b011","soeplong","1742","SPKAL|SP1B011",1
"soep-core","TPKAL","TP1B011","kal1b011","soeplong","1742","TPKAL|TP1B011",1
"soep-core","UPKAL","UP1B011","kal1b011","soeplong","1742","UPKAL|UP1B011",1
"soep-core","VPKAL","VP1B011","kal1b011","soeplong","1742","VPKAL|VP1B011",1
"soep-core","WPKAL","WP1B011","kal1b011","soeplong","1742","WPKAL|WP1B011",1
"soep-core","XPKAL","XP1B011","kal1b011","soeplong","1742","XPKAL|XP1B011",1
"soep-core","YPKAL","YP1B011","kal1b011","soeplong","1742","YPKAL|YP1B011",1
"soep-core","ZPKAL","ZP1B011","kal1b011","soeplong","1742","ZPKAL|ZP1B011",1
"soep-core","BAPKAL","BAP1B011","kal1b011","soeplong","1742","BAPKAL|BAP1B011",1
"soep-core","BBPKAL","BBP1B011","kal1b011","soeplong","1742","BBPKAL|BBP1B011",1
"soep-core","BCPKAL","BCP1B011","kal1b011","soeplong","1742","BCPKAL|BCP1B011",1
"soep-core","BDPKAL","BDP1B011","kal1b011","v30","1742","BDPKAL|BDP1B011",1
