study_name,dataset_name,variable_name,concept_name,description
soep-core,bdpkal,bdp1m010,kal1m010,
soep-core,bdpkal,bdp1m011,kal1m011,
soep-core,bdpkal,bdp1m012,kal1m012,
soep-core,bdpkal,bdp1n001,kal1n001,
soep-core,bdpkal,bdp1n002,kal1n002,
soep-core,bdpkal,bdp1n003,kal1n003,
soep-core,bdpkal,bdp1n004,kal1n004,
soep-core,bdpkal,bdp1n005,kal1n005,
soep-core,bdpkal,bdp1n006,kal1n006,
soep-core,bdpkal,bdp1n007,kal1n007,
soep-core,bdpkal,bdp1n008,kal1n008,
soep-core,bdpkal,bdp1n009,kal1n009,
soep-core,bdpkal,bdp1n010,kal1n010,
soep-core,bdpkal,bdp1n011,kal1n011,
soep-core,bdpkal,bdp1n012,kal1n012,
soep-core,bdpkal,bdp1k001,kal1k001,
soep-core,bdpkal,bdp1k002,kal1k002,
soep-core,bdpkal,bdp1k003,kal1k003,
soep-core,bdpkal,bdp1k004,kal1k004,
soep-core,bdpkal,bdp1k005,kal1k005,
soep-core,bdpkal,bdp1k006,kal1k006,
soep-core,bdpkal,bdp1k007,kal1k007,
soep-core,bdpkal,bdp1k008,kal1k008,
soep-core,bdpkal,bdp1k009,kal1k009,
soep-core,bdpkal,bdp1k010,kal1k010,
soep-core,bdpkal,bdp1k011,kal1k011,
soep-core,bdpkal,bdp1k012,kal1k012,
soep-core,bdpkal,bdp2a01,kal2a01,
soep-core,bdpkal,bdp2a02,kal2a02,
soep-core,bdpkal,bdp2a03,kal2a03,
soep-core,bdpkal,bdp2a04,kal2a04,
soep-core,bdpkal,bdp2b01,kal2b01,
soep-core,bdpkal,bdp2b02,kal2b02,
soep-core,bdpkal,bdp2b03,kal2b03,
soep-core,bdpkal,bdp2b04,kal2b04,
soep-core,bdpkal,bdp2c01,kal2c01,
soep-core,bdpkal,bdp2c02,kal2c02,
soep-core,bdpkal,bdp2c03,kal2c03,
soep-core,bdpkal,bdp2d01,kal2d01,
soep-core,bdpkal,bdp2d02,kal2d02,
soep-core,bdpkal,bdp2d03,kal2d03,
soep-core,bdpkal,bdp2e01,kal2e01,
soep-core,bdpkal,bdp2e02,kal2e02,
soep-core,bdpkal,bdp2e03,kal2e03,
soep-core,bdpkal,bdp2f01,kal2f01,
soep-core,bdpkal,bdp2f02,kal2f02,
soep-core,bdpkal,bdp2f03,kal2f03,
soep-core,bdpkal,bdp2h01,kal2h01,
soep-core,bdpkal,bdp2h02,kal2h02,
soep-core,bdpkal,bdp2h03,kal2h03,
soep-core,bdpkal,bdp2j01,kal2j01,
soep-core,bdpkal,bdp2j02,kal2j02,
soep-core,bdpkal,bdp2j03,kal2j03,
soep-core,bdpkal,bdp2k01,kal2k01,
soep-core,bdpkal,bdp2k02,kal2k02,
soep-core,bdpkal,bdp2k03,kal2k03,
soep-core,bdpkal,bdp2l01,kal2l01,
soep-core,bdpkal,bdp2l02,kal2l02,
soep-core,bdpkal,bdp2l03,kal2l03,
soep-core,bdpkal,bdp2m01,kal2m01,
soep-core,bdpkal,bdp2m02,kal2m02,
soep-core,bdpkal,bdp2m03,kal2m03,
soep-core,bdpkal,bdp2n01,kal2n01,
soep-core,bdpkal,bdp2r01,kal2r01,
soep-core,bdpkal,bdp2r02,kal2r02,
soep-core,bdpkal,bdp2s01,kal2s01,
soep-core,bdpkal,bdp2s02,kal2s02,
soep-core,bdpkal,bdp2s03,kal2s03,
soep-core,bdpkal,bdp2t01,kal2t01,
soep-core,bdpkal,bdp2t02,kal2t02,
soep-core,bdpkal,bdp2t03,kal2t03,
soep-core,bdpluecke,hhnr,_cid,
soep-core,bdpluecke,hhnrakt,_hid,
soep-core,bdpluecke,pid,_pid,
soep-core,bdpluecke,syear,_syear,
soep-core,bdpluecke,behhnr,,
soep-core,bdpluecke,cid,_cid,
soep-core,bdpluecke,hid,_hid,
soep-core,bdpluecke,persnr,_pid,
soep-core,bdpluecke,bdpnr,,
soep-core,bdpluecke,bdp0101,,
soep-core,bdpluecke,bdp0102,,
soep-core,bdpluecke,bdp0103,,
soep-core,bdpluecke,bdp0104,,
soep-core,bdpluecke,bdp0105,,
soep-core,bdpluecke,bdp0106,,
soep-core,bdpluecke,bdp0107,,
soep-core,bdpluecke,bdp0108,,
soep-core,bdpluecke,bdp0109,,
soep-core,bdpluecke,bdp0110,,
soep-core,bdpluecke,bdp0111,,
soep-core,bdpluecke,bdp0112,,
soep-core,bdpluecke,bdp0113,,
soep-core,bdpluecke,bdp0114,,
soep-core,bdpluecke,bdp02,,
soep-core,bdpluecke,bdp03,,
soep-core,bdpluecke,bdp04,,
soep-core,bdpluecke,bdp0501,,
soep-core,bdpluecke,bdp0502,,
soep-core,bdpluecke,bdp0601,,
soep-core,bdpluecke,bdp0602,,
soep-core,bdpluecke,bdp0603,,
soep-core,bdpluecke,bdp0604,,
soep-core,bdpluecke,bdp0605,,
soep-core,bdpluecke,bdp0606,,
soep-core,bdpluecke,bdp0607,,
soep-core,bdpluecke,bdp0608,,
soep-core,bdpluecke,bdp0701,,
soep-core,bdpluecke,bdp0702,,
soep-core,bdpluecke,bdp0703,,
soep-core,bdpluecke,bdp08,,
soep-core,bdpluecke,bdp09,,
soep-core,bdpluecke,bdp1001,,
soep-core,bdpluecke,bdp1002,,
soep-core,bdpluecke,bdp1006,,
soep-core,bdpluecke,bdp1007,,
soep-core,bdpluecke,bdp1101,,
soep-core,bdpluecke,bdp1102,,
soep-core,bdpluecke,bdp121401,,
soep-core,bdpluecke,bdp121402,,
soep-core,bdpluecke,bdp120101,,
soep-core,bdpluecke,bdp120102,,
soep-core,bdpluecke,bdp120201,,
soep-core,bdpluecke,bdp120202,,
soep-core,bdpluecke,bdp120301,,
soep-core,bdpluecke,bdp120302,,
soep-core,bdpluecke,bdp120401,,
soep-core,bdpluecke,bdp120402,,
soep-core,bdpluecke,bdp120501,,
soep-core,bdpluecke,bdp120502,,
soep-core,bdpluecke,bdp120601,,
soep-core,bdpluecke,bdp120602,,
soep-core,bdpluecke,bdp120701,,
soep-core,bdpluecke,bdp120702,,
soep-core,bdpluecke,bdp120801,,
soep-core,bdpluecke,bdp120802,,
soep-core,bdpluecke,bdp120901,,
soep-core,bdpluecke,bdp120902,,
soep-core,bdpluecke,bdp121001,,
soep-core,bdpluecke,bdp121002,,
soep-core,bdpluecke,bdp121101,,
soep-core,bdpluecke,bdp121102,,
soep-core,bdpluecke,bdp121201,,
soep-core,bdpluecke,bdp121202,,
soep-core,bdpluecke,bdp121301,,
soep-core,bdpluecke,bdp121302,,
soep-core,bdpluecke,bdp1215,,
soep-core,bdpluecke,bdpdatt,,
soep-core,bdpluecke,bdpdatm,,
soep-core,bdpluecke,bdpdatst,,
soep-core,bdpluecke,bdpdatmi,,
soep-core,bdpluecke,bdpa,,
soep-core,bdpluecke,bdpb01,,
soep-core,bdpluecke,bdpb02,,
soep-core,bdpluecke,pnrakt,,
soep-core,bdpluecke,intid,intid,
soep-core,bdpluecke,pnrv,,
soep-core,bdpluecke,bdp1005_isco88,,
soep-core,bdpluecke,bdp1005_kldb92,,
soep-core,bdpluecke,bdp1005_isco08,,
soep-core,bdpluecke,bdp1005_kldb2010,,
soep-core,bdvp,hhnrakt,_hid,
soep-core,bdvp,hhnr,_cid,
soep-core,bdvp,pid,_pid,
soep-core,bdvp,syear,_syear,
soep-core,bdvp,cid,_cid,
soep-core,bdvp,bdhhnr,_hid,
soep-core,bdvp,hid,_hid,
soep-core,bdvp,persnr,_pid,
soep-core,bdvp,vpersnr,pnrfest2,
soep-core,bdvp,vpnr,_vpnr,
soep-core,bdvp,welle,jahr,
soep-core,bdvp,sample1,sample1,
soep-core,bdvp,bdpnr,pnr,
soep-core,bdvp,bdvp0101,vsex,
soep-core,bdvp,bdvp0102,vgebj,
soep-core,bdvp,bdvp02,vfam,
soep-core,bdvp,bdvp03,valt,
soep-core,bdvp,bdvp04,vinhh,
soep-core,bdvp,bdvp05,vlid,
soep-core,bdvp,bdvp06,vleb01,
soep-core,bdvp,bdvp07,vleb03,
soep-core,bdvp,bdvp08,vkont,
soep-core,bdvp,bdvp09,vwo,
soep-core,bdvp,bdvp1001,vurs01,
soep-core,bdvp,bdvp1002,vurs02,
soep-core,bdvp,bdvp1003,vurs03,
soep-core,bdvp,bdvp1004,vurs04,
soep-core,bdvp,bdvp1005,vurs05,
soep-core,bdvp,bdvp1006,vurs06,
soep-core,bdvp,bdvp1007,vurs07,
soep-core,bdvp,bdvp1008,vurs08,
soep-core,bdvp,bdvp1009,vurs09,
soep-core,bdvp,bdvp1010,vurs11,
soep-core,bdvp,bdvp1101,vdok01,
soep-core,bdvp,bdvp1102,vdok02,
soep-core,bdvp,bdvp1103,vdok03,
soep-core,bdvp,bdvp1104,vdok04,
soep-core,bdvp,bdvp12,vleist,
soep-core,bdvp,bdvp13,vges01,
soep-core,bdvp,bdvp14,vpfleg,
soep-core,bdvp,bdvp1501,vhil1,
soep-core,bdvp,bdvp1502,vhil2,
soep-core,bdvp,bdvp1503,vhil3,
soep-core,bdvp,bdvp1504,vhil4,
soep-core,bdvp,bdvp1505,vhilka,
soep-core,bdvp,bdvp1601,vzule1,
soep-core,bdvp,bdvp1602,vzule2,
soep-core,bdvp,bdvform,vform,
soep-core,bdvp,bdvp17,vver,
soep-core,bdvp,bdvdatt,vdatt,
soep-core,bdvp,bdvdatm,vdatm,
soep-core,bdvp,bdvdatst,vdatst,
soep-core,bdvp,bdvdatmi,vdatmi,
soep-core,bdvp,intid,intid,
soep-core,bdvp,vpid,,
soep-core,beh,hhnr,_cid,
soep-core,beh,hhnrakt,_hid,
soep-core,beh,syear,_syear,
soep-core,beh,cid,_cid,
soep-core,beh,behhnr,_hid,
soep-core,beh,hid,_hid,
soep-core,beh,welle,jahr,
soep-core,beh,sample1,sample1,
soep-core,beh,beausku,pnr,
soep-core,beh,beh0201,hwm,
soep-core,beh,beh01,hvj,
soep-core,beh,beh0202,humz02,
soep-core,beh,beh03,hhtyp,
soep-core,beh,beh04,hheim,
soep-core,beh,beh05,hwohn08,
soep-core,beh,beh06,humb,
soep-core,beh,beh07,hqm,
soep-core,beh,beh08,hraum,
soep-core,beh,beh09,hgr,
soep-core,beh,beh10,hzus,
soep-core,beh,beh1101,hwohn24,
soep-core,beh,beh1102,hwohn14,
soep-core,beh,beh1103,hwohn21,
soep-core,beh,beh1104,hwohn15,
soep-core,beh,beh1105,hwohn16,
soep-core,beh,beh1106,hwohn17,
soep-core,beh,beh1107,hwohn18,
soep-core,beh,beh1108,hwohn19,
soep-core,beh,beh1109,hwohn20,
soep-core,beh,beh1110,hwohn22,
soep-core,beh,beh1111,hwohn23,
soep-core,beh,beh1201,hcf0055,
soep-core,beh,beh1202,1409,
soep-core,beh,beh1301,hcf0057,
soep-core,beh,beh1302,hcf0058,
soep-core,beh,beh1401,hwohn10,
soep-core,beh,beh1402,hwohn11,
soep-core,beh,beh1501,hbau1,
soep-core,beh,beh1502,hbau2,
soep-core,beh,beh1503,hbau3,
soep-core,beh,beh1504,hbau4,
soep-core,beh,beh1505,hbau9,
soep-core,beh,beh1506,hbau10,
soep-core,beh,beh1507,hbau5,
soep-core,beh,beh1508,hbau6,
soep-core,beh,beh16,hbau7,
soep-core,beh,beh17,hbau8,
soep-core,beh,beh18,hbau11,
soep-core,beh,beh19,hew1,
soep-core,beh,beh2001,hew2,
soep-core,beh,beh2002,hew3,
soep-core,beh,beh2003,hew4,
soep-core,beh,beh21,hm01,
soep-core,beh,beh22,hm02,
soep-core,beh,beh23,hm03,
soep-core,beh,beh2401,hm04,
soep-core,beh,beh2402,hm05,
soep-core,beh,beh2501,hm07,
soep-core,beh,beh2502,hm08,
soep-core,beh,beh2601,hm14,
soep-core,beh,beh2602,hm15,
soep-core,beh,beh2701,hlf0520,
soep-core,beh,beh2702,hlf0521,
soep-core,beh,beh2802,hm11,
soep-core,beh,beh2801,hm10,
soep-core,beh,beh29,hm12,
soep-core,beh,beh30,hm13,
soep-core,beh,beh31,he01,
soep-core,beh,beh32,he02,
soep-core,beh,beh33,he03,
soep-core,beh,beh34,he04,
soep-core,beh,beh35,he16,
soep-core,beh,beh36,he05,
soep-core,beh,beh3701,he06,
soep-core,beh,beh3702,he07,
soep-core,beh,beh38,he08,
soep-core,beh,beh3901,he09,
soep-core,beh,beh3902,he10,
soep-core,beh,beh4001,he13,
soep-core,beh,beh4002,he14,
soep-core,beh,beh41,hverm1,
soep-core,beh,beh42,hverm2,
soep-core,beh,beh4301,hverm3,
soep-core,beh,beh4302,hverm4,
soep-core,beh,beh4401,hverm5,
soep-core,beh,beh4402,hverm6,
soep-core,beh,beh45,hkred1,
soep-core,beh,beh46,hkred2,
soep-core,beh,beh47,hkred3,
soep-core,beh,beh4801,hwa1,
soep-core,beh,beh4802,hwa2,
soep-core,beh,beh4803,hwa3,
soep-core,beh,beh4804,hwa4,
soep-core,beh,beh4805,hwa5,
soep-core,beh,beh4806,hwa6,
soep-core,beh,beh4807,hwa7,
soep-core,beh,beh4808,hwa8,
soep-core,beh,beh4809,hwa9,
soep-core,beh,beh4810,hwaka,
soep-core,beh,beh4901,hzins1,
soep-core,beh,beh4902,hzins2,
soep-core,beh,beh5001,hlos1,
soep-core,beh,beh5002,hlos2,
soep-core,beh,beh5003,hlos3,
soep-core,beh,beh5004,hlos4,
soep-core,beh,beh5005,hloska,
soep-core,beh,beh51,hlos5,
soep-core,beh,beh5201,hlkg1,
soep-core,beh,beh5202,hlkg2,
soep-core,beh,beh5203,hlkg3,
soep-core,beh,beh5204,hlkz1,
soep-core,beh,beh5205,hlkz2,
soep-core,beh,beh5206,hlkz3,
soep-core,beh,beh5207,hlc0121,
soep-core,beh,beh5208,hlc0122,
soep-core,beh,beh5209,hlc0123,
soep-core,beh,beh5210,hlag1,
soep-core,beh,beh5211,hlag2,
soep-core,beh,beh5212,hlag3,
soep-core,beh,beh5213,hlpg1,
soep-core,beh,beh5214,hlpg2,
soep-core,beh,beh5215,hlpg3,
soep-core,beh,beh5216,hlsh1,
soep-core,beh,beh5217,hlsh2,
soep-core,beh,beh5218,hlsh3,
soep-core,beh,beh5219,hlgs1,
soep-core,beh,beh5220,hlgs2,
soep-core,beh,beh5221,hlgs3,
soep-core,beh,beh5222,hlwg1,
soep-core,beh,beh5223,hlwg2,
soep-core,beh,beh5224,hlwg3,
soep-core,beh,beh5301,hdkg1,
soep-core,beh,beh5302,hdkg2,
soep-core,beh,beh5303,hdkg1,
soep-core,beh,beh5304,hdkz1,
soep-core,beh,beh5305,hdkz2,
soep-core,beh,beh5306,hlc0124,
soep-core,beh,beh5307,hlc0125,
soep-core,beh,beh5308,hdag1,
soep-core,beh,beh5309,hdag2,
soep-core,beh,beh5310,hdno,
soep-core,beh,beh5311,hdpg2,
soep-core,beh,beh5312,hdsh1,
soep-core,beh,beh5313,hdsh2,
soep-core,beh,beh5314,hdgs1,
soep-core,beh,beh5315,hdgs2,
soep-core,beh,beh5316,hdwg1,
soep-core,beh,beh5317,hdwg2,
soep-core,beh,beh5401,hnetto,
soep-core,beh,beh5402,znetto,
soep-core,beh,beh5501,hspar1,
soep-core,beh,beh5502,hspar2,
soep-core,beh,beh56,hzahl,
soep-core,beh,beh57,hcity,
soep-core,beh,beh5801,hfuss01,
soep-core,beh,beh5802,hfuss02,
soep-core,beh,beh5803,hfuss03,
soep-core,beh,beh5804,hfuss04,
soep-core,beh,beh5805,hfuss05,
soep-core,beh,beh5806,hfuss06,
soep-core,beh,beh5807,hfuss07,
soep-core,beh,beh5808,hfuss08,
soep-core,beh,beh5809,hfuss09,
soep-core,beh,beh5810,hfuss10,
soep-core,beh,beh5811,hfuss11,
soep-core,beh,beh5812,hfuss12,
soep-core,beh,beh5901,humw1,
soep-core,beh,beh5902,humw2,
soep-core,beh,beh5903,humw3,
soep-core,beh,beh60,hkrim,
soep-core,beh,beh61,hleut,
soep-core,beh,beh62,hausl,
soep-core,beh,beh63,hkont,
soep-core,beh,beh6401,hnach1,
soep-core,beh,beh65,hpfleg,
soep-core,beh,beh6402,hnach2,
soep-core,beh,beh6601,hpnr,
soep-core,beh,beh6602,hhil1,
soep-core,beh,beh6603,hhil2,
soep-core,beh,beh6604,hhil3,
soep-core,beh,beh6605,hhil4,
soep-core,beh,beh6606,hhilka,
soep-core,beh,beh6701,hpl,
soep-core,beh,beh6702,hpstuf,
soep-core,beh,beh6801,hhvon1,
soep-core,beh,beh6802,hhnr,
soep-core,beh,beh6803,hhvon7,
soep-core,beh,beh6804,hhvon3,
soep-core,beh,beh6805,hhvon9,
soep-core,beh,beh6806,hhvon6,
soep-core,beh,beh6807,hhvon8,
soep-core,beh,beh6808,hhvonka,
soep-core,beh,beh6809,hhbez,
soep-core,beh,beh6901,hpfleg2,
soep-core,beh,beh6902,hpfleg3,
soep-core,beh,beh7001,hpfleg4,
soep-core,beh,beh7002,hpfleg5,
soep-core,beh,beh7101,hputz,
soep-core,beh,beh7102,hputz2,
soep-core,beh,beh72,hkind,
soep-core,beh,behtagin,hdatt,
soep-core,beh,behmonin,hdatm,
soep-core,beh,behdatst,hdatst,
soep-core,beh,behdatmi,hdatmi,
soep-core,beh,behivform,hform,
soep-core,beh,behhdaer1,hdauer1,
soep-core,beh,behhdaer2,hdauer2,
soep-core,beh,behpmax,hpmax,
soep-core,beh,intid,intid,
soep-core,beh,beh_beh4501,hlc0126,
soep-core,beh,beh_beh4502,hlc0127,
soep-core,beh,beh_beh4601,hlc0128,
soep-core,beh,beh_beh4602,hlc0129,
soep-core,beh,beh_beh4801,hlc0130,
soep-core,beh,beh_beh4802,hlc0131,
soep-core,beh,beh_beh4803,hlc0132,
soep-core,beh,beh_beh4804,hlc0133,
soep-core,beh,beh_beh4805,hlc0134,
soep-core,beh,beh_beh4806,hlc0135,
soep-core,beh,beh_beh4807,hlc0136,
soep-core,beh,beh_beh4808,hlc0137,
soep-core,beh,beh_beh4809,hlc0138,
soep-core,beh,beh_beh4810,hlc0139,
soep-core,beh,beh_beh4811,hlc0140,
soep-core,beh,beh_beh4812,hlc0141,
soep-core,beh,beh_beh4813,hlc0142,
soep-core,beh,beh_beh4815,hlc0144,
soep-core,beh,beh_beh4814,hlc0143,
soep-core,beh,beh_beh4816,hlc0145,
soep-core,beh,beh_beh4817,hlc0146,
soep-core,beh,beh_beh4818,hlc0147,
soep-core,beh,beh_beh4819,hlc0148,
soep-core,beh,beh_beh4820,hlc0149,
soep-core,beh,beh_beh4901,hlc0150,
soep-core,beh,beh_beh4902,hlc0151,
soep-core,beh,beh_beh4903,hlc0152,
soep-core,beh,beh_beh4904,hlc0153,
soep-core,beh,beh_buh1,item_7497,
soep-core,beh,beh_buh2,item_7498,
soep-core,beh,beh_buh3,item_7499,
soep-core,beh,beh_buh4,item_7500,
soep-core,beh,beh_buh5,item_7501,
soep-core,beh,beh_buh6,item_7502,
soep-core,beh,beh_buh7,item_7503,
soep-core,beh,beh_buh8,item_7504,
soep-core,beh,beh_buh9,item_7505,
soep-core,beh,beh_email,hlk0073,
soep-core,beh,beh_ze02,hlc0159,
soep-core,beh,beh_ze03,hlc0160,
soep-core,beh,beh_zverm2,hlc0166,
soep-core,beh,beh_zverm3,hlc0167,
soep-core,beh,beh_zverm4,hlc0168,
soep-core,beh,beh_zverm6,hlc0169,
soep-core,beh,beh_zlkg1,hlc0163,
soep-core,beh,beh_zlbg1,hlc0161,
soep-core,beh,beh_zlpg1,hlc0164,
soep-core,beh,beh_zlsh1,hlc0165,
soep-core,beh,beh_zlgs1,hlc0162,
soep-core,beh,beh_zdkg1,hlc0156,
soep-core,beh,beh_zdbg1,hlc0154,
soep-core,beh,beh_zdpg1,hlc0157,
soep-core,beh,beh_zdsh1,hlc0158,
soep-core,beh,beh_zdgs1,hlc0155,
soep-core,beh,instrument,,
soep-core,behbrutto,hhnr,_cid,
soep-core,behbrutto,syear,_syear,
soep-core,behbrutto,hhnrakt,_hid,
soep-core,behbrutto,cid,_cid,
soep-core,behbrutto,behhnr,_hid,
soep-core,behbrutto,hid,_hid,
soep-core,behbrutto,sample1,sample1,
soep-core,behbrutto,besampreg,sampreg,
soep-core,behbrutto,behtyp,,
soep-core,behbrutto,behand,,
soep-core,behbrutto,behpmax,hpmax,
soep-core,behbrutto,bedatumtg,,
soep-core,behbrutto,bedatummo,,
soep-core,behbrutto,bebula,,
soep-core,behbrutto,behader,,
soep-core,behbrutto,behadq,,
soep-core,behbrutto,beintza,intza,
soep-core,behbrutto,beintk,,
soep-core,behbrutto,betelk1,,
soep-core,behbrutto,betelk2,,
soep-core,behbrutto,beschk,,
soep-core,behbrutto,behform1,,
soep-core,behbrutto,beherg1,,
soep-core,behbrutto,behforms,,
soep-core,behbrutto,behergs,149,
soep-core,behbrutto,behstu,,
soep-core,behbrutto,besplit,,
soep-core,behbrutto,behhgr,,
soep-core,behbrutto,bewum1,wum1,
soep-core,behbrutto,bewum2,wum2,
soep-core,behbrutto,bewum3,wum3,
soep-core,behbrutto,bewein,2241,
soep-core,behbrutto,behtel,,
soep-core,behbrutto,beemail,,
soep-core,behbrutto,beinckontr,inckontr,
soep-core,behbrutto,becatierg,,
soep-core,behbrutto,bevodere,vodere,
soep-core,behbrutto,becawierg,,
soep-core,behbrutto,becapierg,,
soep-core,behbrutto,bedatumy,,
soep-core,behbrutto,beregtyp,regtyp,
soep-core,behbrutto,besocurban,,
soep-core,behbrutto,intid_01,inteins,
soep-core,behbrutto,intid,intid,
soep-core,behgen,hhnr,_cid,
soep-core,behgen,hid,_hid,
soep-core,behgen,syear,_syear,
soep-core,behgen,cid,_cid,
soep-core,behgen,behhnr,_hid,
soep-core,behgen,hhnrakt,_hid,
soep-core,behgen,owner14,_hgen_hgowner,
soep-core,behgen,moveyr14,_hgen_hgmoveyr,
soep-core,behgen,cnstyrmin14,hgcnstyrmin,
soep-core,behgen,cnstyrmax14,hgcnstyrmax,
soep-core,behgen,condit14,_hgen_hgcondit,
soep-core,behgen,acquis14,_hgen_hgacquis,
soep-core,behgen,reval14,_hgen_hgreval,
soep-core,behgen,seval14,_hgen_hgseval,
soep-core,behgen,eqpkit14,_hgen_hgeqpkit,
soep-core,behgen,eqpshw14,_hgen_hgeqpshw,
soep-core,behgen,eqpiwc14,_hgen_hgeqpiwc,
soep-core,behgen,eqphea14,_hgen_hgeqphea,
soep-core,behgen,eqpter14,_hgen_hgeqpter,
soep-core,behgen,eqpbas14,_hgen_hgeqpbas,
soep-core,behgen,eqpgar14,_hgen_hgeqpgar,
soep-core,behgen,eqpwat14,_hgen_hgeqpwat,
soep-core,behgen,eqptel14,_hgen_hgeqptel,
soep-core,behgen,eqpalm14,_hgen_hgeqpalm,
soep-core,behgen,eqpsol14,_hgen_hgeqpsol,
soep-core,behgen,eqpair14,_hgen_hgeqpair,
soep-core,behgen,eqplif14,_hgen_hgeqplif,
soep-core,behgen,eqpnrj14,_hgen_hgeqpnrj,
soep-core,behgen,size14,_hgen_hgsize,
soep-core,behgen,room14,_hgen_hgroom,
soep-core,behgen,rent14,_hgen_hgrent,
soep-core,behgen,heat14,_hgen_hgheat,
soep-core,behgen,util14,_hgen_hgutil,
soep-core,behgen,electr14,_hgen_hgelectr,
soep-core,behgen,gas14,hggas,
soep-core,behgen,norent14,_hgen_hgnorent,
soep-core,behgen,rentinfo14,hgrentinfo,
soep-core,behgen,heatinfo14,hgheatinfo,
soep-core,behgen,utilinfo14,hgutilinfo,
soep-core,behgen,electrinfo14,hgelectrinfo,
soep-core,behgen,gasinfo14,hggasinfo,
soep-core,behgen,fsize14,_hgen_hgfsize,
soep-core,behgen,froom14,_hgen_hgfroom,
soep-core,behgen,frent14,_hgen_hgfrent,
soep-core,behgen,f2rent14,hgf2rent,
soep-core,behgen,fheat14,_hgen_hgfheat,
soep-core,behgen,futil14,_hgen_hgfutil,
soep-core,behgen,felectr14,_hgen_hgfelectr,
soep-core,behgen,subsid14,_hgen_hgsubsid,
soep-core,behgen,osubs14,_hgen_hgosubs,
soep-core,behgen,rsubs14,_hgen_hgrsubs,
soep-core,behgen,reduc14,_hgen_hgreduc,
soep-core,behgen,typ1hh14,_hgen_hgtyp1hh,
soep-core,behgen,typ2hh14,_hgen_hgtyp2hh,
soep-core,behgen,hinc14,_hgen_hghinc,
soep-core,behgen,i1hinc14,_hgen_hgi1hinc,
soep-core,behgen,i2hinc14,_hgen_hgi2hinc,
soep-core,behgen,i3hinc14,_hgen_hgi3hinc,
soep-core,behgen,i4hinc14,_hgen_hgi4hinc,
soep-core,behgen,i5hinc14,_hgen_hgi5hinc,
soep-core,behgen,fhinc14,_hgen_hgfhinc,
soep-core,behgen,nuts114,_hgen_hgnuts1,
soep-core,behgen,hmonth14,_hgen_hghmonth,
soep-core,behgen,eqpfhea14,hgeqpfhea,
soep-core,behgen,hmode14,_hgen_hghmode,
soep-core,behgen,eqpinsul14,hgeqpinsul,
soep-core,behgen,eqpmglass14,hgeqpmglass,
soep-core,behgen,eqpnobar14,hgeqpnobar,
soep-core,behgen,eqppark14,hgeqppark,
soep-core,bejugend,cid,_cid,
soep-core,bejugend,hhnrakt,_hid,
soep-core,bejugend,persnr,_pid,
soep-core,bejugend,syear,_syear,
soep-core,bejugend,hhnr,_cid,
soep-core,bejugend,behhnr,_hid,
soep-core,bejugend,hid,_hid,
soep-core,bejugend,pid,_pid,
soep-core,bejugend,sample1,sample1,
soep-core,bejugend,bepnr,pnr,
soep-core,bejugend,bej01,jl0005,
soep-core,bejugend,bej02,jl0006,
soep-core,bejugend,bej03,jl0009,
soep-core,bejugend,bej04,jl0013,
soep-core,bejugend,bej05,jl0014,
soep-core,bejugend,bej06,jl0017,
soep-core,bejugend,bej07,jl0018,
soep-core,bejugend,bej08,jl0019,
soep-core,bejugend,bej09,jl0020,
soep-core,bejugend,bej1001,jl0021,
soep-core,bejugend,bej1002,jl0022,
soep-core,bejugend,bej1101,jl0023,
soep-core,bejugend,bej1102,jl0024,
soep-core,bejugend,bej1103,jl0025,
soep-core,bejugend,bej1201,jl0026,
soep-core,bejugend,bej1202,jl0027,
soep-core,bejugend,bej1203,jl0028,
soep-core,bejugend,bej1204,jl0029,
soep-core,bejugend,bej1205,jl0030,
soep-core,bejugend,bej1206,jl0031,
soep-core,bejugend,bej1207,jl0032,
soep-core,bejugend,bej1208,jl0033,
soep-core,bejugend,bej1209,jl0034,
soep-core,bejugend,bej1301,jl0035,
soep-core,bejugend,bej1302,jl0036,
soep-core,bejugend,bej1303,jl0037,
soep-core,bejugend,bej1304,jl0038,
soep-core,bejugend,bej1305,jl0039,
soep-core,bejugend,bej1401,jl0040,
soep-core,bejugend,bej1402,jl0041,
soep-core,bejugend,bej1403,jl0043,
soep-core,bejugend,bej1404,jl1043,
soep-core,bejugend,bej1405,jl0044,
soep-core,bejugend,bej1406,jl0045,
soep-core,bejugend,bej1407,jl0046,
soep-core,bejugend,bej1408,jl0047,
soep-core,bejugend,bej1409,jl0048,
soep-core,bejugend,bej1410,jl0049,
soep-core,bejugend,bej1411,jl0050,
soep-core,bejugend,bej1412,jl0051,
soep-core,bejugend,bej1413,jl0052,
soep-core,bejugend,bej1414,jl0053,
soep-core,bejugend,bej1415,jl0054,
soep-core,bejugend,bej1417,jl0056,
soep-core,bejugend,bej1416,jl0055,
soep-core,bejugend,bej1418,jl0057,
soep-core,bejugend,bej1501,jl0058,
soep-core,bejugend,bej1502,jl0059,
soep-core,bejugend,bej1503,jl1400,
soep-core,bejugend,bej1504,jl0060,
soep-core,bejugend,bej1505,jl0061,
soep-core,bejugend,bej1506,jl0062,
soep-core,bejugend,bej1507,jl0063,
soep-core,bejugend,bej1508,jl0064,
soep-core,bejugend,bej1509,jl0065,
soep-core,bejugend,bej1510,jl0066,
soep-core,bejugend,bej1511,jl0067,
