study_name,dataset_name,variable_name,concept_name,description
soep-core,ahgen,eqpalm84,_hgen_hgeqpalm,
soep-core,ahgen,eqpsol84,_hgen_hgeqpsol,
soep-core,ahgen,eqpair84,_hgen_hgeqpair,
soep-core,ahgen,eqplif84,_hgen_hgeqplif,
soep-core,ahgen,eqpnrj84,_hgen_hgeqpnrj,
soep-core,ahgen,size84,_hgen_hgsize,
soep-core,ahgen,room84,_hgen_hgroom,
soep-core,ahgen,rent84,_hgen_hgrent,
soep-core,ahgen,heat84,_hgen_hgheat,
soep-core,ahgen,util84,_hgen_hgutil,
soep-core,ahgen,electr84,_hgen_hgelectr,
soep-core,ahgen,gas84,hggas,
soep-core,ahgen,norent84,_hgen_hgnorent,
soep-core,ahgen,rentinfo84,hgrentinfo,
soep-core,ahgen,heatinfo84,hgheatinfo,
soep-core,ahgen,utilinfo84,hgutilinfo,
soep-core,ahgen,electrinfo84,hgelectrinfo,
soep-core,ahgen,gasinfo84,hggasinfo,
soep-core,ahgen,fsize84,_hgen_hgfsize,
soep-core,ahgen,froom84,_hgen_hgfroom,
soep-core,ahgen,frent84,_hgen_hgfrent,
soep-core,ahgen,f2rent84,hgf2rent,
soep-core,ahgen,fheat84,_hgen_hgfheat,
soep-core,ahgen,futil84,_hgen_hgfutil,
soep-core,ahgen,felectr84,_hgen_hgfelectr,
soep-core,ahgen,subsid84,_hgen_hgsubsid,
soep-core,ahgen,osubs84,_hgen_hgosubs,
soep-core,ahgen,rsubs84,_hgen_hgrsubs,
soep-core,ahgen,reduc84,_hgen_hgreduc,
soep-core,ahgen,typ1hh84,_hgen_hgtyp1hh,
soep-core,ahgen,typ2hh84,_hgen_hgtyp2hh,
soep-core,ahgen,hinc84,_hgen_hghinc,
soep-core,ahgen,i1hinc84,_hgen_hgi1hinc,
soep-core,ahgen,i2hinc84,_hgen_hgi2hinc,
soep-core,ahgen,i3hinc84,_hgen_hgi3hinc,
soep-core,ahgen,i4hinc84,_hgen_hgi4hinc,
soep-core,ahgen,i5hinc84,_hgen_hgi5hinc,
soep-core,ahgen,fhinc84,_hgen_hgfhinc,
soep-core,ahgen,nuts184,_hgen_hgnuts1,
soep-core,ahgen,hmonth84,_hgen_hghmonth,
soep-core,ahgen,eqpfhea84,hgeqpfhea,
soep-core,ahgen,hmode84,_hgen_hghmode,
soep-core,ahgen,eqpinsul84,hgeqpinsul,
soep-core,ahgen,eqpmglass84,hgeqpmglass,
soep-core,ahgen,eqpnobar84,hgeqpnobar,
soep-core,ahgen,eqppark84,hgeqppark,
soep-core,akind,hhnr,_cid,
soep-core,akind,hid,_hid,
soep-core,akind,persnr,_pid,
soep-core,akind,welle,jahr,
soep-core,akind,ahhnr,_hid,
soep-core,akind,cid,_cid,
soep-core,akind,hhnrakt,_hid,
soep-core,akind,pid,_pid,
soep-core,akind,sampel,item_2138,
soep-core,akind,syear,_syear,
soep-core,akind,akgeburt,item_2106,
soep-core,akind,aksex,item_2107,
soep-core,akind,akstell,_kstell,
soep-core,akind,akinhh,_kinhh,
soep-core,akind,ahhgr,hhgr,
soep-core,akind,ak0701,hknr,
soep-core,akind,akzahl,_kzahl,
soep-core,akind,ak0704,hein3,
soep-core,akind,ak0703,hein1,
soep-core,akind,ak0705,item_2132,
soep-core,akind,ak0706,hein4,
soep-core,akind,ak07a,_2139_kind_ona,
soep-core,akind,akhv,_ptr_to_khv,
soep-core,akind,akhvp,_ptr_to_khv_prtn,
soep-core,akind,akmutti,_ptr_to_mutti,
soep-core,akind,akmup,_ptr_to_mutti_prtnr,
soep-core,ap,hhnr,_cid,
soep-core,ap,hhnrakt,_hid,
soep-core,ap,persnr,_pid,
soep-core,ap,syear,_syear,
soep-core,ap,cid,_cid,
soep-core,ap,ahhnr,_hid,
soep-core,ap,hid,_hid,
soep-core,ap,pid,_pid,
soep-core,ap,welle,jahr,
soep-core,ap,abefrper,pnr,
soep-core,ap,sample1,sample1,
soep-core,ap,apinta,pform,
soep-core,ap,apinda1,pdauer1,
soep-core,ap,apinda2,pdauer2,
soep-core,ap,ap24_isco88,_pgen_pgis88,
soep-core,ap,ap24_kldb92,_pgen_pgklas,
soep-core,ap,ap26_nace,_1293_p_jcl,
soep-core,ap,ap0101,pwerk1,
soep-core,ap,ap0102,pwerk6,
soep-core,ap,ap0103,pwerk3,
soep-core,ap,ap0104,pwerk7,
soep-core,ap,ap0105,_1464_p_tim,
soep-core,ap,ap0106,pwerk8,
soep-core,ap,ap0107,pso1,
soep-core,ap,ap0108,pso6,
soep-core,ap,ap0109,pso3,
soep-core,ap,ap0110,pso7,
soep-core,ap,ap0111,_1468_p_ltm,
soep-core,ap,ap0112,_1468_p_ltm,
soep-core,ap,ap0201,pfrei17,
soep-core,ap,ap0202,pfrei14,
soep-core,ap,ap0203,pfz5,
soep-core,ap,ap0204,pfrei06,
soep-core,ap,ap0205,pfz6,
soep-core,ap,ap0206,pfrei05,
soep-core,ap,ap0301,pzuf01,
soep-core,ap,ap0302,pzuf04,
soep-core,ap,ap0303,pzuf07,
soep-core,ap,ap0304,pzuf02,
soep-core,ap,ap0305,pzuf03,
soep-core,ap,ap0306,pzuf08,
soep-core,ap,ap04,paus1,
soep-core,ap,ap0501,paus2,
soep-core,ap,ap0502,paus3,
soep-core,ap,ap0503,paus4,
soep-core,ap,ap0504,paus4,
soep-core,ap,ap0505,paus4,
soep-core,ap,ap0506,paus4,
soep-core,ap,ap0507,paus4,
soep-core,ap,ap0508,paus5,
soep-core,ap,ap0509,paus5,
soep-core,ap,ap0510,paus5,
soep-core,ap,ap0511,paus5,
soep-core,ap,ap0512,paus5,
soep-core,ap,ap0513,paus5,
soep-core,ap,ap0706,pabs12,
soep-core,ap,ap0515,paus5,
soep-core,ap,ap06,pabs02,
soep-core,ap,ap0701,pabs07,
soep-core,ap,ap0703,pabs09,
soep-core,ap,ap0702,pabs08,
soep-core,ap,ap0704,pabs10,
soep-core,ap,ap0705,pabs11,
soep-core,ap,ap0514,paus5,
soep-core,ap,ap0707,pabs13,
soep-core,ap,ap0708,pabs14,
soep-core,ap,ap0709,pabs15,
soep-core,ap,ap0710,_1215_p_vod,
soep-core,ap,ap08,palo,
soep-core,ap,ap09,_1044_p_lme,
soep-core,ap,ap1001,_1415_p_ocr,
soep-core,ap,ap1002,_1416_p_ocr,
soep-core,ap,ap1003,_1417_p_ocr,
soep-core,ap,ap1004,_1418_p_ocr,
soep-core,ap,ap1005,_1419_p_ocr,
soep-core,ap,ap1006,_1420_p_ocr,
soep-core,ap,ap1007,_1421_p_ocr,
soep-core,ap,ap1008,_1423_p_ocr,
soep-core,ap,ap1009,_1668_p_ocr,
soep-core,ap,ap1010,_1669_p_ocr,
soep-core,ap,ap1011,_1670_p_ocr,
soep-core,ap,ap1012,_1430_p_ocr,
soep-core,ap,ap1013,_1671_p_ocr,
soep-core,ap,ap1014,_1672_p_ocr,
soep-core,ap,ap1015,_1431_p_ocr,
soep-core,ap,ap1016,_1673_p_ocr,
soep-core,ap,ap11,_1045_p_jcl,
soep-core,ap,ap1201,plb0277,
soep-core,ap,ap1202,_1043_p_oct,
soep-core,ap,ap1401,_1046_p_jcl,
soep-core,ap,ap15,_1674_p_jcl,
soep-core,ap,ap1601,_1047_p_jcl,
soep-core,ap,ap1602,_1048_p_jcl,
soep-core,ap,ap1603,_1049_p_jcl,
soep-core,ap,ap1604,_1050_p_jcl,
soep-core,ap,ap1605,_1051_p_jcl,
soep-core,ap,ap1701,_1675_p_jcl,
soep-core,ap,ap1702,_1676_p_jcl,
soep-core,ap,ap1703,_1677_p_jcl,
soep-core,ap,ap1704,_1678_p_jcl,
soep-core,ap,ap1705,_1679_p_jcl,
soep-core,ap,ap1706,_1680_p_jcl,
soep-core,ap,ap18,pnerw02,
soep-core,ap,ap19,pnerw03,
soep-core,ap,ap20,pnerw04,
soep-core,ap,ap21,pnerw09,
soep-core,ap,ap2201,_1681_p_fte,
soep-core,ap,ap2202,_1682_p_fte,
soep-core,ap,ap2301,pseitj,
soep-core,ap,ap2302,pseitm,
soep-core,ap,ap25,pberja,
soep-core,ap,ap2601,poed,
soep-core,ap,ap27,pgesunt,
soep-core,ap,ap2801,parb,
soep-core,ap,ap2802,_243_p_ocs,
soep-core,ap,ap2803,pazubi,
soep-core,ap,ap2804,pang,
soep-core,ap,ap2805,pamt,
soep-core,ap,ap2901,pberaus,
soep-core,ap,ap2902,peinar1,
soep-core,ap,ap2903,peinar2,
soep-core,ap,ap2904,peinar3,
soep-core,ap,ap2905,pberaus,
soep-core,ap,ap2906,pberaus,
soep-core,ap,ap3001,paz08,
soep-core,ap,ap3002,paz09,
soep-core,ap,ap31,paz10,
soep-core,ap,ap32,pustd4,
soep-core,ap,ap3301,pbrut,
soep-core,ap,ap3302,pnett,
soep-core,ap,ap3401,_1683_p_lme,
soep-core,ap,ap3402,_1684_p_lme,
soep-core,ap,ap3403,_1685_p_lme,
soep-core,ap,ap3501,_1686_p_joc,
soep-core,ap,ap3502,_1687_p_joc,
soep-core,ap,ap36a,,
soep-core,ap,ap36b,,
soep-core,ap,ap36c,,
soep-core,ap,ap36d,,
soep-core,ap,ap36e,,
soep-core,ap,ap36g,,
soep-core,ap,ap36h,,
soep-core,ap,ap36i,,
soep-core,ap,ap36j,,
soep-core,ap,ap37a,,
soep-core,ap,ap37b,,
soep-core,ap,ap37c,,
soep-core,ap,ap37d,,
soep-core,ap,ap37e,,
soep-core,ap,ap37f,,
soep-core,ap,ap37g,,
soep-core,ap,ap37h,,
soep-core,ap,ap37j,,
soep-core,ap,ap37k,,
soep-core,ap,ap37m,,
soep-core,ap,ap3901,pzus01,
soep-core,ap,ap3902,pzus011,
soep-core,ap,ap3903,pzus02,
soep-core,ap,ap3904,pzus021,
soep-core,ap,ap3905,pzus03,
soep-core,ap,ap3906,pzus031,
soep-core,ap,ap3907,pzus04,
soep-core,ap,ap3908,pzus041,
soep-core,ap,ap3909,pzus06,
soep-core,ap,ap3910,pzus061,
soep-core,ap,ap3911,pzus07,
soep-core,ap,ap4001,pzus08,
soep-core,ap,ap4002,pzus081,
soep-core,ap,ap4003,pzus09,
soep-core,ap,ap4004,pzus091,
soep-core,ap,ap4005,pzus10,
soep-core,ap,ap4101,par1,
soep-core,ap,ap4102,par1,
soep-core,ap,ap4103,pwr1,
soep-core,ap,ap4104,par10,
soep-core,ap,ap4105,pwr10,
soep-core,ap,ap4106,_439_p_pfd,
soep-core,ap,ap4107,par2,
soep-core,ap,ap4108,pwr2,
soep-core,ap,ap4109,pwr2,
soep-core,ap,ap4110,par3,
soep-core,ap,ap4111,pwr3,
soep-core,ap,ap4112,pwr3,
soep-core,ap,ap4113,par11,
soep-core,ap,ap4114,pwr11,
soep-core,ap,ap4115,_445_p_pfd,
soep-core,ap,ap4116,par4,
soep-core,ap,ap4117,pwr4,
soep-core,ap,ap4118,pwr4,
soep-core,ap,ap4119,par5,
soep-core,ap,ap4120,pwr5,
soep-core,ap,ap4121,pwr5,
soep-core,ap,ap4122,par6,
soep-core,ap,ap4123,pwr6,
soep-core,ap,ap4124,pwr6,
soep-core,ap,ap4125,par8,
soep-core,ap,ap4126,pwr8,
soep-core,ap,ap4127,pwr8,
soep-core,ap,ap4201,pkv03,
soep-core,ap,ap4202,pkv03,
soep-core,ap,ap4203,pkv03,
soep-core,ap,ap4204,pkv03,
soep-core,ap,ap4205,pkv01,
soep-core,ap,ap4301,_462_p_tin,
soep-core,ap,ap4302,pkv02,
soep-core,ap,ap4303,pkv02,
soep-core,ap,ap4304,pkv02,
soep-core,ap,ap4305,pkv01,
soep-core,ap,ap4306,pkv02,
soep-core,ap,ap4307,ppkv02,
soep-core,ap,ap4308,ppkv04,
soep-core,ap,ap4401,_911_p_pcn,
soep-core,ap,ap4402,_1688_p_pcn,
soep-core,ap,ap4403,_1689_p_pcn,
soep-core,ap,ap4404,_912_p_pcn,
soep-core,ap,ap4405,_913_p_pcn,
soep-core,ap,ap45,_1196_p_tax,
soep-core,ap,ap46a01,_1202_p_tax,
soep-core,ap,ap46a02,_1203_p_tax,
soep-core,ap,ap46b01,_1690_p_tax,
soep-core,ap,ap46b02,_1691_p_tax,
soep-core,ap,ap46b03,_1692_p_tax,
soep-core,ap,ap46b04,_1693_p_tax,
soep-core,ap,ap46b05,_1694_p_tax,
soep-core,ap,ap4701,punt11,
soep-core,ap,ap4702,punt12,
soep-core,ap,ap4703,punt21,
soep-core,ap,ap4704,punt22,
soep-core,ap,ap4705,punt31,
soep-core,ap,ap4706,punt32,
soep-core,ap,ap4707,punt41,
soep-core,ap,ap4708,punt42,
soep-core,ap,ap4709,punt51,
soep-core,ap,ap4710,punt52,
soep-core,ap,ap4711,puntno,
soep-core,ap,ap47a01,pld0120,
soep-core,ap,ap47a02,pcd0013,
soep-core,ap,ap47a03,pcd0014,
soep-core,ap,ap47a04,pcd0015,
soep-core,ap,ap47a05,pcd0016,
soep-core,ap,ap47b01,pld0125,
soep-core,ap,ap47b02,pld0126,
soep-core,ap,ap47b03,pcd0017,
soep-core,ap,ap48,pges02a,
soep-core,ap,ap49,pkr17,
soep-core,ap,ap5001,pdr2,
soep-core,ap,ap5002,_1009_p_dov,
soep-core,ap,ap5003,_1010_p_dov,
soep-core,ap,ap5004,_1011_p_dov,
soep-core,ap,ap5005,_1012_p_dov,
soep-core,ap,ap5006,_1013_p_dov,
soep-core,ap,ap5008,_1015_p_dov,
soep-core,ap,ap5007,_1014_p_dov,
soep-core,ap,ap5009,_1016_p_dov,
soep-core,ap,ap5011,_1018_p_dov,
soep-core,ap,ap5010,_1017_p_dov,
soep-core,ap,ap5012,_1019_p_dov,
soep-core,ap,ap5013,_1695_p_dov,
soep-core,ap,ap5101,pkr1,
soep-core,ap,ap5102,pkr3,
soep-core,ap,ap5103,pkr2,
soep-core,ap,ap5201,pbeh1,
soep-core,ap,ap5202,pbeh2,
soep-core,ap,ap53,_1568_p_gov,
soep-core,ap,ap5401,psor01,
soep-core,ap,ap5402,psor02,
soep-core,ap,ap5403,psor04,
soep-core,ap,ap5404,psor05,
soep-core,ap,ap5405,psor10,
soep-core,ap,ap5406,psornr,
soep-core,ap,ap5501,ppoz1,
soep-core,ap,ap5502,ppoz2,
soep-core,ap,ap5503,ppoz3,
soep-core,ap,ap5504,ppoz4,
soep-core,ap,ap5601,ppol2,
soep-core,ap,ap5602,ppol3,
soep-core,ap,ap5603,ppol4,
soep-core,ap,ap57,psex,
soep-core,ap,ap58,pfamst,
soep-core,ap,ap59,pp1,
soep-core,ap,ap6001,h2wohn1,
soep-core,ap,ap6002,_1226_p_seh,
soep-core,ap,ap6003,_1227_p_seh,
soep-core,ap,ap61,_1228_p_ona,
soep-core,ap,ap62z,gebjahr,
soep-core,ap,ap6801,pzule1,
soep-core,ap,ap6802,_1556_p_sat,
soep-core,ap,ap6803,pzule3,
soep-core,ap,ap14_nace,,
soep-core,ap,ap13_kldb92,,
soep-core,ap,ap13_isco88,,
soep-core,apausl,cid,_cid,
soep-core,apausl,hid,_hid,
soep-core,apausl,pid,_pid,
soep-core,apausl,welle,jahr,
soep-core,apausl,hhnr,_cid,
soep-core,apausl,ahhnr,_hid,
soep-core,apausl,hhnrakt,_hid,
soep-core,apausl,persnr,_pid,
soep-core,apausl,syear,_syear,
soep-core,apausl,ap06a01,plj0028,
soep-core,apausl,sample1,sample1,
soep-core,apausl,ap06a02,plg0032,
soep-core,apausl,ap06b01,plg0034,
soep-core,apausl,ap06b02,plg0035,
soep-core,apausl,ap07a01,plg0049,
soep-core,apausl,ap07a02,pcg0011,
soep-core,apausl,ap07a03,plg0051,
soep-core,apausl,ap07a04,plg0052,
soep-core,apausl,ap07a05,plg0053,
soep-core,apausl,ap07a06,plg0054,
soep-core,apausl,ap07a07,plg0055,
soep-core,apausl,ap07a08,plg0056,
soep-core,apausl,ap07a09,plg0057,
soep-core,apausl,ap07a10,plg0058,
soep-core,apausl,ap07a11,plg0059,
soep-core,apausl,ap07b01,plg0060,
soep-core,apausl,ap07b02,plg0061,
soep-core,apausl,ap07b03,plg0062,
soep-core,apausl,ap07b04,plg0063,
soep-core,apausl,ap07b05,plg0064,
soep-core,apausl,ap07b06,plg0065,
soep-core,apausl,ap58a01,pld0129,
soep-core,apausl,ap58a02,plj0093,
soep-core,apausl,ap58a03,pld0130,
soep-core,apausl,ap61a,pnatnr,
soep-core,apausl,ap62a,plf0011,
soep-core,apausl,ap63a,immiyear,
soep-core,apausl,ap64a,pna14,
soep-core,apausl,ap65a01,pna05,
soep-core,apausl,ap65a02,pna06,
soep-core,apausl,ap65a03,pna07,
soep-core,apausl,ap65a04,pna08,
soep-core,apausl,ap66a01,_833_p_trr,
soep-core,apausl,ap66a02,_563_p_trr,
soep-core,apausl,ap66a03,pla0003,
soep-core,apausl,ap66a04,pla0004,
soep-core,apausl,ap66a05,pla0005,
soep-core,apausl,ap66a06,pla0006,
soep-core,apausl,ap66a07,pla0007,
soep-core,apausl,ap67a01,plj0084,
soep-core,apausl,ap67a02,pnat13,
soep-core,apbrutto,hhnrakt,_hid,
soep-core,apbrutto,cid,_cid,
soep-core,apbrutto,pid,_pid,
soep-core,apbrutto,syear,_syear,
soep-core,apbrutto,hhnr,_cid,
soep-core,apbrutto,ahhnr,_hid,
soep-core,apbrutto,hid,_hid,
soep-core,apbrutto,persnr,_pid,
soep-core,apbrutto,welle,jahr,
soep-core,apbrutto,sample1,sample1,
soep-core,apbrutto,ageburt,geburt,
soep-core,apbrutto,asex,sex,
soep-core,apbrutto,astell,stell,
soep-core,apbrutto,atagin,pdatt,
soep-core,apbrutto,amonin,pdatm,
soep-core,apbrutto,intid,intid,
soep-core,apequiv,cid,_cid,
soep-core,apequiv,hid,_hid,
soep-core,apequiv,persnr,_pid,
soep-core,apequiv,syear,_syear,
soep-core,apequiv,hhnr,_cid,
soep-core,apequiv,ahhnr,_hid,
soep-core,apequiv,hhnrakt,_hid,
soep-core,apequiv,pid,_pid,
soep-core,apequiv,x11101ll,_pequiv_x11101ll,
soep-core,apequiv,d11102ll,_pequiv_d11102ll,
soep-core,apequiv,x11104ll,_pequiv_x11104ll,
soep-core,apequiv,x1110284,_pequiv_x11102,
soep-core,apequiv,x1110384,_pequiv_x11103,
soep-core,apequiv,x1110584,_pequiv_x11105,
soep-core,apequiv,d1110184,_pequiv_d11101,
soep-core,apequiv,d1110384,_pequiv_d11103,
soep-core,apequiv,d1110484,_pequiv_d11104,
soep-core,apequiv,d1110584,_pequiv_d11105,
soep-core,apequiv,d1110684,_pequiv_d11106,
soep-core,apequiv,d1110784,_pequiv_d11107,
soep-core,apequiv,d1110884,_pequiv_d11108,
soep-core,apequiv,d1110984,_pequiv_d11109,
soep-core,apequiv,e1110184,_pequiv_e11101,
soep-core,apequiv,e1110284,_pequiv_e11102,
soep-core,apequiv,e1110384,_pequiv_e11103,
soep-core,apequiv,e1110484,_pequiv_e11104,
