origin_study_name,origin_dataset_name,origin_variable_name,target_study_name,target_dataset_name,target_variable_name
soep-core,ah,ah1706,soep-core,hl,hlf0031
soep-core,ah,ah1707,soep-core,hl,hlf0032
soep-core,ah,ah18,soep-core,hl,hlf0001_v1
soep-core,ah,ah18,soep-core,hl,hlf0001_h
soep-core,ah,ah1901,soep-core,hl,hlf0074_v1
soep-core,ah,ah1901,soep-core,hl,hlf0074_h
soep-core,ah,ah1902,soep-core,hl,hlf0075_v1
soep-core,ah,ah20,soep-core,hl,hlf0083
soep-core,ah,ah21,soep-core,hl,hlf0048
soep-core,ah,ah22,soep-core,hl,hlf0047
soep-core,ah,ah23,soep-core,hl,hlf0011_v1
soep-core,ah,ah23,soep-core,hl,hlf0011_h
soep-core,ah,ah24,soep-core,hl,hlf0007_v1
soep-core,ah,ah24,soep-core,hl,hlf0007_h
soep-core,ah,ah25,soep-core,hl,hlf0086
soep-core,ah,ah2601,soep-core,hl,hlf0088_v1
soep-core,ah,ah2601,soep-core,hl,hlf0088_h
soep-core,ah,ah2602,soep-core,hl,hlf0091_v1
soep-core,ah,ah2602,soep-core,hl,hlf0091_h
soep-core,ah,ah27,soep-core,hl,hlf0094
soep-core,ah,ah28,soep-core,hl,hlc0080_v1
soep-core,ah,ah28,soep-core,hl,hlc0080_h
soep-core,ah,ah29,soep-core,hl,hlc0081
soep-core,ah,ah30,soep-core,hl,hlc0082_v1
soep-core,ah,ah30,soep-core,hl,hlc0082_h
soep-core,ah,ah31,soep-core,hl,hlc0040
soep-core,ah,ah31,soep-core,hl,hlc0039_h
soep-core,ah,ah32,soep-core,hl,hlc0048_v1
soep-core,ah,ah32,soep-core,hl,hlc0048_h
soep-core,ah,ah33,soep-core,hl,hlc0055_v1
soep-core,ah,ah33,soep-core,hl,hlc0055_h
soep-core,ah,ah34,soep-core,hl,hlc0057
soep-core,ah,ah35,soep-core,hl,hlc0059_v1
soep-core,ah,ah35,soep-core,hl,hlc0059_h
soep-core,ah,ah3601,soep-core,hl,hlc0058
soep-core,ah,ah3602,soep-core,hl,hlc0056_v1
soep-core,ah,ah3602,soep-core,hl,hlc0056_h
soep-core,ah,ah37,soep-core,hl,hlc0060_v1
soep-core,ah,ah37,soep-core,hl,hlc0060_h
soep-core,ah,ah38,soep-core,hl,hlc0066_v1
soep-core,ah,ah38,soep-core,hl,hlc0066_h
soep-core,ah,ah39,soep-core,hl,hlc0099
soep-core,ah,ah40,soep-core,hl,hlc0007
soep-core,ah,ah41,soep-core,hl,hlc0008_v1
soep-core,ah,ah41,soep-core,hl,hlc0008_h
soep-core,ah,ah4201,soep-core,hl,hlc0111_v1
soep-core,ah,ah4201,soep-core,hl,hlc0111_h
soep-core,ah,ah4202,soep-core,hl,hlc0109_v1
soep-core,ah,ah4202,soep-core,hl,hlc0109_h
soep-core,ah,ah4203,soep-core,hl,hlc0110_v1
soep-core,ah,ah4203,soep-core,hl,hlc0110_h
soep-core,ah,ah4301,soep-core,hl,hlc0098
soep-core,ah,ah4302,soep-core,hl,hlc0105
soep-core,ah,ah4303,soep-core,hl,hlc0106
soep-core,ah,ah4304,soep-core,hl,hlc0107
soep-core,ah,ah4305,soep-core,hl,hlc0104
soep-core,ah,ah4306,soep-core,hl,hlc0093
soep-core,ah,ah44,soep-core,hl,hlc0011
soep-core,ah,ah45,soep-core,hl,hlc0013_v1
soep-core,ah,ah46,soep-core,hl,hlc0005_v1
soep-core,ah,ah46,soep-core,hl,hlc0005_h
soep-core,ah,ahdaer1,soep-core,hl,hlk0057
soep-core,ah,ahmonin,soep-core,hl,hlk0060
soep-core,ah,ahtagin,soep-core,hl,hlk0059
soep-core,ah,hhnr,soep-core,hl,cid
soep-core,ah,hhnrakt,soep-core,hl,hid
soep-core,ah,syear,soep-core,hl,syear
soep-core,ahbrutto,abula,soep-core,hbrutto,bula
soep-core,ahbrutto,ahhgr,soep-core,hbrutto,hhgr
soep-core,ahbrutto,aregtyp,soep-core,hbrutto,regtyp
soep-core,ahbrutto,awum1,soep-core,hbrutto,wum1
soep-core,ahbrutto,awum2,soep-core,hbrutto,wum2
soep-core,ahbrutto,awum3,soep-core,hbrutto,wum3
soep-core,ahbrutto,hhnr,soep-core,hbrutto,cid
soep-core,ahbrutto,hhnrakt,soep-core,hbrutto,hid
soep-core,ahbrutto,sample1,soep-core,hbrutto,sample1
soep-core,ahbrutto,syear,soep-core,hbrutto,syear
soep-core,akind,ahhgr,soep-core,kidlong,k_size
soep-core,akind,ak0701,soep-core,kidlong,k_nrinhh
soep-core,akind,ak0703,soep-core,kidlong,ks_pre_v1
soep-core,akind,ak0704,soep-core,kidlong,ks_gen_v1
soep-core,akind,ak0704,soep-core,kidlong,ks_gen_h
soep-core,akind,ak0705,soep-core,kidlong,ks_vocat
soep-core,akind,ak0706,soep-core,kidlong,ks_none_v1
soep-core,akind,ak0706,soep-core,kidlong,ks_none_h
soep-core,akind,ak07a,soep-core,kidlong,k_nat
soep-core,akind,akgeburt,soep-core,kidlong,k_birthy_v1
soep-core,akind,akgeburt,soep-core,kidlong,k_birthy_h
soep-core,akind,akhv,soep-core,kidlong,k_phead
soep-core,akind,akhvp,soep-core,kidlong,k_pheadp
soep-core,akind,akinhh,soep-core,kidlong,k_inhh
soep-core,akind,akmup,soep-core,kidlong,k_pmump
soep-core,akind,akmutti,soep-core,kidlong,k_pmum
soep-core,akind,aksex,soep-core,kidlong,k_sex
soep-core,akind,akstell,soep-core,kidlong,k_rel_v1
soep-core,akind,akstell,soep-core,kidlong,k_rel_h
soep-core,akind,akzahl,soep-core,kidlong,k_nrkid
soep-core,akind,hhnr,soep-core,kidlong,cid
soep-core,akind,hhnrakt,soep-core,kidlong,hid
soep-core,akind,persnr,soep-core,kidlong,pid
soep-core,akind,syear,soep-core,kidlong,syear
soep-core,ap,abefrper,soep-core,pl,pnr
soep-core,ap,ap0101,soep-core,pl,pli0038_v1
soep-core,ap,ap0101,soep-core,pl,pli0038_h
soep-core,ap,ap0102,soep-core,pl,pli0047_v1
soep-core,ap,ap0103,soep-core,pl,pli0043_v1
soep-core,ap,ap0103,soep-core,pl,pli0043_h
soep-core,ap,ap0104,soep-core,pl,pli0049_v1
soep-core,ap,ap0104,soep-core,pl,pli0049_h
soep-core,ap,ap0105,soep-core,pl,pli0001_v1
soep-core,ap,ap0106,soep-core,pl,pli0051
soep-core,ap,ap0107,soep-core,pl,pli0007_v1
soep-core,ap,ap0107,soep-core,pl,pli0007_h
soep-core,ap,ap0108,soep-core,pl,pli0028_v1
soep-core,ap,ap0108,soep-core,pl,pli0028_h
soep-core,ap,ap0109,soep-core,pl,pli0016_v1
soep-core,ap,ap0109,soep-core,pl,pli0016_h
soep-core,ap,ap0110,soep-core,pl,pli0034_v1
soep-core,ap,ap0111,soep-core,pl,pli0002_v1
soep-core,ap,ap0112,soep-core,pl,pli0010
soep-core,ap,ap0201,soep-core,pl,pli0090_v1
soep-core,ap,ap0201,soep-core,pl,pli0090_h
soep-core,ap,ap0202,soep-core,pl,pli0092_v1
soep-core,ap,ap0202,soep-core,pl,pli0092_h
soep-core,ap,ap0203,soep-core,pl,pli0094_v1
soep-core,ap,ap0203,soep-core,pl,pli0094_h
soep-core,ap,ap0204,soep-core,pl,pli0096_v1
soep-core,ap,ap0204,soep-core,pl,pli0096_h
soep-core,ap,ap0205,soep-core,pl,pli0095_v1
soep-core,ap,ap0205,soep-core,pl,pli0095_h
soep-core,ap,ap0206,soep-core,pl,pli0097_v1
soep-core,ap,ap0206,soep-core,pl,pli0097_h
soep-core,ap,ap0301,soep-core,pl,plh0171
soep-core,ap,ap0302,soep-core,pl,plh0175
soep-core,ap,ap0303,soep-core,pl,plh0177
soep-core,ap,ap0304,soep-core,pl,plh0173
soep-core,ap,ap0305,soep-core,pl,plh0174
soep-core,ap,ap0306,soep-core,pl,plh0178
soep-core,ap,ap04,soep-core,pl,plg0012
soep-core,ap,ap0501,soep-core,pl,plg0013_v1
soep-core,ap,ap0502,soep-core,pl,plg0014_v1
soep-core,ap,ap0503,soep-core,pl,plg0292_v1
soep-core,ap,ap0503,soep-core,pl,plg0292_h
soep-core,ap,ap0504,soep-core,pl,plg0292_v2
soep-core,ap,ap0504,soep-core,pl,plg0292_h
soep-core,ap,ap0505,soep-core,pl,plg0292_v3
soep-core,ap,ap0505,soep-core,pl,plg0292_h
soep-core,ap,ap0506,soep-core,pl,plg0292_v4
soep-core,ap,ap0506,soep-core,pl,plg0292_h
soep-core,ap,ap0507,soep-core,pl,plg0292_v5
soep-core,ap,ap0507,soep-core,pl,plg0292_h
soep-core,ap,ap0508,soep-core,pl,plg0293_v1
soep-core,ap,ap0508,soep-core,pl,plg0293_h
soep-core,ap,ap0509,soep-core,pl,plg0293_v2
soep-core,ap,ap0509,soep-core,pl,plg0293_h
soep-core,ap,ap0510,soep-core,pl,plg0293_v3
soep-core,ap,ap0510,soep-core,pl,plg0293_h
soep-core,ap,ap0511,soep-core,pl,plg0293_v4
soep-core,ap,ap0511,soep-core,pl,plg0293_h
soep-core,ap,ap0512,soep-core,pl,plg0293_v5
soep-core,ap,ap0512,soep-core,pl,plg0293_h
soep-core,ap,ap0513,soep-core,pl,plg0293_v6
soep-core,ap,ap0513,soep-core,pl,plg0293_h
soep-core,ap,ap0514,soep-core,pl,plg0293_v7
soep-core,ap,ap0514,soep-core,pl,plg0293_h
soep-core,ap,ap0515,soep-core,pl,plg0293_v8
soep-core,ap,ap0515,soep-core,pl,plg0293_h
soep-core,ap,ap06,soep-core,pl,plg0037
soep-core,ap,ap0701,soep-core,pl,plg0066
soep-core,ap,ap0702,soep-core,pl,plg0067
soep-core,ap,ap0703,soep-core,pl,plg0068
soep-core,ap,ap0704,soep-core,pl,plg0038
soep-core,ap,ap0705,soep-core,pl,plg0039
soep-core,ap,ap0706,soep-core,pl,plg0040
soep-core,ap,ap0707,soep-core,pl,plg0069
soep-core,ap,ap0708,soep-core,pl,plg0070
soep-core,ap,ap0709,soep-core,pl,plg0071
soep-core,ap,ap0710,soep-core,pl,plg0043
soep-core,ap,ap08,soep-core,pl,plb0022_v1
soep-core,ap,ap08,soep-core,pl,plb0022_h
soep-core,ap,ap09,soep-core,pl,plb0014_v1
soep-core,ap,ap09,soep-core,pl,plb0014_h
soep-core,ap,ap1001,soep-core,pl,plb0313
soep-core,ap,ap1002,soep-core,pl,plb0314
soep-core,ap,ap1003,soep-core,pl,plb0315
soep-core,ap,ap1004,soep-core,pl,plb0316
soep-core,ap,ap1005,soep-core,pl,plb0317
soep-core,ap,ap1006,soep-core,pl,plb0318
soep-core,ap,ap1007,soep-core,pl,plb0319
soep-core,ap,ap1008,soep-core,pl,plb0321
soep-core,ap,ap1009,soep-core,pl,plb0306
soep-core,ap,ap1010,soep-core,pl,plb0307
soep-core,ap,ap1011,soep-core,pl,plb0308
soep-core,ap,ap1012,soep-core,pl,plb0328
soep-core,ap,ap1013,soep-core,pl,plb0309
soep-core,ap,ap1014,soep-core,pl,plb0310
soep-core,ap,ap1015,soep-core,pl,plb0329
soep-core,ap,ap1016,soep-core,pl,plb0311
soep-core,ap,ap11,soep-core,pl,plb0375
soep-core,ap,ap1201,soep-core,pl,plb0277
soep-core,ap,ap1202,soep-core,pl,plb0278
soep-core,ap,ap13_isco88,soep-core,pl,p_isco88_lastjob
soep-core,ap,ap13_kldb92,soep-core,pl,p_kldb_lastjob
soep-core,ap,ap1401,soep-core,pl,plb0376
soep-core,ap,ap14_nace,soep-core,pl,p_nace_lastjob
soep-core,ap,ap15,soep-core,pl,plb0368
soep-core,ap,ap1601,soep-core,pl,plb0377
soep-core,ap,ap1602,soep-core,pl,plb0378_v1
soep-core,ap,ap1603,soep-core,pl,plb0379
soep-core,ap,ap1604,soep-core,pl,plb0380_v1
soep-core,ap,ap1604,soep-core,pl,plb0380_h
soep-core,ap,ap1605,soep-core,pl,plb0381
soep-core,ap,ap1701,soep-core,pl,plb0369
soep-core,ap,ap1702,soep-core,pl,plb0370
soep-core,ap,ap1703,soep-core,pl,plb0371
soep-core,ap,ap1704,soep-core,pl,plb0372
soep-core,ap,ap1705,soep-core,pl,plb0373
soep-core,ap,ap1706,soep-core,pl,plb0374
soep-core,ap,ap18,soep-core,pl,plb0417_v1
soep-core,ap,ap19,soep-core,pl,plb0418
soep-core,ap,ap20,soep-core,pl,plb0240
soep-core,ap,ap21,soep-core,pl,plb0423
soep-core,ap,ap2201,soep-core,pl,plf0001
soep-core,ap,ap2202,soep-core,pl,plf0002
soep-core,ap,ap2301,soep-core,pl,plb0036_v1
soep-core,ap,ap2301,soep-core,pl,plb0036_h
soep-core,ap,ap2302,soep-core,pl,plb0035
soep-core,ap,ap24_isco88,soep-core,pl,p_isco88
soep-core,ap,ap24_kldb92,soep-core,pl,p_kldb92
soep-core,ap,ap25,soep-core,pl,plb0072
soep-core,ap,ap2601,soep-core,pl,plb0040
soep-core,ap,ap26_nace,soep-core,pl,p_nace
soep-core,ap,ap27,soep-core,pl,plb0049_v1
soep-core,ap,ap2801,soep-core,pl,plb0058
soep-core,ap,ap2802,soep-core,pl,plb0057_v1
soep-core,ap,ap2802,soep-core,pl,plb0057_h
soep-core,ap,ap2803,soep-core,pl,plb0063_v1
soep-core,ap,ap2804,soep-core,pl,plb0064_v1
soep-core,ap,ap2805,soep-core,pl,plb0065
soep-core,ap,ap2901,soep-core,pl,plb0073_v1
soep-core,ap,ap2901,soep-core,pl,plb0073_h
soep-core,ap,ap2902,soep-core,pl,plb0074_v1
soep-core,ap,ap2903,soep-core,pl,plb0074_v2
soep-core,ap,ap2904,soep-core,pl,plb0074_v3
soep-core,ap,ap2905,soep-core,pl,plb0073_v2
soep-core,ap,ap2905,soep-core,pl,plb0073_h
soep-core,ap,ap2906,soep-core,pl,plb0073_v3
soep-core,ap,ap2906,soep-core,pl,plb0073_h
soep-core,ap,ap3001,soep-core,pl,plb0176_v1
soep-core,ap,ap3001,soep-core,pl,plb0176_h
soep-core,ap,ap3002,soep-core,pl,plb0185_v1
soep-core,ap,ap31,soep-core,pl,plb0186_v1
soep-core,ap,ap31,soep-core,pl,plb0186_h
soep-core,ap,ap32,soep-core,pl,plb0195_v1
soep-core,ap,ap32,soep-core,pl,plb0195_h
soep-core,ap,ap3301,soep-core,pl,plc0013_v1
soep-core,ap,ap3301,soep-core,pl,plc0013_h
soep-core,ap,ap3302,soep-core,pl,plc0014_v1
soep-core,ap,ap3302,soep-core,pl,plc0014_h
soep-core,ap,ap3401,soep-core,pl,plb0011
soep-core,ap,ap3402,soep-core,pl,plb0012
soep-core,ap,ap3403,soep-core,pl,plb0013
soep-core,ap,ap3501,soep-core,pl,plb0007
soep-core,ap,ap3502,soep-core,pl,plb0008
soep-core,ap,ap36a,soep-core,pl,pab0001_v1
soep-core,ap,ap36b,soep-core,pl,pab0001_v2
soep-core,ap,ap36c,soep-core,pl,pab0015
soep-core,ap,ap36d,soep-core,pl,pab0004
soep-core,ap,ap36e,soep-core,pl,pab0005
soep-core,ap,ap36g,soep-core,pl,pab0013
soep-core,ap,ap36h,soep-core,pl,pab0007
soep-core,ap,ap36i,soep-core,pl,pab0008
soep-core,ap,ap36j,soep-core,pl,pab0012
soep-core,ap,ap37a,soep-core,pl,pab0028
soep-core,ap,ap37b,soep-core,pl,pab0029
soep-core,ap,ap37c,soep-core,pl,pab0030
soep-core,ap,ap37d,soep-core,pl,pab0031
soep-core,ap,ap37e,soep-core,pl,pab0032
soep-core,ap,ap37f,soep-core,pl,pab0033
soep-core,ap,ap37g,soep-core,pl,pab0034
soep-core,ap,ap37h,soep-core,pl,pab0035
soep-core,ap,ap37j,soep-core,pl,pab0036
soep-core,ap,ap37k,soep-core,pl,pab0037
soep-core,ap,ap37m,soep-core,pl,pab0038
soep-core,ap,ap3901,soep-core,pl,plc0042
soep-core,ap,ap3902,soep-core,pl,plc0043_v1
soep-core,ap,ap3902,soep-core,pl,plc0043_h
soep-core,ap,ap3903,soep-core,pl,plc0044
soep-core,ap,ap3904,soep-core,pl,plc0045_v1
soep-core,ap,ap3904,soep-core,pl,plc0045_h
soep-core,ap,ap3905,soep-core,pl,plc0046
soep-core,ap,ap3906,soep-core,pl,plc0047_v1
soep-core,ap,ap3906,soep-core,pl,plc0047_h
soep-core,ap,ap3907,soep-core,pl,plc0048
soep-core,ap,ap3908,soep-core,pl,plc0049_v1
soep-core,ap,ap3908,soep-core,pl,plc0049_h
soep-core,ap,ap3909,soep-core,pl,plc0052
soep-core,ap,ap3910,soep-core,pl,plc0053_v1
soep-core,ap,ap3910,soep-core,pl,plc0053_h
soep-core,ap,ap3911,soep-core,pl,plc0054
soep-core,ap,ap4001,soep-core,pl,plc0057_v1
soep-core,ap,ap4001,soep-core,pl,plc0057_h
soep-core,ap,ap4002,soep-core,pl,plc0058_v1
soep-core,ap,ap4003,soep-core,pl,plc0023
soep-core,ap,ap4004,soep-core,pl,plc0024_v1
soep-core,ap,ap4005,soep-core,pl,plc0025
soep-core,ap,ap4101,soep-core,pl,plc0525
soep-core,ap,ap4102,soep-core,pl,plc0277
soep-core,ap,ap4103,soep-core,pl,plc0294
soep-core,ap,ap4104,soep-core,pl,plc0293
soep-core,ap,ap4105,soep-core,pl,plc0269
soep-core,ap,ap4106,soep-core,pl,plc0291
soep-core,ap,ap4107,soep-core,pl,plc0237
soep-core,ap,ap4108,soep-core,pl,plc0280
soep-core,ap,ap4109,soep-core,pl,plc0295
soep-core,ap,ap4110,soep-core,pl,plc0246
soep-core,ap,ap4111,soep-core,pl,plc0248
soep-core,ap,ap4112,soep-core,pl,plc0299
soep-core,ap,ap4113,soep-core,pl,plc0225
soep-core,ap,ap4114,soep-core,pl,plc0271
soep-core,ap,ap4115,soep-core,pl,plc0292
soep-core,ap,ap4116,soep-core,pl,plc0244
soep-core,ap,ap4117,soep-core,pl,plc0287
soep-core,ap,ap4118,soep-core,pl,plc0298
soep-core,ap,ap4119,soep-core,pl,plc0239
soep-core,ap,ap4120,soep-core,pl,plc0282
soep-core,ap,ap4121,soep-core,pl,plc0296
soep-core,ap,ap4122,soep-core,pl,plc0241
soep-core,ap,ap4123,soep-core,pl,plc0284
soep-core,ap,ap4124,soep-core,pl,plc0297
soep-core,ap,ap4125,soep-core,pl,plc0250
soep-core,ap,ap4126,soep-core,pl,plc0289
soep-core,ap,ap4127,soep-core,pl,plc0300
soep-core,ap,ap4201,soep-core,pl,ple0099_v1
soep-core,ap,ap4201,soep-core,pl,ple0099_h
soep-core,ap,ap4202,soep-core,pl,ple0099_v2
soep-core,ap,ap4202,soep-core,pl,ple0099_h
soep-core,ap,ap4203,soep-core,pl,ple0099_v4
soep-core,ap,ap4203,soep-core,pl,ple0099_h
soep-core,ap,ap4204,soep-core,pl,ple0099_v3
soep-core,ap,ap4204,soep-core,pl,ple0099_h
soep-core,ap,ap4205,soep-core,pl,ple0188
soep-core,ap,ap4301,soep-core,pl,ple0104_v1
soep-core,ap,ap4302,soep-core,pl,ple0104_v3
soep-core,ap,ap4303,soep-core,pl,ple0104_v2
soep-core,ap,ap4304,soep-core,pl,ple0104_v4
soep-core,ap,ap4305,soep-core,pl,ple0098_v1
soep-core,ap,ap4306,soep-core,pl,ple0104_v5
soep-core,ap,ap4307,soep-core,pl,ple0136_v1
soep-core,ap,ap4307,soep-core,pl,ple0136_h
soep-core,ap,ap4308,soep-core,pl,ple0138_v1
soep-core,ap,ap4308,soep-core,pl,ple0138_h
soep-core,ap,ap4401,soep-core,pl,plc0303_v1
soep-core,ap,ap4401,soep-core,pl,plc0303_h
soep-core,ap,ap4402,soep-core,pl,plc0301
soep-core,ap,ap4403,soep-core,pl,plc0302
soep-core,ap,ap4404,soep-core,pl,plc0304
soep-core,ap,ap4405,soep-core,pl,plc0305_v1
soep-core,ap,ap4405,soep-core,pl,plc0305_h
soep-core,ap,ap45,soep-core,pl,plc0084
soep-core,ap,ap46a01,soep-core,pl,plc0089
soep-core,ap,ap46a02,soep-core,pl,plc0090_v1
soep-core,ap,ap46a02,soep-core,pl,plc0090_h
soep-core,ap,ap46b01,soep-core,pl,plc0076
soep-core,ap,ap46b02,soep-core,pl,plc0077
soep-core,ap,ap46b03,soep-core,pl,plc0078
soep-core,ap,ap46b04,soep-core,pl,plc0079
soep-core,ap,ap46b05,soep-core,pl,plc0080
soep-core,ap,ap4701,soep-core,pl,plj0131
soep-core,ap,ap4702,soep-core,pl,plj0132_v1
soep-core,ap,ap4702,soep-core,pl,plj0132_h
soep-core,ap,ap4703,soep-core,pl,plj0135
soep-core,ap,ap4704,soep-core,pl,plj0136_v1
soep-core,ap,ap4704,soep-core,pl,plj0136_h
soep-core,ap,ap4705,soep-core,pl,plj0139
soep-core,ap,ap4706,soep-core,pl,plj0140_v1
soep-core,ap,ap4706,soep-core,pl,plj0140_h
soep-core,ap,ap4707,soep-core,pl,plj0143
soep-core,ap,ap4708,soep-core,pl,plj0144_v1
soep-core,ap,ap4708,soep-core,pl,plj0144_h
soep-core,ap,ap4709,soep-core,pl,plj0147
soep-core,ap,ap4710,soep-core,pl,plj0148_v1
soep-core,ap,ap4710,soep-core,pl,plj0148_h
soep-core,ap,ap4711,soep-core,pl,plj0151
soep-core,ap,ap47a01,soep-core,pl,pld0120
soep-core,ap,ap47a02,soep-core,pl,pld0121_v1
soep-core,ap,ap47a02,soep-core,pl,pld0121_h
soep-core,ap,ap47a03,soep-core,pl,pld0122_v1
soep-core,ap,ap47a03,soep-core,pl,pld0122_h
soep-core,ap,ap47a04,soep-core,pl,pld0123_v1
soep-core,ap,ap47a04,soep-core,pl,pld0123_h
soep-core,ap,ap47a05,soep-core,pl,pld0124_v1
soep-core,ap,ap47a05,soep-core,pl,pld0124_h
soep-core,ap,ap47b01,soep-core,pl,pld0125
soep-core,ap,ap47b02,soep-core,pl,pld0126_v1
soep-core,ap,ap47b03,soep-core,pl,pld0127_v1
soep-core,ap,ap47b03,soep-core,pl,pld0127_h
soep-core,ap,ap48,soep-core,pl,ple0025
soep-core,ap,ap49,soep-core,pl,ple0036
soep-core,ap,ap5001,soep-core,pl,ple0073
soep-core,ap,ap5002,soep-core,pl,ple0060
soep-core,ap,ap5003,soep-core,pl,ple0061
soep-core,ap,ap5004,soep-core,pl,ple0062
soep-core,ap,ap5005,soep-core,pl,ple0063
soep-core,ap,ap5006,soep-core,pl,ple0064
soep-core,ap,ap5007,soep-core,pl,ple0065
soep-core,ap,ap5008,soep-core,pl,ple0066
soep-core,ap,ap5009,soep-core,pl,ple0067
soep-core,ap,ap5010,soep-core,pl,ple0068
soep-core,ap,ap5011,soep-core,pl,ple0069
soep-core,ap,ap5012,soep-core,pl,ple0070
soep-core,ap,ap5013,soep-core,pl,ple0059
soep-core,ap,ap5101,soep-core,pl,ple0053
soep-core,ap,ap5102,soep-core,pl,ple0055
soep-core,ap,ap5103,soep-core,pl,ple0056
soep-core,ap,ap5201,soep-core,pl,ple0040
soep-core,ap,ap5202,soep-core,pl,ple0041
soep-core,ap,ap53,soep-core,pl,plh0014
soep-core,ap,ap5401,soep-core,pl,plh0032
soep-core,ap,ap5402,soep-core,pl,plh0033
soep-core,ap,ap5403,soep-core,pl,plh0036
soep-core,ap,ap5404,soep-core,pl,plh0038
soep-core,ap,ap5405,soep-core,pl,plh0042
soep-core,ap,ap5406,soep-core,pl,plh0043
soep-core,ap,ap5501,soep-core,pl,plh0054
soep-core,ap,ap5502,soep-core,pl,plh0056
soep-core,ap,ap5503,soep-core,pl,plh0058
soep-core,ap,ap5504,soep-core,pl,plh0061
soep-core,ap,ap5601,soep-core,pl,plh0011_v2
soep-core,ap,ap5601,soep-core,pl,plh0011_h
soep-core,ap,ap5602,soep-core,pl,plh0012_v1
soep-core,ap,ap5602,soep-core,pl,plh0012_h
soep-core,ap,ap5603,soep-core,pl,plh0013_v2
soep-core,ap,ap5603,soep-core,pl,plh0013_h
soep-core,ap,ap57,soep-core,pl,pla0009_v2
soep-core,ap,ap58,soep-core,pl,pld0131
soep-core,ap,ap59,soep-core,pl,pld0132_v1
soep-core,ap,ap59,soep-core,pl,pld0132_h
soep-core,ap,ap6001,soep-core,pl,plf0017_v1
soep-core,ap,ap6001,soep-core,pl,plf0017_h
soep-core,ap,ap6002,soep-core,pl,plf0019
soep-core,ap,ap6003,soep-core,pl,plf0013
soep-core,ap,ap61,soep-core,pl,plj0014_v1
soep-core,ap,ap62z,soep-core,pl,ple0010_v2
soep-core,ap,ap62z,soep-core,pl,ple0010_h
soep-core,ap,ap6801,soep-core,pl,plh0182
soep-core,ap,ap6802,soep-core,pl,plh0150
soep-core,ap,ap6803,soep-core,pl,plh0166
soep-core,ap,apinda1,soep-core,pl,pdauer1
soep-core,ap,apinda2,soep-core,pl,pdauer2
soep-core,ap,apinta,soep-core,pl,pinta_v1
soep-core,ap,hhnr,soep-core,pl,cid
soep-core,ap,hhnrakt,soep-core,pl,hid
soep-core,ap,persnr,soep-core,pl,pid
soep-core,ap,syear,soep-core,pl,syear
soep-core,apausl,ap06a01,soep-core,pl,plj0028
soep-core,apausl,ap06a02,soep-core,pl,plg0033_v1
soep-core,apausl,ap06a02,soep-core,pl,plg0032_h
soep-core,apausl,ap06a02,soep-core,pl,plg0033_h
soep-core,apausl,ap06b01,soep-core,pl,plg0034
soep-core,apausl,ap06b02,soep-core,pl,plg0035
soep-core,apausl,ap07a01,soep-core,pl,plg0049
