study_name,dataset_name,variable_name,question_name,instrument_name
soep-core,wpequiv,fprvp06,6,soep-core-1989-pe
soep-core,wpequiv,iholy06,6,soep-core-1992-hh
soep-core,wpequiv,iprv106,10,soep-core-1992-pe
soep-core,wpequiv,iprv206,20,soep-core-1992-pe
soep-core,wpequiv,iprvp06,6,soep-core-1992-pe
soep-core,wpequiv,opery06,6,soep-core-1998-pe
soep-core,xhgen,fheat07,7,soep-core-1989-hh
soep-core,xhgen,fhinc07,7,soep-core-1989-hh
soep-core,xpequiv,chspt07,7,soep-core-1986-hh
soep-core,xpequiv,fholy07,7,soep-core-1989-hh
soep-core,xpequiv,fhsup07,7,soep-core-1989-hh
soep-core,xpequiv,fprvp07,7,soep-core-1989-pe
soep-core,xpequiv,iholy07,7,soep-core-1992-hh
soep-core,xpequiv,iprv107,10,soep-core-1992-pe
soep-core,xpequiv,iprv207,20,soep-core-1992-pe
soep-core,xpequiv,iprvp07,7,soep-core-1992-pe
soep-core,xpequiv,opery07,7,soep-core-1998-pe
soep-core,yhgen,fheat08,8,soep-core-1989-hh
soep-core,yhgen,fhinc08,8,soep-core-1989-hh
soep-core,ypequiv,chspt08,8,soep-core-1986-hh
soep-core,ypequiv,fholy08,8,soep-core-1989-hh
soep-core,ypequiv,fhsup08,8,soep-core-1989-hh
soep-core,ypequiv,fprvp08,8,soep-core-1989-pe
soep-core,ypequiv,iholy08,8,soep-core-1992-hh
soep-core,ypequiv,iprv108,10,soep-core-1992-pe
soep-core,ypequiv,iprv208,20,soep-core-1992-pe
soep-core,ypequiv,iprvp08,8,soep-core-1992-pe
soep-core,ypequiv,opery08,8,soep-core-1998-pe
soep-core,zhgen,fheat09,9,soep-core-1989-hh
soep-core,zhgen,fhinc09,9,soep-core-1989-hh
soep-core,zpequiv,chspt09,9,soep-core-1986-hh
soep-core,zpequiv,fholy09,9,soep-core-1989-hh
soep-core,zpequiv,fhsup09,9,soep-core-1989-hh
soep-core,zpequiv,fprvp09,9,soep-core-1989-pe
soep-core,zpequiv,iholy09,9,soep-core-1992-hh
soep-core,zpequiv,iprv109,10,soep-core-1992-pe
soep-core,zpequiv,iprv209,20,soep-core-1992-pe
soep-core,zpequiv,iprvp09,9,soep-core-1992-pe
soep-core,zpequiv,opery09,9,soep-core-1998-pe
soep-core,ap,ap24_isco88,24,soep-core-1984-pe
soep-core,ap,ap24_kldb92,24,soep-core-1984-pe
soep-core,bap,bap27_isco88,27,soep-core-2010-pe
soep-core,bap,bap27_kldb92,27,soep-core-2010-pe
soep-core,bap,bap65_isco88,65,soep-core-2010-pe
soep-core,bap,bap65_kldb92,65,soep-core-2010-pe
soep-core,bbp,bbp28_isco88,28,soep-core-2011-pe
soep-core,bbp,bbp28_kldb92,28,soep-core-2011-pe
soep-core,bbp,bbp75_isco88,75,soep-core-2011-pe
soep-core,bbp,bbp75_kldb92,75,soep-core-2011-pe
soep-core,bcp,bcp28_isco88,28,soep-core-2012-pe
soep-core,bcp,bcp28_kldb92,28,soep-core-2012-pe
soep-core,bcp,bcp63_isco88,63,soep-core-2012-pe
soep-core,bcp,bcp63_kldb92,63,soep-core-2012-pe
soep-core,bdp,bdp38_isco88,38,soep-core-2013-pe
soep-core,bdp,bdp38_kldb92,38,soep-core-2013-pe
soep-core,bdp,bdp81_isco88,81,soep-core-2013-pe
soep-core,bdp,bdp81_kldb92,81,soep-core-2013-pe
soep-core,bep,bep28_isco88,28,soep-core-2014-pe
soep-core,bep,bep28_kldb92,28,soep-core-2014-pe
soep-core,bep,bep61_isco88,61,soep-core-2014-pe
soep-core,bep,bep61_kldb92,61,soep-core-2014-pe
soep-core,bfp,bfp110_isco88,11,soep-core-2015-pe
soep-core,bfp,bfp110_kldb92,11,soep-core-2015-pe
soep-core,bfp,bfp52_isco88,52,soep-core-2015-pe
soep-core,bfp,bfp52_kldb92,52,soep-core-2015-pe
soep-core,bp,bp30_isco88,30,soep-core-1985-pe
soep-core,bp,bp30_kldb92,30,soep-core-1985-pe
soep-core,cp,cp30_isco88,30,soep-core-1986-pe
soep-core,cp,cp30_kldb92,30,soep-core-1986-pe
soep-core,dp,dp28_isco88,28,soep-core-1987-pe
soep-core,dp,dp28_kldb92,28,soep-core-1987-pe
soep-core,ep,ep28_isco88,28,soep-core-1988-pe
soep-core,ep,ep28_kldb92,28,soep-core-1988-pe
soep-core,fp,fp28_isco88,28,soep-core-1989-pe
soep-core,fp,fp28_kldb92,28,soep-core-1989-pe
soep-core,gp,gp31_isco88,31,soep-core-1990-pe
soep-core,gp,gp31_kldb92,31,soep-core-1990-pe
soep-core,gpost,gp24_isco88,24,soep-core-1990-pe
soep-core,gpost,gp24_kldb92,24,soep-core-1990-pe
soep-core,hp,hp03_isco88,3,soep-core-1991-pe
soep-core,hp,hp03_kldb92,3,soep-core-1991-pe
soep-core,hp,hp33_isco88,33,soep-core-1991-pe
soep-core,hp,hp33_kldb92,33,soep-core-1991-pe
soep-core,ip,ip03_isco88,3,soep-core-1992-pe
soep-core,ip,ip03_kldb92,3,soep-core-1992-pe
soep-core,ip,ip33_isco88,33,soep-core-1992-pe
soep-core,ip,ip33_kldb92,33,soep-core-1992-pe
soep-core,jp,jp04_isco88,4,soep-core-1993-pe
soep-core,jp,jp04_kldb92,4,soep-core-1993-pe
soep-core,jp,jp33_isco88,33,soep-core-1993-pe
soep-core,jp,jp33_kldb92,33,soep-core-1993-pe
soep-core,kp,kp10_isco88,10,soep-core-1994-pe
soep-core,kp,kp10_kldb92,10,soep-core-1994-pe
soep-core,kp,kp45_isco88,45,soep-core-1994-pe
soep-core,kp,kp45_kldb92,45,soep-core-1994-pe
soep-core,lp,lp04_isco88,4,soep-core-1995-pe
soep-core,lp,lp04_kldb92,4,soep-core-1995-pe
soep-core,lp,lp36_isco88,36,soep-core-1995-pe
soep-core,lp,lp36_kldb92,36,soep-core-1995-pe
soep-core,mp,mp34_isco88,34,soep-core-1996-pe
soep-core,mp,mp34_kldb92,34,soep-core-1996-pe
soep-core,mp,mp56_isco88,56,soep-core-1996-pe
soep-core,mp,mp56_kldb92,56,soep-core-1996-pe
soep-core,np,np28_isco88,28,soep-core-1997-pe
soep-core,np,np28_kldb92,28,soep-core-1997-pe
soep-core,np,np56_isco88,56,soep-core-1997-pe
soep-core,np,np56_kldb92,56,soep-core-1997-pe
soep-core,op,op28_isco88,28,soep-core-1998-pe
soep-core,op,op28_kldb92,28,soep-core-1998-pe
soep-core,op,op47a_isco88,47,soep-core-1998-pe
soep-core,op,op47a_kldb92,47,soep-core-1998-pe
soep-core,pp,pp29_isco88,29,soep-core-1999-pe
soep-core,pp,pp29_kldb92,29,soep-core-1999-pe
soep-core,pp,pp62_isco88,62,soep-core-1999-pe
soep-core,pp,pp62_kldb92,62,soep-core-1999-pe
soep-core,qp,qp27_isco88,27,soep-core-2000-pe
soep-core,qp,qp27_kldb92,27,soep-core-2000-pe
soep-core,qp,qp58_isco88,58,soep-core-2000-pe
soep-core,qp,qp58_kldb92,58,soep-core-2000-pe
soep-core,rp,rp30_isco88,30,soep-core-2001-pe
soep-core,rp,rp30_kldb92,30,soep-core-2001-pe
soep-core,rp,rp60_isco88,60,soep-core-2001-pe
soep-core,rp,rp60_kldb92,60,soep-core-2001-pe
soep-core,sp,sp30_isco88,30,soep-core-2002-pe
soep-core,sp,sp30_kldb92,30,soep-core-2002-pe
soep-core,sp,sp60_isco88,60,soep-core-2002-pe
soep-core,sp,sp60_kldb92,60,soep-core-2002-pe
soep-core,tp,tp56_isco88,56,soep-core-2003-pe
soep-core,tp,tp56_kldb92,56,soep-core-2003-pe
soep-core,tp,tp78_isco88,78,soep-core-2003-pe
soep-core,tp,tp78_kldb92,78,soep-core-2003-pe
soep-core,up,up27_isco88,27,soep-core-2004-pe
soep-core,up,up27_kldb92,27,soep-core-2004-pe
soep-core,up,up61_isco88,61,soep-core-2004-pe
soep-core,up,up61_kldb92,61,soep-core-2004-pe
soep-core,vp,vp32_isco88,32,soep-core-2005-pe
soep-core,vp,vp32_kldb92,32,soep-core-2005-pe
soep-core,vp,vp73_isco88,73,soep-core-2005-pe
soep-core,vp,vp73_kldb92,73,soep-core-2005-pe
soep-core,wp,wp25_isco88,25,soep-core-2006-pe
soep-core,wp,wp25_kldb92,25,soep-core-2006-pe
soep-core,wp,wp64_isco88,64,soep-core-2006-pe
soep-core,wp,wp64_kldb92,64,soep-core-2006-pe
soep-core,xp,xp36_isco88,36,soep-core-2007-pe
soep-core,xp,xp36_kldb92,36,soep-core-2007-pe
soep-core,xp,xp75_isco88,75,soep-core-2007-pe
soep-core,xp,xp75_kldb92,75,soep-core-2007-pe
soep-core,yp,yp35_isco88,35,soep-core-2008-pe
soep-core,yp,yp35_kldb92,35,soep-core-2008-pe
soep-core,yp,yp72_isco88,72,soep-core-2008-pe
soep-core,yp,yp72_kldb92,72,soep-core-2008-pe
soep-core,zp,zp29_isco88,29,soep-core-2009-pe
soep-core,zp,zp29_kldb92,29,soep-core-2009-pe
soep-core,zp,zp74_isco88,74,soep-core-2009-pe
soep-core,zp,zp74_kldb92,74,soep-core-2009-pe
soep-core,ah,ah02,2,soep-core-1984-hh
soep-core,ah,ah0301,3,soep-core-1984-hh
soep-core,ah,ah0302,3,soep-core-1984-hh
soep-core,ah,ah0401,4,soep-core-1984-hh
soep-core,ah,ah0402,4,soep-core-1984-hh
soep-core,ah,ah0403,4,soep-core-1984-hh
soep-core,ah,ah0404,4,soep-core-1984-hh
soep-core,ah,ah0405,4,soep-core-1984-hh
soep-core,ah,ah0406,4,soep-core-1984-hh
soep-core,ah,ah0407,4,soep-core-1984-hh
soep-core,ah,ah0408,4,soep-core-1984-hh
soep-core,ah,ah0409,4,soep-core-1984-hh
soep-core,ah,ah0410,4,soep-core-1984-hh
soep-core,ah,ah0501,5,soep-core-1984-hh
soep-core,ah,ah0502,5,soep-core-1984-hh
soep-core,ah,ah0503,5,soep-core-1984-hh
soep-core,ah,ah0504,5,soep-core-1984-hh
soep-core,ah,ah0505,5,soep-core-1984-hh
soep-core,ah,ah0506,5,soep-core-1984-hh
soep-core,ah,ah0507,5,soep-core-1984-hh
soep-core,ah,ah12,12,soep-core-1984-hh
soep-core,ah,ah1301,13,soep-core-1984-hh
soep-core,ah,ah1302,13,soep-core-1984-hh
soep-core,ah,ah1303,13,soep-core-1984-hh
soep-core,ah,ah21,21,soep-core-1984-hh
soep-core,ah,ah22,22,soep-core-1984-hh
soep-core,ah,ah25,25,soep-core-1984-hh
soep-core,ah,ah4202,42,soep-core-1984-hh
soep-core,ah,ah4203,42,soep-core-1984-hh
soep-core,ah,ah44,44,soep-core-1984-hh
soep-core,ap,ap0105,1,soep-core-1984-pe
soep-core,ap,ap0111,1,soep-core-1984-pe
soep-core,ap,ap0112,1,soep-core-1984-pe
soep-core,ap,ap0710,7,soep-core-1984-pe
soep-core,ap,ap09,9,soep-core-1984-pe
soep-core,ap,ap1001,10,soep-core-1984-pe
soep-core,ap,ap1002,10,soep-core-1984-pe
soep-core,ap,ap1003,10,soep-core-1984-pe
soep-core,ap,ap1004,10,soep-core-1984-pe
soep-core,ap,ap1005,10,soep-core-1984-pe
soep-core,ap,ap1006,10,soep-core-1984-pe
soep-core,ap,ap1007,10,soep-core-1984-pe
soep-core,ap,ap1008,10,soep-core-1984-pe
soep-core,ap,ap1009,10,soep-core-1984-pe
soep-core,ap,ap1010,10,soep-core-1984-pe
soep-core,ap,ap1011,10,soep-core-1984-pe
soep-core,ap,ap1012,10,soep-core-1984-pe
soep-core,ap,ap1013,10,soep-core-1984-pe
soep-core,ap,ap1014,10,soep-core-1984-pe
soep-core,ap,ap1015,10,soep-core-1984-pe
soep-core,ap,ap1016,10,soep-core-1984-pe
soep-core,ap,ap11,11,soep-core-1984-pe
soep-core,ap,ap1202,12,soep-core-1984-pe
soep-core,ap,ap1401,14,soep-core-1984-pe
soep-core,ap,ap15,15,soep-core-1984-pe
soep-core,ap,ap1601,16,soep-core-1984-pe
soep-core,ap,ap1602,16,soep-core-1984-pe
soep-core,ap,ap1603,16,soep-core-1984-pe
soep-core,ap,ap1604,16,soep-core-1984-pe
soep-core,ap,ap1605,16,soep-core-1984-pe
soep-core,ap,ap1701,17,soep-core-1984-pe
soep-core,ap,ap1702,17,soep-core-1984-pe
soep-core,ap,ap1703,17,soep-core-1984-pe
soep-core,ap,ap1704,17,soep-core-1984-pe
soep-core,ap,ap1705,17,soep-core-1984-pe
soep-core,ap,ap1706,17,soep-core-1984-pe
soep-core,ap,ap2201,22,soep-core-1984-pe
soep-core,ap,ap2202,22,soep-core-1984-pe
soep-core,ap,ap26_nace,26,soep-core-1984-pe
soep-core,ap,ap3401,34,soep-core-1984-pe
soep-core,ap,ap3402,34,soep-core-1984-pe
soep-core,ap,ap3403,34,soep-core-1984-pe
soep-core,ap,ap3501,35,soep-core-1984-pe
soep-core,ap,ap3502,35,soep-core-1984-pe
soep-core,ap,ap4402,44,soep-core-1984-pe
soep-core,ap,ap4403,44,soep-core-1984-pe
soep-core,ap,ap45,45,soep-core-1984-pe
soep-core,ap,ap46a01,46,soep-core-1984-pe
soep-core,ap,ap46a02,46,soep-core-1984-pe
soep-core,ap,ap46b01,46,soep-core-1984-pe
soep-core,ap,ap46b02,46,soep-core-1984-pe
soep-core,ap,ap46b03,46,soep-core-1984-pe
soep-core,ap,ap46b04,46,soep-core-1984-pe
soep-core,ap,ap46b05,46,soep-core-1984-pe
soep-core,ap,ap5002,50,soep-core-1984-pe
soep-core,ap,ap5003,50,soep-core-1984-pe
soep-core,ap,ap5004,50,soep-core-1984-pe
soep-core,ap,ap5005,50,soep-core-1984-pe
soep-core,ap,ap5006,50,soep-core-1984-pe
soep-core,ap,ap5007,50,soep-core-1984-pe
soep-core,ap,ap5008,50,soep-core-1984-pe
soep-core,ap,ap5009,50,soep-core-1984-pe
soep-core,ap,ap5010,50,soep-core-1984-pe
soep-core,ap,ap5011,50,soep-core-1984-pe
soep-core,ap,ap5012,50,soep-core-1984-pe
soep-core,ap,ap5013,50,soep-core-1984-pe
soep-core,ap,ap53,53,soep-core-1984-pe
soep-core,ap,ap6002,60,soep-core-1984-pe
soep-core,ap,ap6003,60,soep-core-1984-pe
soep-core,ap,ap61,61,soep-core-1984-pe
soep-core,ap,ap6802,68,soep-core-1984-pe
soep-core,apgen,mps92_84,92,soep-core-1996-pe
soep-core,bah,bah7106,71,soep-core-2010-hh
soep-core,bap,bap32_nace,32,soep-core-2010-pe
soep-core,bapgen,mps92_10,92,soep-core-1996-pe
soep-core,bbh,bbh3802,38,soep-core-2011-hh
soep-core,bbh,bbh3803,38,soep-core-2011-hh
soep-core,bbp,bbp0226,2,soep-core-2011-pe
soep-core,bbp,bbp13115,13,soep-core-2011-pe
soep-core,bbp,bbp13116,13,soep-core-2011-pe
soep-core,bbp,bbp13117,13,soep-core-2011-pe
soep-core,bbp,bbp14202,14,soep-core-2011-pe
soep-core,bbp,bbp14203,14,soep-core-2011-pe
soep-core,bbp,bbp33_nace,33,soep-core-2011-pe
soep-core,bbp,bbp3803,38,soep-core-2011-pe
soep-core,bbpgen,mps92_11,92,soep-core-1996-pe
soep-core,bch,bch5409,54,soep-core-2012-hh
soep-core,bcp,bcp33_nace,33,soep-core-2012-pe
soep-core,bcpgen,mps92_12,92,soep-core-1996-pe
soep-core,bdp,bdp1029,10,soep-core-2013-pe
soep-core,bdp,bdp42_nace,42,soep-core-2013-pe
soep-core,bdpgen,mps92_13,92,soep-core-1996-pe
soep-core,bep,bep32_nace,32,soep-core-2014-pe
soep-core,bepgen,mps92_14,92,soep-core-1996-pe
soep-core,bfp,bfp55_nace,55,soep-core-2015-pe
soep-core,bfpgen,mps92_15,92,soep-core-1996-pe
soep-core,bgpgen,mps92_16,92,soep-core-1996-pe
soep-core,bh,bh04a02,4,soep-core-1985-hh
soep-core,bh,bh04a03,4,soep-core-1985-hh
soep-core,bh,bh04a04,4,soep-core-1985-hh
soep-core,bh,bh04b06,4,soep-core-1985-hh
soep-core,bh,bh04b12,4,soep-core-1985-hh
soep-core,bh,bh0501,5,soep-core-1985-hh
soep-core,bh,bh0502,5,soep-core-1985-hh
soep-core,bh,bh0503,5,soep-core-1985-hh
soep-core,bh,bh0504,5,soep-core-1985-hh
soep-core,bh,bh06b01,6,soep-core-1985-hh
soep-core,bh,bh06b02,6,soep-core-1985-hh
soep-core,bh,bh06b03,6,soep-core-1985-hh
soep-core,bh,bh06g,6,soep-core-1985-hh
soep-core,bh,bh08g01,8,soep-core-1985-hh
soep-core,bh,bh08g02,8,soep-core-1985-hh
soep-core,bh,bh08g03,8,soep-core-1985-hh
soep-core,bh,bh08g04,8,soep-core-1985-hh
soep-core,bh,bh08g05,8,soep-core-1985-hh
soep-core,bh,bh20b,20,soep-core-1985-hh
soep-core,bh,bh22b,22,soep-core-1985-hh
soep-core,bh,bh2302,23,soep-core-1985-hh
soep-core,bh,bh3603,36,soep-core-1985-hh
soep-core,bp,bp0206,2,soep-core-1985-pe
soep-core,bp,bp0213,2,soep-core-1985-pe
soep-core,bp,bp0803,8,soep-core-1985-pe
soep-core,bp,bp10,10,soep-core-1985-pe
soep-core,bp,bp1101,11,soep-core-1985-pe
soep-core,bp,bp1102,11,soep-core-1985-pe
soep-core,bp,bp1103,11,soep-core-1985-pe
soep-core,bp,bp1201,12,soep-core-1985-pe
soep-core,bp,bp1202,12,soep-core-1985-pe
soep-core,bp,bp1203,12,soep-core-1985-pe
soep-core,bp,bp1204,12,soep-core-1985-pe
soep-core,bp,bp1205,12,soep-core-1985-pe
soep-core,bp,bp1206,12,soep-core-1985-pe
soep-core,bp,bp21b01,21,soep-core-1985-pe
soep-core,bp,bp21b02,21,soep-core-1985-pe
soep-core,bp,bp22b,22,soep-core-1985-pe
soep-core,bp,bp23b,23,soep-core-1985-pe
soep-core,bp,bp23g03,23,soep-core-1985-pe
soep-core,bp,bp24b01,24,soep-core-1985-pe
soep-core,bp,bp24b02,24,soep-core-1985-pe
soep-core,bp,bp24b03,24,soep-core-1985-pe
soep-core,bp,bp24b04,24,soep-core-1985-pe
soep-core,bp,bp24b05,24,soep-core-1985-pe
soep-core,bp,bp25g05,25,soep-core-1985-pe
soep-core,bp,bp26g01,26,soep-core-1985-pe
soep-core,bp,bp26g02,26,soep-core-1985-pe
soep-core,bp,bp26g03,26,soep-core-1985-pe
soep-core,bp,bp26g04,26,soep-core-1985-pe
soep-core,bp,bp26g05,26,soep-core-1985-pe
soep-core,bp,bp26g06,26,soep-core-1985-pe
soep-core,bp,bp26g07,26,soep-core-1985-pe
soep-core,bp,bp26g08,26,soep-core-1985-pe
soep-core,bp,bp26g09,26,soep-core-1985-pe
soep-core,bp,bp26g10,26,soep-core-1985-pe
soep-core,bp,bp26g11,26,soep-core-1985-pe
soep-core,bp,bp26g12,26,soep-core-1985-pe
soep-core,bp,bp26g13,26,soep-core-1985-pe
soep-core,bp,bp26g14,26,soep-core-1985-pe
soep-core,bp,bp26g15,26,soep-core-1985-pe
soep-core,bp,bp26g16,26,soep-core-1985-pe
soep-core,bp,bp26g17,26,soep-core-1985-pe
soep-core,bp,bp29g04,29,soep-core-1985-pe
soep-core,bp,bp29g05,29,soep-core-1985-pe
soep-core,bp,bp33_nace,33,soep-core-1985-pe
soep-core,bp,bp3501,35,soep-core-1985-pe
soep-core,bp,bp3502,35,soep-core-1985-pe
soep-core,bp,bp3503,35,soep-core-1985-pe
soep-core,bp,bp3907,39,soep-core-1985-pe
soep-core,bp,bp5001,50,soep-core-1985-pe
soep-core,bp,bp5002,50,soep-core-1985-pe
soep-core,bp,bp5004,50,soep-core-1985-pe
soep-core,bp,bp5005,50,soep-core-1985-pe
soep-core,bp,bp5006,50,soep-core-1985-pe
soep-core,bp,bp56,56,soep-core-1985-pe
soep-core,bp,bp6101,61,soep-core-1985-pe
soep-core,bp,bp6102,61,soep-core-1985-pe
soep-core,bp,bp66,66,soep-core-1985-pe
soep-core,bp,bp67,67,soep-core-1985-pe
soep-core,bp,bp6801,68,soep-core-1985-pe
soep-core,bp,bp6802,68,soep-core-1985-pe
soep-core,bp,bp7102,71,soep-core-1985-pe
soep-core,bp,bp7103,71,soep-core-1985-pe
soep-core,bp,bp7104,71,soep-core-1985-pe
soep-core,bp,bp7105,71,soep-core-1985-pe
soep-core,bp,bp7106,71,soep-core-1985-pe
soep-core,bp,bp7107,71,soep-core-1985-pe
soep-core,bp,bp7108,71,soep-core-1985-pe
soep-core,bp,bp7109,71,soep-core-1985-pe
soep-core,bp,bp7110,71,soep-core-1985-pe
soep-core,bp,bp7111,71,soep-core-1985-pe
soep-core,bp,bp7112,71,soep-core-1985-pe
soep-core,bp,bp76,76,soep-core-1985-pe
soep-core,bp,bp82,82,soep-core-1985-pe
soep-core,bp,bp83,83,soep-core-1985-pe
soep-core,bp,bp8401,84,soep-core-1985-pe
soep-core,bp,bp8402,84,soep-core-1985-pe
soep-core,bp,bp8601,86,soep-core-1985-pe
soep-core,bp,bp8602,86,soep-core-1985-pe
soep-core,bp,bp8603,86,soep-core-1985-pe
soep-core,bp,bp8604,86,soep-core-1985-pe
soep-core,bp,bp8605,86,soep-core-1985-pe
soep-core,bp,bp8606,86,soep-core-1985-pe
soep-core,bp,bp8607,86,soep-core-1985-pe
soep-core,bp,bp8608,86,soep-core-1985-pe
soep-core,bp,bp8609,86,soep-core-1985-pe
soep-core,bp,bp8610,86,soep-core-1985-pe
soep-core,bp,bp8611,86,soep-core-1985-pe
soep-core,bp,bp8612,86,soep-core-1985-pe
soep-core,bp,bp8613,86,soep-core-1985-pe
soep-core,bp,bp8614,86,soep-core-1985-pe
soep-core,bp,bp8615,86,soep-core-1985-pe
soep-core,bp,bp8616,86,soep-core-1985-pe
soep-core,bp,bp8617,86,soep-core-1985-pe
soep-core,bp,bp8618,86,soep-core-1985-pe
soep-core,bp,bp8619,86,soep-core-1985-pe
soep-core,bp,bp8620,86,soep-core-1985-pe
soep-core,bp,bp8621,86,soep-core-1985-pe
soep-core,bp,bp8622,86,soep-core-1985-pe
soep-core,bp,bp8623,86,soep-core-1985-pe
soep-core,bp,bp8624,86,soep-core-1985-pe
soep-core,bp,bp8625,86,soep-core-1985-pe
soep-core,bp,bp8626,86,soep-core-1985-pe
soep-core,bp,bp8627,86,soep-core-1985-pe
soep-core,bp,bp8628,86,soep-core-1985-pe
soep-core,bp,bp8629,86,soep-core-1985-pe
soep-core,bp,bp8630,86,soep-core-1985-pe
soep-core,bp,bp8631,86,soep-core-1985-pe
soep-core,bp,bp8632,86,soep-core-1985-pe
soep-core,bp,bp8633,86,soep-core-1985-pe
soep-core,bp,bp8634,86,soep-core-1985-pe
soep-core,bp,bp87,87,soep-core-1985-pe
soep-core,bp,bp8801,88,soep-core-1985-pe
soep-core,bp,bp8802,88,soep-core-1985-pe
soep-core,bp,bp8803,88,soep-core-1985-pe
soep-core,bp,bp8804,88,soep-core-1985-pe
soep-core,bp,bp8805,88,soep-core-1985-pe
soep-core,bp,bp8806,88,soep-core-1985-pe
soep-core,bp,bp8807,88,soep-core-1985-pe
soep-core,bp,bp8808,88,soep-core-1985-pe
soep-core,bp,bp8809,88,soep-core-1985-pe
soep-core,bp,bp89,89,soep-core-1985-pe
soep-core,bp,bp9002,90,soep-core-1985-pe
soep-core,bp,bp9003,90,soep-core-1985-pe
soep-core,bp,bp92b10,92,soep-core-1985-pe
soep-core,bp,bp9302,93,soep-core-1985-pe
soep-core,bpgen,mps92_85,92,soep-core-1996-pe
soep-core,ch,ch04a02,4,soep-core-1986-hh
soep-core,ch,ch04a03,4,soep-core-1986-hh
soep-core,ch,ch04a04,4,soep-core-1986-hh
soep-core,ch,ch04b06,4,soep-core-1986-hh
soep-core,ch,ch04b12,4,soep-core-1986-hh
soep-core,ch,ch0901,9,soep-core-1986-hh
soep-core,ch,ch0902,9,soep-core-1986-hh
soep-core,ch,ch10b,10,soep-core-1986-hh
soep-core,ch,ch14,14,soep-core-1986-hh
soep-core,ch,ch15b01,15,soep-core-1986-hh
soep-core,ch,ch15b02,15,soep-core-1986-hh
soep-core,ch,ch15b03,15,soep-core-1986-hh
soep-core,ch,ch17g,17,soep-core-1986-hh
soep-core,ch,ch25g,25,soep-core-1986-hh
soep-core,ch,ch26b01,26,soep-core-1986-hh
soep-core,ch,ch26b02,26,soep-core-1986-hh
soep-core,ch,ch27g,27,soep-core-1986-hh
soep-core,ch,ch28b,28,soep-core-1986-hh
soep-core,ch,ch31b,31,soep-core-1986-hh
soep-core,ch,ch33b,33,soep-core-1986-hh
soep-core,ch,ch3402,34,soep-core-1986-hh
soep-core,ch,ch4803,48,soep-core-1986-hh
soep-core,cp,cp0206,2,soep-core-1986-pe
soep-core,cp,cp0213,2,soep-core-1986-pe
soep-core,cp,cp0601,6,soep-core-1986-pe
soep-core,cp,cp0602,6,soep-core-1986-pe
soep-core,cp,cp0603,6,soep-core-1986-pe
soep-core,cp,cp0604,6,soep-core-1986-pe
soep-core,cp,cp0605,6,soep-core-1986-pe
soep-core,cp,cp0606,6,soep-core-1986-pe
soep-core,cp,cp0607,6,soep-core-1986-pe
soep-core,cp,cp0701,7,soep-core-1986-pe
soep-core,cp,cp0702,7,soep-core-1986-pe
soep-core,cp,cp0801,8,soep-core-1986-pe
soep-core,cp,cp0802,8,soep-core-1986-pe
soep-core,cp,cp1001,10,soep-core-1986-pe
soep-core,cp,cp1002,10,soep-core-1986-pe
soep-core,cp,cp1101,11,soep-core-1986-pe
soep-core,cp,cp1102,11,soep-core-1986-pe
soep-core,cp,cp1103,11,soep-core-1986-pe
soep-core,cp,cp1104,11,soep-core-1986-pe
soep-core,cp,cp1301,13,soep-core-1986-pe
soep-core,cp,cp1302,13,soep-core-1986-pe
soep-core,cp,cp21b01,21,soep-core-1986-pe
soep-core,cp,cp21b02,21,soep-core-1986-pe
soep-core,cp,cp22b,22,soep-core-1986-pe
soep-core,cp,cp23b,23,soep-core-1986-pe
soep-core,cp,cp23g03,23,soep-core-1986-pe
soep-core,cp,cp24b01,24,soep-core-1986-pe
soep-core,cp,cp24b02,24,soep-core-1986-pe
soep-core,cp,cp24b03,24,soep-core-1986-pe
soep-core,cp,cp24b04,24,soep-core-1986-pe
soep-core,cp,cp24b05,24,soep-core-1986-pe
soep-core,cp,cp25g05,25,soep-core-1986-pe
soep-core,cp,cp26g01,26,soep-core-1986-pe
soep-core,cp,cp26g02,26,soep-core-1986-pe
soep-core,cp,cp26g03,26,soep-core-1986-pe
soep-core,cp,cp26g04,26,soep-core-1986-pe
soep-core,cp,cp26g05,26,soep-core-1986-pe
soep-core,cp,cp26g06,26,soep-core-1986-pe
soep-core,cp,cp26g07,26,soep-core-1986-pe
soep-core,cp,cp26g08,26,soep-core-1986-pe
soep-core,cp,cp26g09,26,soep-core-1986-pe
soep-core,cp,cp26g10,26,soep-core-1986-pe
soep-core,cp,cp26g11,26,soep-core-1986-pe
soep-core,cp,cp26g12,26,soep-core-1986-pe
soep-core,cp,cp26g13,26,soep-core-1986-pe
soep-core,cp,cp26g14,26,soep-core-1986-pe
soep-core,cp,cp26g15,26,soep-core-1986-pe
soep-core,cp,cp26g16,26,soep-core-1986-pe
soep-core,cp,cp26g17,26,soep-core-1986-pe
soep-core,cp,cp29g04,29,soep-core-1986-pe
soep-core,cp,cp29g05,29,soep-core-1986-pe
soep-core,cp,cp33_nace,33,soep-core-1986-pe
soep-core,cp,cp40,40,soep-core-1986-pe
soep-core,cp,cp5101,51,soep-core-1986-pe
soep-core,cp,cp5102,51,soep-core-1986-pe
soep-core,cp,cp5601,56,soep-core-1986-pe
soep-core,cp,cp5602,56,soep-core-1986-pe
soep-core,cp,cp6102,61,soep-core-1986-pe
soep-core,cp,cp66,66,soep-core-1986-pe
