study_name,dataset_name,variable_name,question_name,instrument_name
soep-core,pp,pp0109,1,soep-core-1999-pe
soep-core,pp,pp02c7,2,soep-core-1999-pe
soep-core,pp,pp34_nace,34,soep-core-1999-pe
soep-core,pp,pp76n,76,soep-core-1999-pe
soep-core,qh,qh5310,53,soep-core-2000-hh
soep-core,qh,qh5311,53,soep-core-2000-hh
soep-core,qh,qh5312,53,soep-core-2000-hh
soep-core,qh,qh5313,53,soep-core-2000-hh
soep-core,qh,qh5919,59,soep-core-2000-hh
soep-core,qh,qh6606,66,soep-core-2000-hh
soep-core,qh,qh6607,66,soep-core-2000-hh
soep-core,qh,qh6608,66,soep-core-2000-hh
soep-core,qh,qh6609,66,soep-core-2000-hh
soep-core,qh,qh6610,66,soep-core-2000-hh
soep-core,qpgen,mps92_00,92,soep-core-1996-pe
soep-core,qp,qp10601,10,soep-core-2000-pe
soep-core,qp,qp10602,10,soep-core-2000-pe
soep-core,qp,qp10603,10,soep-core-2000-pe
soep-core,qp,qp10604,10,soep-core-2000-pe
soep-core,qp,qp10605,10,soep-core-2000-pe
soep-core,qp,qp10606,10,soep-core-2000-pe
soep-core,qp,qp10607,10,soep-core-2000-pe
soep-core,qp,qp10608,10,soep-core-2000-pe
soep-core,qp,qp10609,10,soep-core-2000-pe
soep-core,qp,qp10610,10,soep-core-2000-pe
soep-core,qp,qp10611,10,soep-core-2000-pe
soep-core,qp,qp10612,10,soep-core-2000-pe
soep-core,qp,qp10613,10,soep-core-2000-pe
soep-core,qp,qp10614,10,soep-core-2000-pe
soep-core,qp,qp10615,10,soep-core-2000-pe
soep-core,qp,qp10616,10,soep-core-2000-pe
soep-core,qp,qp10617,10,soep-core-2000-pe
soep-core,qp,qp10618,10,soep-core-2000-pe
soep-core,qp,qp10619,10,soep-core-2000-pe
soep-core,qp,qp10620,10,soep-core-2000-pe
soep-core,qp,qp10621,10,soep-core-2000-pe
soep-core,qp,qp10622,10,soep-core-2000-pe
soep-core,qp,qp10623,10,soep-core-2000-pe
soep-core,qp,qp10624,10,soep-core-2000-pe
soep-core,qp,qp10625,10,soep-core-2000-pe
soep-core,qp,qp10626,10,soep-core-2000-pe
soep-core,qp,qp10627,10,soep-core-2000-pe
soep-core,qp,qp10628,10,soep-core-2000-pe
soep-core,qp,qp10629,10,soep-core-2000-pe
soep-core,qp,qp113,11,soep-core-2000-pe
soep-core,qp,qp114,11,soep-core-2000-pe
soep-core,qp,qp138,13,soep-core-2000-pe
soep-core,qp,qp32_nace,32,soep-core-2000-pe
soep-core,qp,qp4301,43,soep-core-2000-pe
soep-core,qp,qp4302,43,soep-core-2000-pe
soep-core,qp,qp4401,44,soep-core-2000-pe
soep-core,qp,qp4402,44,soep-core-2000-pe
soep-core,qp,qp6501,65,soep-core-2000-pe
soep-core,qp,qp6502,65,soep-core-2000-pe
soep-core,qp,qp6503,65,soep-core-2000-pe
soep-core,qp,qp6504,65,soep-core-2000-pe
soep-core,qp,qp6505,65,soep-core-2000-pe
soep-core,qp,qp76n,76,soep-core-2000-pe
soep-core,rpgen,mps92_01,92,soep-core-1996-pe
soep-core,rp,rp0224,2,soep-core-2001-pe
soep-core,rp,rp35_nace,35,soep-core-2001-pe
soep-core,sh,sh5219,52,soep-core-2002-hh
soep-core,spgen,mps92_02,92,soep-core-1996-pe
soep-core,sp,sp35_nace,35,soep-core-2002-pe
soep-core,tpgen,mps92_03,92,soep-core-1996-pe
soep-core,tp,tp1024,10,soep-core-2003-pe
soep-core,tp,tp61_nace,61,soep-core-2003-pe
soep-core,uh,uh5121,51,soep-core-2004-hh
soep-core,upgen,mps92_04,92,soep-core-1996-pe
soep-core,up,up32_nace,32,soep-core-2004-pe
soep-core,vpgen,mps92_05,92,soep-core-1996-pe
soep-core,vp,vp0224,2,soep-core-2005-pe
soep-core,vp,vp37_nace,37,soep-core-2005-pe
soep-core,wh,wh5321,53,soep-core-2006-hh
soep-core,wpgen,mps92_06,92,soep-core-1996-pe
soep-core,wp,wp30_nace,30,soep-core-2006-pe
soep-core,wp,wpa601,60,soep-core-2006-pe
soep-core,wp,wpa602,60,soep-core-2006-pe
soep-core,wp,wpa603,60,soep-core-2006-pe
soep-core,wp,wpa604,60,soep-core-2006-pe
soep-core,xpgen,mps92_07,92,soep-core-1996-pe
soep-core,xp,xp0224,2,soep-core-2007-pe
soep-core,xp,xp41_nace,41,soep-core-2007-pe
soep-core,yh,yh5409,54,soep-core-2008-hh
soep-core,ypgen,mps92_08,92,soep-core-1996-pe
soep-core,yp,yp40_nace,40,soep-core-2008-pe
soep-core,zpgen,mps92_09,92,soep-core-1996-pe
soep-core,zp,zp0226,2,soep-core-2009-pe
soep-core,zp,zp34_nace,34,soep-core-2009-pe
soep-core,ap,ap0107,1,soep-core-1984-pe
soep-core,ap,ap0108,1,soep-core-1984-pe
soep-core,ap,ap0109,1,soep-core-1984-pe
soep-core,ap,ap0110,1,soep-core-1984-pe
soep-core,ap,ap2802,28,soep-core-1984-pe
soep-core,ap,ap4106,41,soep-core-1984-pe
soep-core,ap,ap4115,41,soep-core-1984-pe
soep-core,ap,ap4301,43,soep-core-1984-pe
soep-core,ap,ap4401,44,soep-core-1984-pe
soep-core,ap,ap4404,44,soep-core-1984-pe
soep-core,ap,ap4405,44,soep-core-1984-pe
soep-core,apausl,ap66a01,66,soep-core-1984-pe
soep-core,apausl,ap66a02,66,soep-core-1984-pe
soep-core,bap,bap108,10,soep-core-2010-pe
soep-core,bap,bap3802,38,soep-core-2010-pe
soep-core,bbp,bbp110,11,soep-core-2011-pe
soep-core,bbp,bbp4202,42,soep-core-2011-pe
soep-core,bcp,bcp113,11,soep-core-2012-pe
soep-core,bcp,bcp4002,40,soep-core-2012-pe
soep-core,bdp,bdp124,12,soep-core-2013-pe
soep-core,bdp,bdp4601,46,soep-core-2013-pe
soep-core,bep,bep3502,35,soep-core-2014-pe
soep-core,bpausl,bp92a,92,soep-core-1985-pe
soep-core,bpausl,bp95a01,95,soep-core-1985-pe
soep-core,bpausl,bp95a02,95,soep-core-1985-pe
soep-core,bp,bp0208,2,soep-core-1985-pe
soep-core,bp,bp0209,2,soep-core-1985-pe
soep-core,bp,bp0210,2,soep-core-1985-pe
soep-core,bp,bp0211,2,soep-core-1985-pe
soep-core,bp,bp0212,2,soep-core-1985-pe
soep-core,bp,bp0214,2,soep-core-1985-pe
soep-core,bp,bp1306,13,soep-core-1985-pe
soep-core,bp,bp1315,13,soep-core-1985-pe
soep-core,bp,bp21g,21,soep-core-1985-pe
soep-core,bp,bp3802,38,soep-core-1985-pe
soep-core,bp,bp46,46,soep-core-1985-pe
soep-core,bp,bp4701,47,soep-core-1985-pe
soep-core,bp,bp4702,47,soep-core-1985-pe
soep-core,bp,bp48,48,soep-core-1985-pe
soep-core,bp,bp5201,52,soep-core-1985-pe
soep-core,bp,bp5202,52,soep-core-1985-pe
soep-core,bp,bp5203,52,soep-core-1985-pe
soep-core,bp,bp6301,63,soep-core-1985-pe
soep-core,bp,bp6307,63,soep-core-1985-pe
soep-core,bp,bp6401,64,soep-core-1985-pe
soep-core,bp,bp6402,64,soep-core-1985-pe
soep-core,bp,bp6403,64,soep-core-1985-pe
soep-core,cpausl,cp83a,83,soep-core-1986-pe
soep-core,cpausl,cp86a01,86,soep-core-1986-pe
soep-core,cpausl,cp86a02,86,soep-core-1986-pe
soep-core,cp,cp0208,2,soep-core-1986-pe
soep-core,cp,cp0209,2,soep-core-1986-pe
soep-core,cp,cp0210,2,soep-core-1986-pe
soep-core,cp,cp0211,2,soep-core-1986-pe
soep-core,cp,cp0212,2,soep-core-1986-pe
soep-core,cp,cp0214,2,soep-core-1986-pe
soep-core,cp,cp21g,21,soep-core-1986-pe
soep-core,cp,cp37b,37,soep-core-1986-pe
soep-core,cp,cp38b01,38,soep-core-1986-pe
soep-core,cp,cp38b02,38,soep-core-1986-pe
soep-core,cp,cp39b,39,soep-core-1986-pe
soep-core,cp,cp4602,46,soep-core-1986-pe
soep-core,cp,cp6111,61,soep-core-1986-pe
soep-core,cp,cp6114,61,soep-core-1986-pe
soep-core,cp,cp6301,63,soep-core-1986-pe
soep-core,cp,cp6306a,63,soep-core-1986-pe
soep-core,cp,cp6401,64,soep-core-1986-pe
soep-core,cp,cp6402,64,soep-core-1986-pe
soep-core,cp,cp6403,64,soep-core-1986-pe
soep-core,dpausl,dp85a,85,soep-core-1987-pe
soep-core,dpausl,dp88a01,88,soep-core-1987-pe
soep-core,dpausl,dp88a02,88,soep-core-1987-pe
soep-core,dp,dp0103,1,soep-core-1987-pe
soep-core,dp,dp0208,2,soep-core-1987-pe
soep-core,dp,dp0209,2,soep-core-1987-pe
soep-core,dp,dp0210,2,soep-core-1987-pe
soep-core,dp,dp0211,2,soep-core-1987-pe
soep-core,dp,dp0212,2,soep-core-1987-pe
soep-core,dp,dp0214,2,soep-core-1987-pe
soep-core,dp,dp19g,19,soep-core-1987-pe
soep-core,dp,dp35b,35,soep-core-1987-pe
soep-core,dp,dp36b01,36,soep-core-1987-pe
soep-core,dp,dp36b02,36,soep-core-1987-pe
soep-core,dp,dp37b,37,soep-core-1987-pe
soep-core,dp,dp3802,38,soep-core-1987-pe
soep-core,dp,dp43,43,soep-core-1987-pe
soep-core,dp,dp6111,61,soep-core-1987-pe
soep-core,dp,dp6114,61,soep-core-1987-pe
soep-core,dp,dp6301,63,soep-core-1987-pe
soep-core,dp,dp6307,63,soep-core-1987-pe
soep-core,dp,dp6310,63,soep-core-1987-pe
soep-core,dp,dp6401,64,soep-core-1987-pe
soep-core,dp,dp6402,64,soep-core-1987-pe
soep-core,dp,dp6403,64,soep-core-1987-pe
soep-core,dp,dp74,74,soep-core-1987-pe
soep-core,dp,dp7501,75,soep-core-1987-pe
soep-core,dp,dp7503,75,soep-core-1987-pe
soep-core,dp,dp7601,76,soep-core-1987-pe
soep-core,dp,dp7602,76,soep-core-1987-pe
soep-core,dp,dp7603,76,soep-core-1987-pe
soep-core,dp,dp80,80,soep-core-1987-pe
soep-core,epausl,ep78a,78,soep-core-1988-pe
soep-core,epausl,ep80a,80,soep-core-1988-pe
soep-core,ep,ep0208,2,soep-core-1988-pe
soep-core,ep,ep0209,2,soep-core-1988-pe
soep-core,ep,ep0210,2,soep-core-1988-pe
soep-core,ep,ep0211,2,soep-core-1988-pe
soep-core,ep,ep0212,2,soep-core-1988-pe
soep-core,ep,ep0214,2,soep-core-1988-pe
soep-core,ep,ep19g,19,soep-core-1988-pe
soep-core,ep,ep35,35,soep-core-1988-pe
soep-core,ep,ep3601,36,soep-core-1988-pe
soep-core,ep,ep3602,36,soep-core-1988-pe
soep-core,ep,ep37,37,soep-core-1988-pe
soep-core,ep,ep3802,38,soep-core-1988-pe
soep-core,ep,ep5611,56,soep-core-1988-pe
soep-core,ep,ep5614,56,soep-core-1988-pe
soep-core,ep,ep5801,58,soep-core-1988-pe
soep-core,ep,ep5807,58,soep-core-1988-pe
soep-core,ep,ep5810,58,soep-core-1988-pe
soep-core,ep,ep5901,59,soep-core-1988-pe
soep-core,ep,ep5902,59,soep-core-1988-pe
soep-core,ep,ep5903,59,soep-core-1988-pe
soep-core,ep,ep71,71,soep-core-1988-pe
soep-core,ep,ep7201,72,soep-core-1988-pe
soep-core,ep,ep7202,72,soep-core-1988-pe
soep-core,fpausl,fp95a,95,soep-core-1989-pe
soep-core,fpausl,fp98a01,98,soep-core-1989-pe
soep-core,fpausl,fp98a02,98,soep-core-1989-pe
soep-core,fp,fp0208,2,soep-core-1989-pe
soep-core,fp,fp0209,2,soep-core-1989-pe
soep-core,fp,fp0210,2,soep-core-1989-pe
soep-core,fp,fp0211,2,soep-core-1989-pe
soep-core,fp,fp0212,2,soep-core-1989-pe
soep-core,fp,fp0214,2,soep-core-1989-pe
soep-core,fp,fp17g,17,soep-core-1989-pe
soep-core,fp,fp26g05,26,soep-core-1989-pe
soep-core,fp,fp35b,35,soep-core-1989-pe
soep-core,fp,fp36b01,36,soep-core-1989-pe
soep-core,fp,fp36b02,36,soep-core-1989-pe
soep-core,fp,fp37b,37,soep-core-1989-pe
soep-core,fp,fp3802,38,soep-core-1989-pe
soep-core,fp,fp42,42,soep-core-1989-pe
soep-core,fp,fp7411,74,soep-core-1989-pe
soep-core,fp,fp7414,74,soep-core-1989-pe
soep-core,fp,fp7601,76,soep-core-1989-pe
soep-core,fp,fp7607,76,soep-core-1989-pe
soep-core,fp,fp7610,76,soep-core-1989-pe
soep-core,fp,fp7701,77,soep-core-1989-pe
soep-core,fp,fp7702,77,soep-core-1989-pe
soep-core,fp,fp7703,77,soep-core-1989-pe
soep-core,fp,fp87,87,soep-core-1989-pe
soep-core,fp,fp8801,88,soep-core-1989-pe
soep-core,fp,fp8802,88,soep-core-1989-pe
soep-core,gpausl,gp97a,97,soep-core-1990-pe
soep-core,gpausl,gp97c,97,soep-core-1990-pe
soep-core,gp,gp0106,1,soep-core-1990-pe
soep-core,gp,gp0107,1,soep-core-1990-pe
soep-core,gp,gp0208,2,soep-core-1990-pe
soep-core,gp,gp0404,4,soep-core-1990-pe
soep-core,gp,gp0410,4,soep-core-1990-pe
soep-core,gp,gp20g,20,soep-core-1990-pe
soep-core,gp,gp26b,26,soep-core-1990-pe
soep-core,gp,gp27b01,27,soep-core-1990-pe
soep-core,gp,gp27b02,27,soep-core-1990-pe
soep-core,gp,gp28b,28,soep-core-1990-pe
soep-core,gp,gp29g05,29,soep-core-1990-pe
soep-core,gp,gp3702,37,soep-core-1990-pe
soep-core,gp,gp40,40,soep-core-1990-pe
soep-core,gp,gp46,46,soep-core-1990-pe
soep-core,gp,gp4801,48,soep-core-1990-pe
soep-core,gp,gp4802,48,soep-core-1990-pe
soep-core,gp,gp5501,55,soep-core-1990-pe
soep-core,gp,gp5603,56,soep-core-1990-pe
soep-core,gp,gp5604,56,soep-core-1990-pe
soep-core,gp,gp5605,56,soep-core-1990-pe
soep-core,gp,gp5606,56,soep-core-1990-pe
soep-core,gp,gp5701,57,soep-core-1990-pe
soep-core,gp,gp5802,58,soep-core-1990-pe
soep-core,gp,gp5803,58,soep-core-1990-pe
soep-core,gp,gp5804,58,soep-core-1990-pe
soep-core,gp,gp5805,58,soep-core-1990-pe
soep-core,gp,gp5806,58,soep-core-1990-pe
soep-core,gp,gp5902,59,soep-core-1990-pe
soep-core,gp,gp5903,59,soep-core-1990-pe
soep-core,gp,gp5904,59,soep-core-1990-pe
soep-core,gp,gp5905,59,soep-core-1990-pe
soep-core,gp,gp5906,59,soep-core-1990-pe
soep-core,gp,gp5907,59,soep-core-1990-pe
soep-core,gp,gp5908,59,soep-core-1990-pe
soep-core,gp,gp5909,59,soep-core-1990-pe
soep-core,gp,gp5910,59,soep-core-1990-pe
soep-core,gp,gp64,64,soep-core-1990-pe
soep-core,gp,gp6501,65,soep-core-1990-pe
soep-core,gp,gp6502,65,soep-core-1990-pe
soep-core,gp,gp6503,65,soep-core-1990-pe
soep-core,gp,gp6504,65,soep-core-1990-pe
soep-core,gp,gp6505,65,soep-core-1990-pe
soep-core,gp,gp7411,74,soep-core-1990-pe
soep-core,gp,gp7414,74,soep-core-1990-pe
soep-core,gp,gp7601,76,soep-core-1990-pe
soep-core,gp,gp7607,76,soep-core-1990-pe
soep-core,gp,gp7610,76,soep-core-1990-pe
soep-core,gp,gp7701,77,soep-core-1990-pe
soep-core,gp,gp7702,77,soep-core-1990-pe
soep-core,gp,gp7703,77,soep-core-1990-pe
soep-core,gpost,gp0110e,1,soep-core-1990-pe
soep-core,gpost,gp0111e,1,soep-core-1990-pe
soep-core,gpost,gp0112e,1,soep-core-1990-pe
soep-core,gpost,gp0113e,1,soep-core-1990-pe
soep-core,gpost,gp0115e,1,soep-core-1990-pe
soep-core,gpost,gp0116e,1,soep-core-1990-pe
soep-core,gpost,gp0117e,1,soep-core-1990-pe
soep-core,gpost,gp0118e,1,soep-core-1990-pe
soep-core,gpost,gp0119e,1,soep-core-1990-pe
soep-core,gpost,gp0120e,1,soep-core-1990-pe
soep-core,gpost,gp2905e,29,soep-core-1990-pe
soep-core,gpost,gp4901e,49,soep-core-1990-pe
soep-core,gpost,gp4902e,49,soep-core-1990-pe
soep-core,gpost,gp4903e,49,soep-core-1990-pe
soep-core,gpost,gp4904e,49,soep-core-1990-pe
soep-core,gpost,gp4905e,49,soep-core-1990-pe
soep-core,gpost,gp4906e,49,soep-core-1990-pe
soep-core,gpost,gp4907e,49,soep-core-1990-pe
soep-core,gpost,gp4908e,49,soep-core-1990-pe
soep-core,gpost,gp4909e,49,soep-core-1990-pe
soep-core,gpost,gp5806e,58,soep-core-1990-pe
soep-core,hpausl,hp95a,95,soep-core-1991-pe
soep-core,hpausl,hp98a01,98,soep-core-1991-pe
soep-core,hpausl,hp98a02,98,soep-core-1991-pe
soep-core,hp,hp22g,22,soep-core-1991-pe
soep-core,hp,hp31g05,31,soep-core-1991-pe
soep-core,hp,hp39b,39,soep-core-1991-pe
soep-core,hp,hp40b01,40,soep-core-1991-pe
soep-core,hp,hp40b02,40,soep-core-1991-pe
soep-core,hp,hp41b,41,soep-core-1991-pe
soep-core,hp,hp4802,48,soep-core-1991-pe
soep-core,hp,hp51,51,soep-core-1991-pe
soep-core,hp,hp6911,69,soep-core-1991-pe
soep-core,hp,hp6914,69,soep-core-1991-pe
soep-core,hp,hp7101,71,soep-core-1991-pe
soep-core,hp,hp7107,71,soep-core-1991-pe
soep-core,hp,hp7110,71,soep-core-1991-pe
soep-core,hp,hp7201,72,soep-core-1991-pe
soep-core,hp,hp7202,72,soep-core-1991-pe
soep-core,hp,hp7203,72,soep-core-1991-pe
soep-core,hp,hp82,82,soep-core-1991-pe
soep-core,hp,hp8301,83,soep-core-1991-pe
soep-core,hp,hp8302,83,soep-core-1991-pe
soep-core,hp,hp9107,91,soep-core-1991-pe
soep-core,hp,hp9201,92,soep-core-1991-pe
soep-core,hp,hp9202,92,soep-core-1991-pe
soep-core,hp,hp9203,92,soep-core-1991-pe
soep-core,hp,hp93,93,soep-core-1991-pe
soep-core,hp,hp94,94,soep-core-1991-pe
soep-core,hp,hp95,95,soep-core-1991-pe
soep-core,hp,hp9601,96,soep-core-1991-pe
soep-core,hp,hp9602,96,soep-core-1991-pe
soep-core,hp,hp9701,97,soep-core-1991-pe
soep-core,hp,hp9702,97,soep-core-1991-pe
soep-core,hpost,hp86o01,86,soep-core-1991-pe
soep-core,hpost,hp86o02,86,soep-core-1991-pe
soep-core,hpost,hp86o03,86,soep-core-1991-pe
soep-core,hpost,hp86o04,86,soep-core-1991-pe
soep-core,hpost,hp86o05,86,soep-core-1991-pe
soep-core,hpost,hp86o06,86,soep-core-1991-pe
soep-core,hpost,hp86o07,86,soep-core-1991-pe
soep-core,hpost,hp86o08,86,soep-core-1991-pe
soep-core,hpost,hp86o09,86,soep-core-1991-pe
soep-core,hpost,hp86o10,86,soep-core-1991-pe
soep-core,ipausl,ip95a,95,soep-core-1992-pe
soep-core,ipausl,ip95c,95,soep-core-1992-pe
soep-core,ip,ip0808,8,soep-core-1992-pe
soep-core,ip,ip22g,22,soep-core-1992-pe
soep-core,ip,ip31g05,31,soep-core-1992-pe
soep-core,ip,ip39b,39,soep-core-1992-pe
soep-core,ip,ip40b01,40,soep-core-1992-pe
soep-core,ip,ip40b02,40,soep-core-1992-pe
soep-core,ip,ip41b,41,soep-core-1992-pe
soep-core,ip,ip44o01,44,soep-core-1992-pe
soep-core,ip,ip44o02,44,soep-core-1992-pe
soep-core,ip,ip44o03,44,soep-core-1992-pe
soep-core,ip,ip4802,48,soep-core-1992-pe
soep-core,ip,ip51,51,soep-core-1992-pe
soep-core,ip,ip57a,57,soep-core-1992-pe
soep-core,ip,ip6911,69,soep-core-1992-pe
soep-core,ip,ip6914,69,soep-core-1992-pe
soep-core,ip,ip7101,71,soep-core-1992-pe
soep-core,ip,ip7107,71,soep-core-1992-pe
soep-core,ip,ip7110,71,soep-core-1992-pe
soep-core,ip,ip7201,72,soep-core-1992-pe
soep-core,ip,ip7202,72,soep-core-1992-pe
soep-core,ip,ip7203,72,soep-core-1992-pe
soep-core,ip,ip82,82,soep-core-1992-pe
soep-core,ip,ip8301,83,soep-core-1992-pe
soep-core,ip,ip8302,83,soep-core-1992-pe
soep-core,ip,ip8401,84,soep-core-1992-pe
soep-core,ip,ip8402,84,soep-core-1992-pe
soep-core,ip,ip8403,84,soep-core-1992-pe
soep-core,ip,ip8404,84,soep-core-1992-pe
soep-core,ip,ip85,85,soep-core-1992-pe
soep-core,ip,ip8601,86,soep-core-1992-pe
soep-core,ip,ip8602,86,soep-core-1992-pe
soep-core,ip,ip87,87,soep-core-1992-pe
soep-core,ip,ip9107,91,soep-core-1992-pe
soep-core,ip,ip9201,92,soep-core-1992-pe
soep-core,ip,ip9202,92,soep-core-1992-pe
soep-core,ip,ip9203,92,soep-core-1992-pe
soep-core,ip,ip93,93,soep-core-1992-pe
soep-core,ip,ip94,94,soep-core-1992-pe
soep-core,ip,ip95,95,soep-core-1992-pe
soep-core,ip,ip9601,96,soep-core-1992-pe
soep-core,ip,ip9602,96,soep-core-1992-pe
soep-core,ip,ip9701,97,soep-core-1992-pe
soep-core,ip,ip9702,97,soep-core-1992-pe
soep-core,ip,ip9807,98,soep-core-1992-pe
soep-core,jpausl,jp95a,95,soep-core-1993-pe
soep-core,jpausl,jp98a01,98,soep-core-1993-pe
soep-core,jpausl,jp98a02,98,soep-core-1993-pe
soep-core,jp,jp0210,2,soep-core-1993-pe
soep-core,jp,jp0211,2,soep-core-1993-pe
soep-core,jp,jp0212,2,soep-core-1993-pe
soep-core,jp,jp0213,2,soep-core-1993-pe
soep-core,jp,jp0215,2,soep-core-1993-pe
soep-core,jp,jp0216,2,soep-core-1993-pe
soep-core,jp,jp0217,2,soep-core-1993-pe
soep-core,jp,jp0218,2,soep-core-1993-pe
soep-core,jp,jp0219,2,soep-core-1993-pe
soep-core,jp,jp0220,2,soep-core-1993-pe
soep-core,jp,jp22g,22,soep-core-1993-pe
soep-core,jp,jp31g05,31,soep-core-1993-pe
soep-core,jp,jp43,43,soep-core-1993-pe
soep-core,jp,jp4401,44,soep-core-1993-pe
soep-core,jp,jp4402,44,soep-core-1993-pe
soep-core,jp,jp4403,44,soep-core-1993-pe
soep-core,jp,jp4802,48,soep-core-1993-pe
soep-core,jp,jp51,51,soep-core-1993-pe
soep-core,jp,jp7902o,79,soep-core-1993-pe
soep-core,jp,jp7912o,79,soep-core-1993-pe
soep-core,jp,jp7913,79,soep-core-1993-pe
soep-core,jp,jp7916,79,soep-core-1993-pe
soep-core,jp,jp8101,81,soep-core-1993-pe
soep-core,jp,jp8107,81,soep-core-1993-pe
soep-core,jp,jp8110,81,soep-core-1993-pe
soep-core,jp,jp8201,82,soep-core-1993-pe
soep-core,jp,jp8202,82,soep-core-1993-pe
soep-core,jp,jp8203,82,soep-core-1993-pe
soep-core,jp,jp9105,91,soep-core-1993-pe
soep-core,jp,jp9107,91,soep-core-1993-pe
soep-core,jp,jp9201,92,soep-core-1993-pe
soep-core,jp,jp9202,92,soep-core-1993-pe
soep-core,jp,jp9203,92,soep-core-1993-pe
soep-core,jp,jp93,93,soep-core-1993-pe
soep-core,jp,jp94,94,soep-core-1993-pe
soep-core,jp,jp95,95,soep-core-1993-pe
soep-core,jp,jp96,96,soep-core-1993-pe
soep-core,jp,jp97,97,soep-core-1993-pe
soep-core,kpausl,kp94a02,94,soep-core-1994-pe
soep-core,kpausl,kp94a03,94,soep-core-1994-pe
soep-core,kpausl,kp97a01,97,soep-core-1994-pe
soep-core,kpausl,kp97a03,97,soep-core-1994-pe
soep-core,kp,kp0201,2,soep-core-1994-pe
soep-core,kp,kp0202,2,soep-core-1994-pe
soep-core,kp,kp0203,2,soep-core-1994-pe
soep-core,kp,kp03,3,soep-core-1994-pe
soep-core,kp,kp04,4,soep-core-1994-pe
soep-core,kp,kp05,5,soep-core-1994-pe
soep-core,kp,kp0601,6,soep-core-1994-pe
soep-core,kp,kp0602,6,soep-core-1994-pe
soep-core,kp,kp0701,7,soep-core-1994-pe
soep-core,kp,kp0702,7,soep-core-1994-pe
soep-core,kp,kp1301,13,soep-core-1994-pe
soep-core,kp,kp1302,13,soep-core-1994-pe
soep-core,kp,kp1303,13,soep-core-1994-pe
soep-core,kp,kp1304,13,soep-core-1994-pe
soep-core,kp,kp1305,13,soep-core-1994-pe
soep-core,kp,kp1306,13,soep-core-1994-pe
soep-core,kp,kp1307,13,soep-core-1994-pe
soep-core,kp,kp1308,13,soep-core-1994-pe
soep-core,kp,kp1309,13,soep-core-1994-pe
soep-core,kp,kp1310,13,soep-core-1994-pe
soep-core,kp,kp1311,13,soep-core-1994-pe
soep-core,kp,kp14,14,soep-core-1994-pe
soep-core,kp,kp1501,15,soep-core-1994-pe
soep-core,kp,kp1502,15,soep-core-1994-pe
soep-core,kp,kp1503,15,soep-core-1994-pe
soep-core,kp,kp1504,15,soep-core-1994-pe
soep-core,kp,kp1505,15,soep-core-1994-pe
soep-core,kp,kp20,20,soep-core-1994-pe
soep-core,kp,kp31,31,soep-core-1994-pe
soep-core,kp,kp32,32,soep-core-1994-pe
soep-core,kp,kp4305,43,soep-core-1994-pe
soep-core,kp,kp5102,51,soep-core-1994-pe
soep-core,kp,kp5701o,57,soep-core-1994-pe
soep-core,kp,kp5702o,57,soep-core-1994-pe
soep-core,kp,kp5703o,57,soep-core-1994-pe
soep-core,kp,kp61,61,soep-core-1994-pe
soep-core,kp,kp7101,71,soep-core-1994-pe
soep-core,kp,kp7102,71,soep-core-1994-pe
soep-core,kp,kp7103,71,soep-core-1994-pe
soep-core,kp,kp7104,71,soep-core-1994-pe
soep-core,kp,kp7105,71,soep-core-1994-pe
soep-core,kp,kp7106,71,soep-core-1994-pe
soep-core,kp,kp7107,71,soep-core-1994-pe
soep-core,kp,kp7108,71,soep-core-1994-pe
soep-core,kp,kp7902o,79,soep-core-1994-pe
soep-core,kp,kp7912o,79,soep-core-1994-pe
soep-core,kp,kp7913,79,soep-core-1994-pe
soep-core,kp,kp7916,79,soep-core-1994-pe
soep-core,kp,kp8101,81,soep-core-1994-pe
soep-core,kp,kp8107,81,soep-core-1994-pe
soep-core,kp,kp8110,81,soep-core-1994-pe
soep-core,kp,kp8201,82,soep-core-1994-pe
soep-core,kp,kp8202,82,soep-core-1994-pe
soep-core,kp,kp8203,82,soep-core-1994-pe
soep-core,kp,kp89,89,soep-core-1994-pe
soep-core,kp,kp9001,90,soep-core-1994-pe
soep-core,kp,kp9002,90,soep-core-1994-pe
soep-core,kp,kp9305,93,soep-core-1994-pe
soep-core,kp,kp9308,93,soep-core-1994-pe
soep-core,lpausl,lp103a,10,soep-core-1995-pe
soep-core,lpausl,lp106a01,10,soep-core-1995-pe
soep-core,lpausl,lp106a02,10,soep-core-1995-pe
soep-core,lp,lp0106,1,soep-core-1995-pe
soep-core,lp,lp0107,1,soep-core-1995-pe
soep-core,lp,lp0210,2,soep-core-1995-pe
soep-core,lp,lp0211,2,soep-core-1995-pe
soep-core,lp,lp0212,2,soep-core-1995-pe
soep-core,lp,lp0213,2,soep-core-1995-pe
soep-core,lp,lp0215,2,soep-core-1995-pe
soep-core,lp,lp0216,2,soep-core-1995-pe
soep-core,lp,lp0217,2,soep-core-1995-pe
soep-core,lp,lp0218,2,soep-core-1995-pe
soep-core,lp,lp0219,2,soep-core-1995-pe
soep-core,lp,lp0220,2,soep-core-1995-pe
soep-core,lp,lp0604,6,soep-core-1995-pe
soep-core,lp,lp0610,6,soep-core-1995-pe
soep-core,lp,lp0708,7,soep-core-1995-pe
soep-core,lp,lp0801,8,soep-core-1995-pe
soep-core,lp,lp0802,8,soep-core-1995-pe
soep-core,lp,lp0803,8,soep-core-1995-pe
