study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-core,ap,ap5202,,pbeh2,,,,,,false
soep-core,ap,ap53,,_1568_p_gov,,,,,,false
soep-core,ap,ap5401,,psor01,,,,,,false
soep-core,ap,ap5402,,psor02,,,,,,false
soep-core,ap,ap5403,,psor04,,,,,,false
soep-core,ap,ap5404,,psor05,,,,,,false
soep-core,ap,ap5405,,psor10,,,,,,false
soep-core,ap,ap5406,,psornr,,,,,,false
soep-core,ap,ap5501,,ppoz1,,,,,,false
soep-core,ap,ap5502,,ppoz2,,,,,,false
soep-core,ap,ap5503,,ppoz3,,,,,,false
soep-core,ap,ap5504,,ppoz4,,,,,,false
soep-core,ap,ap5601,,ppol2,,,,,,false
soep-core,ap,ap5602,,ppol3,,,,,,false
soep-core,ap,ap5603,,ppol4,,,,,,false
soep-core,ap,ap57,,psex,,,,,,false
soep-core,ap,ap58,,pfamst,,,,,,false
soep-core,ap,ap59,,pp1,,,,,,false
soep-core,ap,ap6001,,h2wohn1,,,,,,false
soep-core,ap,ap6002,,_1226_p_seh,,,,,,false
soep-core,ap,ap6003,,_1227_p_seh,,,,,,false
soep-core,ap,ap61,,_1228_p_ona,,,,,,false
soep-core,ap,ap62z,,gebjahr,,,,,,false
soep-core,ap,ap6801,,pzule1,,,,,,false
soep-core,ap,ap6802,,_1556_p_sat,,,,,,false
soep-core,ap,ap6803,,pzule3,,,,,,false
soep-core,ap,apinda1,,pdauer1,,,,,,false
soep-core,ap,apinda2,,pdauer2,,,,,,false
soep-core,ap,apinta,,pform,,,,,,false
soep-core,ap,hhnr,,_cid,,,,,,false
soep-core,ap,hhnrakt,,_hid,,,,,,false
soep-core,ap,persnr,,_pid,,,,,,false
soep-core,ap,sample1,,sample1,,,,,,false
soep-core,ap,welle,,jahr,,,,,,false
soep-core,apausl,ahhnr,,_hid,,,,,,false
soep-core,apausl,ap06a01,,plj0028,,,,,,false
soep-core,apausl,ap06a02,,plg0033,,,,,,false
soep-core,apausl,ap06b01,,plg0034,,,,,,false
soep-core,apausl,ap06b02,,plg0035,,,,,,false
soep-core,apausl,ap07a01,,plg0049,,,,,,false
soep-core,apausl,ap07a02,,pcg0011,,,,,,false
soep-core,apausl,ap07a03,,plg0051,,,,,,false
soep-core,apausl,ap07a04,,plg0052,,,,,,false
soep-core,apausl,ap07a05,,plg0053,,,,,,false
soep-core,apausl,ap07a06,,plg0054,,,,,,false
soep-core,apausl,ap07a07,,plg0055,,,,,,false
soep-core,apausl,ap07a08,,plg0056,,,,,,false
soep-core,apausl,ap07a09,,plg0057,,,,,,false
soep-core,apausl,ap07a10,,plg0058,,,,,,false
soep-core,apausl,ap07a11,,plg0059,,,,,,false
soep-core,apausl,ap07b01,,plg0060,,,,,,false
soep-core,apausl,ap07b02,,plg0061,,,,,,false
soep-core,apausl,ap07b03,,plg0062,,,,,,false
soep-core,apausl,ap07b04,,plg0063,,,,,,false
soep-core,apausl,ap07b05,,plg0064,,,,,,false
soep-core,apausl,ap07b06,,plg0065,,,,,,false
soep-core,apausl,ap58a01,,pld0129,,,,,,false
soep-core,apausl,ap58a02,,plj0093,,,,,,false
soep-core,apausl,ap58a03,,pld0130,,,,,,false
soep-core,apausl,ap61a,,pnatnr,,,,,,false
soep-core,apausl,ap62a,,plf0011,,,,,,false
soep-core,apausl,ap63a,,immiyear,,,,,,false
soep-core,apausl,ap64a,,pna15,,,,,,false
soep-core,apausl,ap65a01,,pna05,,,,,,false
soep-core,apausl,ap65a02,,pna06,,,,,,false
soep-core,apausl,ap65a03,,pna07,,,,,,false
soep-core,apausl,ap65a04,,pna08,,,,,,false
soep-core,apausl,ap66a01,,_833_p_trr,,,,,,false
soep-core,apausl,ap66a02,,_563_p_trr,,,,,,false
soep-core,apausl,ap66a03,,pla0003,,,,,,false
soep-core,apausl,ap66a04,,pla0004,,,,,,false
soep-core,apausl,ap66a05,,pla0005,,,,,,false
soep-core,apausl,ap66a06,,pla0006,,,,,,false
soep-core,apausl,ap66a07,,pla0007,,,,,,false
soep-core,apausl,ap67a01,,plj0084,,,,,,false
soep-core,apausl,ap67a02,,pnat12,,,,,,false
soep-core,apausl,hhnr,,_cid,,,,,,false
soep-core,apausl,hhnrakt,,_hid,,,,,,false
soep-core,apausl,persnr,,_pid,,,,,,false
soep-core,apausl,sample1,,sample1,,,,,,false
soep-core,apausl,welle,,jahr,,,,,,false
soep-core,apbrutto,ageburt,,geburt,,,,,,false
soep-core,apbrutto,ahhnr,,_hid,,,,,,false
soep-core,apbrutto,aintnr,,item_6988,,,,,,false
soep-core,apbrutto,amonin,,pdatm,,,,,,false
soep-core,apbrutto,asex,,sex,,,,,,false
soep-core,apbrutto,astell,,stell,,,,,,false
soep-core,apbrutto,atagin,,pdatt,,,,,,false
soep-core,apbrutto,hhnr,,_cid,,,,,,false
soep-core,apbrutto,hhnrakt,,_hid,,,,,,false
soep-core,apbrutto,intid,,intid,,,,,,false
soep-core,apbrutto,persnr,,_pid,,,,,,false
soep-core,apbrutto,sample1,,sample1,,,,,,false
soep-core,apbrutto,welle,,jahr,,,,,,false
soep-core,apequiv,adchb84,,_pequiv_adchb,,,,,,false
soep-core,apequiv,ahhnr,,_hid,,,,,,false
soep-core,apequiv,alg284,,_pequiv_alg2,,,,,,false
soep-core,apequiv,chspt84,,_pequiv_chspt,,,,,,false
soep-core,apequiv,d1110184,,_pequiv_d11101,,,,,,false
soep-core,apequiv,d11102ll,,_pequiv_d11102ll,,,,,,false
soep-core,apequiv,d1110384,,_pequiv_d11103,,,,,,false
soep-core,apequiv,d1110484,,_pequiv_d11104,,,,,,false
soep-core,apequiv,d1110584,,_pequiv_d11105,,,,,,false
soep-core,apequiv,d1110684,,_pequiv_d11106,,,,,,false
soep-core,apequiv,d1110784,,_pequiv_d11107,,,,,,false
soep-core,apequiv,d1110884,,_pequiv_d11108,,,,,,false
soep-core,apequiv,d1110984,,_pequiv_d11109,,,,,,false
soep-core,apequiv,d11112ll,,_pequiv_d11112ll,,,,,,false
soep-core,apequiv,divdy84,,_pequiv_divdy,,,,,,false
soep-core,apequiv,e1110184,,_pequiv_e11101,,,,,,false
soep-core,apequiv,e1110284,,_pequiv_e11102,,,,,,false
soep-core,apequiv,e1110384,,_pequiv_e11103,,,,,,false
soep-core,apequiv,e1110484,,_pequiv_e11104,,,,,,false
soep-core,apequiv,e1110584,,_pequiv_e11105,,,,,,false
soep-core,apequiv,e1110684,,_pequiv_e11106,,,,,,false
soep-core,apequiv,e1110784,,_pequiv_e11107,,,,,,false
soep-core,apequiv,e1120184,,_pequiv_e11201,,,,,,false
soep-core,apequiv,f13ly84,,_pequiv_f13ly,,,,,,false
soep-core,apequiv,f14ly84,,_pequiv_f14ly,,,,,,false
soep-core,apequiv,fachm84,,_pequiv_fachm,,,,,,false
soep-core,apequiv,falg284,,_pequiv_falg2,,,,,,false
soep-core,apequiv,falim84,,_pequiv_falim,,,,,,false
soep-core,apequiv,fchspt84,,_pequiv_fchspt,,,,,,false
soep-core,apequiv,fcomp84,,_pequiv_fcomp,,,,,,false
soep-core,apequiv,fdchb84,,_pequiv_fdchb,,,,,,false
soep-core,apequiv,fdemy84,,_pequiv_fdemy,,,,,,false
soep-core,apequiv,fdivdy84,,_pequiv_fdivdy,,,,,,false
soep-core,apequiv,felse84,,_pequiv_felse,,,,,,false
soep-core,apequiv,feret84,,_pequiv_feret,,,,,,false
soep-core,apequiv,fgray84,,_pequiv_fgray,,,,,,false
soep-core,apequiv,fgrv184,,_pequiv_fgrv1,,,,,,false
soep-core,apequiv,fgrv284,,_pequiv_fgrv2,,,,,,false
soep-core,apequiv,fholy84,,_pequiv_fholy,,,,,,false
soep-core,apequiv,fhouse84,,_pequiv_fhouse,,,,,,false
soep-core,apequiv,fhsup84,,_pequiv_fhsup,,,,,,false
soep-core,apequiv,fjob184,,_pequiv_fjob1,,,,,,false
soep-core,apequiv,fjob284,,_pequiv_fjob2,,,,,,false
soep-core,apequiv,flossc84,,_pequiv_flossc,,,,,,false
soep-core,apequiv,flossr84,,_pequiv_flossr,,,,,,false
soep-core,apequiv,fmaty84,,_pequiv_fmaty,,,,,,false
soep-core,apequiv,fmilt84,,_pequiv_fmilt,,,,,,false
soep-core,apequiv,fnursh84,,_pequiv_fnursh,,,,,,false
soep-core,apequiv,foldy84,,_pequiv_foldy,,,,,,false
soep-core,apequiv,fopery84,,_pequiv_fopery,,,,,,false
soep-core,apequiv,fothy84,,_pequiv_fothy,,,,,,false
soep-core,apequiv,fprvp84,,_pequiv_fprvp,,,,,,false
soep-core,apequiv,frenty84,,_pequiv_frenty,,,,,,false
soep-core,apequiv,fself84,,_pequiv_fself,,,,,,false
soep-core,apequiv,fsphlp84,,_pequiv_fsphlp,,,,,,false
soep-core,apequiv,fssold84,,_pequiv_fssold,,,,,,false
soep-core,apequiv,fstuy84,,_pequiv_fstuy,,,,,,false
soep-core,apequiv,fsubst84,,_pequiv_fsubst,,,,,,false
soep-core,apequiv,fsuby84,,_pequiv_fsuby,,,,,,false
soep-core,apequiv,ftray84,,_pequiv_ftray,,,,,,false
soep-core,apequiv,funay84,,_pequiv_funay,,,,,,false
soep-core,apequiv,funby84,,_pequiv_funby,,,,,,false
soep-core,apequiv,fwidy84,,_pequiv_fwidy,,,,,,false
soep-core,apequiv,fxmas84,,_pequiv_fxmas,,,,,,false
soep-core,apequiv,h1110184,,_pequiv_h11101,,,,,,false
soep-core,apequiv,h1110284,,_pequiv_h11102,,,,,,false
soep-core,apequiv,h1110384,,_pequiv_h11103,,,,,,false
soep-core,apequiv,h1110484,,_pequiv_h11104,,,,,,false
soep-core,apequiv,h1110584,,_pequiv_h11105,,,,,,false
soep-core,apequiv,h1110684,,_pequiv_h11106,,,,,,false
soep-core,apequiv,h1110784,,_pequiv_h11107,,,,,,false
soep-core,apequiv,h1110884,,_pequiv_h11108,,,,,,false
soep-core,apequiv,h1110984,,_pequiv_h11109,,,,,,false
soep-core,apequiv,h1111084,,_pequiv_h11110,,,,,,false
soep-core,apequiv,h1111184,,_pequiv_h11111,,,,,,false
soep-core,apequiv,h1111284,,_pequiv_h11112,,,,,,false
soep-core,apequiv,hhnr,,_cid,,,,,,false
soep-core,apequiv,hhnrakt,,_hid,,,,,,false
soep-core,apequiv,house84,,_pequiv_house,,,,,,false
soep-core,apequiv,hsup84,,_pequiv_hsup,,,,,,false
soep-core,apequiv,i1110184,,_pequiv_i11101,,,,,,false
soep-core,apequiv,i1110284,,_pequiv_i11102,,,,,,false
soep-core,apequiv,i1110384,,_pequiv_i11103,,,,,,false
soep-core,apequiv,i1110484,,_pequiv_i11104,,,,,,false
soep-core,apequiv,i1110584,,_pequiv_i11105,,,,,,false
soep-core,apequiv,i1110684,,_pequiv_i11106,,,,,,false
soep-core,apequiv,i1110784,,_pequiv_i11107,,,,,,false
soep-core,apequiv,i1110884,,_pequiv_i11108,,,,,,false
soep-core,apequiv,i1110984,,_pequiv_i11109,,,,,,false
soep-core,apequiv,i1111084,,_pequiv_i11110,,,,,,false
soep-core,apequiv,i1111184,,_pequiv_i11111,,,,,,false
soep-core,apequiv,i1111284,,_pequiv_i11112,,,,,,false
soep-core,apequiv,i1111384,,_pequiv_i11113,,,,,,false
soep-core,apequiv,i1111484,,_pequiv_i11114,,,,,,false
soep-core,apequiv,i1111584,,_pequiv_i11115,,,,,,false
soep-core,apequiv,i1111684,,_pequiv_i11116,,,,,,false
soep-core,apequiv,i1111784,,_pequiv_i11117,,,,,,false
soep-core,apequiv,i1111884,,_pequiv_i11118,,,,,,false
soep-core,apequiv,i1120184,,_pequiv_i11201,,,,,,false
soep-core,apequiv,i1120284,,_pequiv_i11202,,,,,,false
soep-core,apequiv,i1120384,,_pequiv_i11203,,,,,,false
soep-core,apequiv,i1120484,,_pequiv_i11204,,,,,,false
soep-core,apequiv,i1120584,,_pequiv_i11205,,,,,,false
soep-core,apequiv,i1120684,,_pequiv_i11206,,,,,,false
soep-core,apequiv,i1120784,,_pequiv_i11207,,,,,,false
soep-core,apequiv,i1120884,,_pequiv_i11208,,,,,,false
soep-core,apequiv,i1120984,,_pequiv_i11209,,,,,,false
soep-core,apequiv,i1121084,,_pequiv_i11210,,,,,,false
soep-core,apequiv,i1121784,,_pequiv_i11217,,,,,,false
soep-core,apequiv,i1121884,,_pequiv_i11218,,,,,,false
soep-core,apequiv,i13ly84,,_pequiv_i13ly,,,,,,false
soep-core,apequiv,i14ly84,,_pequiv_i14ly,,,,,,false
soep-core,apequiv,iachm84,,_pequiv_iachm,,,,,,false
soep-core,apequiv,iagr184,,_pequiv_iagr1,,,,,,false
soep-core,apequiv,iagr284,,_pequiv_iagr2,,,,,,false
soep-core,apequiv,ialim84,,_pequiv_ialim,,,,,,false
soep-core,apequiv,iciv184,,_pequiv_iciv1,,,,,,false
soep-core,apequiv,iciv284,,_pequiv_iciv2,,,,,,false
soep-core,apequiv,icom184,,_pequiv_icom1,,,,,,false
soep-core,apequiv,icom284,,_pequiv_icom2,,,,,,false
soep-core,apequiv,icomp84,,_pequiv_icomp,,,,,,false
soep-core,apequiv,idemy84,,_pequiv_idemy,,,,,,false
soep-core,apequiv,ielse84,,_pequiv_ielse,,,,,,false
soep-core,apequiv,ieret84,,_pequiv_ieret,,,,,,false
soep-core,apequiv,igray84,,_pequiv_igray,,,,,,false
soep-core,apequiv,igrv184,,_pequiv_igrv1,,,,,,false
soep-core,apequiv,igrv284,,_pequiv_igrv2,,,,,,false
soep-core,apequiv,iguv184,,_pequiv_iguv1,,,,,,false
soep-core,apequiv,iguv284,,_pequiv_iguv2,,,,,,false
soep-core,apequiv,iholy84,,_pequiv_iholy,,,,,,false
soep-core,apequiv,ijob184,,_pequiv_ijob1,,,,,,false
soep-core,apequiv,ijob284,,_pequiv_ijob2,,,,,,false
soep-core,apequiv,imaty84,,_pequiv_imaty,,,,,,false
soep-core,apequiv,imilt84,,_pequiv_imilt,,,,,,false
soep-core,apequiv,ioldy84,,_pequiv_ioldy,,,,,,false
soep-core,apequiv,iothy84,,_pequiv_iothy,,,,,,false
soep-core,apequiv,iprv184,,_pequiv_iprv1,,,,,,false
soep-core,apequiv,iprv284,,_pequiv_iprv2,,,,,,false
soep-core,apequiv,iprvp84,,_pequiv_iprvp,,,,,,false
soep-core,apequiv,iself84,,_pequiv_iself,,,,,,false
soep-core,apequiv,ismp184,,_pequiv_ismp1,,,,,,false
soep-core,apequiv,ismp284,,_pequiv_ismp2,,,,,,false
soep-core,apequiv,ison184,,_pequiv_ison1,,,,,,false
soep-core,apequiv,ison284,,_pequiv_ison2,,,,,,false
soep-core,apequiv,istuy84,,_pequiv_istuy,,,,,,false
soep-core,apequiv,isuby84,,_pequiv_isuby,,,,,,false
soep-core,apequiv,itray84,,_pequiv_itray,,,,,,false
soep-core,apequiv,iunay84,,_pequiv_iunay,,,,,,false
soep-core,apequiv,iunby84,,_pequiv_iunby,,,,,,false
soep-core,apequiv,ivbl184,,_pequiv_ivbl1,,,,,,false
soep-core,apequiv,ivbl284,,_pequiv_ivbl2,,,,,,false
soep-core,apequiv,iwar184,,_pequiv_iwar1,,,,,,false
soep-core,apequiv,iwar284,,_pequiv_iwar2,,,,,,false
soep-core,apequiv,iwidy84,,_pequiv_iwidy,,,,,,false
soep-core,apequiv,ixmas84,,_pequiv_ixmas,,,,,,false
soep-core,apequiv,l1110184,,_pequiv_l11101,,,,,,false
soep-core,apequiv,l1110284,,_pequiv_l11102,,,,,,false
soep-core,apequiv,lossc84,,_pequiv_lossc,,,,,,false
soep-core,apequiv,lossr84,,_pequiv_lossr,,,,,,false
soep-core,apequiv,m1110184,,_pequiv_m11101,,,,,,false
soep-core,apequiv,m1110284,,_pequiv_m11102,,,,,,false
soep-core,apequiv,m1110384,,_pequiv_m11103,,,,,,false
soep-core,apequiv,m1110484,,_pequiv_m11104,,,,,,false
soep-core,apequiv,m1110584,,_pequiv_m11105,,,,,,false
soep-core,apequiv,m1110684,,_pequiv_m11106,,,,,,false
soep-core,apequiv,m1110784,,_pequiv_m11107,,,,,,false
soep-core,apequiv,m1110884,,_pequiv_m11108,,,,,,false
soep-core,apequiv,m1110984,,_pequiv_m11109,,,,,,false
soep-core,apequiv,m1111084,,_pequiv_m11110,,,,,,false
soep-core,apequiv,m1111184,,_pequiv_m11111,,,,,,false
soep-core,apequiv,m1111284,,_pequiv_m11112,,,,,,false
soep-core,apequiv,m1111384,,_pequiv_m11113,,,,,,false
soep-core,apequiv,m1111484,,_pequiv_m11114,,,,,,false
soep-core,apequiv,m1111584,,_pequiv_m11115,,,,,,false
soep-core,apequiv,m1111684,,_pequiv_m11116,,,,,,false
soep-core,apequiv,m1111784,,_pequiv_m11117,,,,,,false
soep-core,apequiv,m1111884,,_pequiv_m11118,,,,,,false
soep-core,apequiv,m1111984,,_pequiv_m11119,,,,,,false
soep-core,apequiv,m1112084,,_pequiv_m11120,,,,,,false
soep-core,apequiv,m1112184,,_pequiv_m11121,,,,,,false
soep-core,apequiv,m1112284,,_pequiv_m11122,,,,,,false
soep-core,apequiv,m1112384,,_pequiv_m11123,,,,,,false
soep-core,apequiv,m1112484,,_pequiv_m11124,,,,,,false
soep-core,apequiv,m1112584,,_pequiv_m11125,,,,,,false
soep-core,apequiv,m1112684,,_pequiv_m11126,,,,,,false
soep-core,apequiv,m1112784,,_pequiv_m11127,,,,,,false
soep-core,apequiv,nursh84,,_pequiv_nursh,,,,,,false
soep-core,apequiv,opery84,,_pequiv_opery,,,,,,false
soep-core,apequiv,p1110184,,_pequiv_p11101,,,,,,false
soep-core,apequiv,persnr,,_pid,,,,,,false
soep-core,apequiv,renty84,,_pequiv_renty,,,,,,false
soep-core,apequiv,sphlp84,,_pequiv_sphlp,,,,,,false
soep-core,apequiv,ssold84,,_pequiv_ssold,,,,,,false
soep-core,apequiv,subst84,,_pequiv_subst,,,,,,false
soep-core,apequiv,w1110184,,_pequiv_w11101,,,,,,false
soep-core,apequiv,w1110284,,_pequiv_w11102,,,,,,false
soep-core,apequiv,w1110384,,_pequiv_w11103,,,,,,false
soep-core,apequiv,w1110484,,_pequiv_w11104,,,,,,false
soep-core,apequiv,w1110584,,_pequiv_w11105,,,,,,false
soep-core,apequiv,w1110784,,_pequiv_w11107,,,,,,false
soep-core,apequiv,w1110884,,_pequiv_w11108,,,,,,false
soep-core,apequiv,w1110984,,_pequiv_w11109,,,,,,false
soep-core,apequiv,w1111084,,_pequiv_w11110,,,,,,false
soep-core,apequiv,w1111184,,_pequiv_w11111,,,,,,false
soep-core,apequiv,x11101ll,,_pequiv_x11101ll,,,,,,false
soep-core,apequiv,x1110284,,_pequiv_x11102,,,,,,false
soep-core,apequiv,x1110384,,_pequiv_x11103,,,,,,false
soep-core,apequiv,x11104ll,,_pequiv_x11104ll,,,,,,false
soep-core,apequiv,x1110584,,_pequiv_x11105,,,,,,false
soep-core,apequiv,y1110184,,_pequiv_y11101,,,,,,false
soep-core,apgen,abilzeit,,_pgen_pgbilzt,,,,,,false
soep-core,apgen,aerwzeit,,_pgen_pgerwzt,,,,,,false
soep-core,apgen,afamstd,,_pgen_pgfamstd,,,,,,false
soep-core,apgen,ahhnr,,_hid,,,,,,false
soep-core,apgen,allbet84,,_pgen_pgallbet,,,,,,false
soep-core,apgen,apbbil01,,_pgen_pgbbil01,,,,,,false
soep-core,apgen,apbbil02,,_pgen_pgbbil02,,,,,,false
soep-core,apgen,apbbil03,,_pgen_pgbbil03,,,,,,false
soep-core,apgen,apbbila,,_pgen_pgbbila,,,,,,false
soep-core,apgen,apsbil,,_pgen_pgsbil,,,,,,false
soep-core,apgen,apsbila,,_pgen_pgsbila,,,,,,false
soep-core,apgen,atatzeit,,_pgen_pgtatzt,,,,,,false
soep-core,apgen,auebstd,,_pgen_pguebstd,,,,,,false
soep-core,apgen,ausb84,,_pgen_pgausb,,,,,,false
soep-core,apgen,autono84,,_pgen_pgautono,,,,,,false
soep-core,apgen,avebzeit,,_pgen_pgvebzt,,,,,,false
soep-core,apgen,betr84,,_pgen_pgbetr,,,,,,false
soep-core,apgen,bilztch84,,_pgen_pgbilztch,,,,,,false
soep-core,apgen,bilztev84,,_pgen_pgbilztev,,,,,,false
soep-core,apgen,casmin84,,_pgen_pgcasmin,,,,,,false
soep-core,apgen,corejobend84,,_pgen_pgcorejobend,,,,,,false
soep-core,apgen,degree84,,_pgen_pgdegree,,,,,,false
soep-core,apgen,egp84,,_pgen_pgegp,,,,,,false
soep-core,apgen,emplst84,,_pgen_pgemplst,,,,,,false
soep-core,apgen,erljob84,,_pgen_pgerljob,,,,,,false
soep-core,apgen,erwtyp84,,_pgen_pgerwtyp,,,,,,false
soep-core,apgen,expft84,,_pgen_pgexpft,,,,,,false
soep-core,apgen,exppt84,,_pgen_pgexppt,,,,,,false
soep-core,apgen,expue84,,_pgen_pgexpue,,,,,,false
soep-core,apgen,fdt_f84,,_pgen_pgfdt_f,,,,,,false
soep-core,apgen,field84,,_pgen_pgfield,,,,,,false
soep-core,apgen,hhnr,,_cid,,,,,,false
soep-core,apgen,hhnrakt,,_hid,,,,,,false
soep-core,apgen,impgro84,,_pgen_pgimpgro,,,,,,false
soep-core,apgen,impnet84,,_pgen_pgimpnet,,,,,,false
soep-core,apgen,impsnd84,,_pgen_pgimpsnd,,,,,,false
soep-core,apgen,is8884,,_pgen_pgis88,,,,,,false
soep-core,apgen,isced84,,_pgen_pgisced,,,,,,false
soep-core,apgen,isei84,,_pgen_pgisei,,,,,,false
soep-core,apgen,jobch84,,_pgen_pgjobch,,,,,,false
soep-core,apgen,jobend84,,_pgen_pgjobend,,,,,,false
soep-core,apgen,klas84,,_pgen_pgklas,,,,,,false
soep-core,apgen,labgro84,,_pgen_pglabgro,,,,,,false
soep-core,apgen,labnet84,,_pgen_pglabnet,,,,,,false
soep-core,apgen,lfs84,,_pgen_pglfs,,,,,,false
soep-core,apgen,mode84,,_pgen_pgmode,,,,,,false
soep-core,apgen,month84,,_pgen_pgmonth,,,,,,false
soep-core,apgen,mps84,,_pgen_pgmps,,,,,,false
soep-core,apgen,nace84,,_pgen_pgnace,,,,,,false
soep-core,apgen,nation84,,_pgen_pgnation,,,,,,false
soep-core,apgen,oeffd84,,_pgen_pgoeffd,,,,,,false
soep-core,apgen,partnr84,,_pgen_pgpartnr,,,,,,false
soep-core,apgen,partz84,,_pgen_pgpartz,,,,,,false
soep-core,apgen,persnr,,_pid,,,,,,false
soep-core,apgen,siops84,,_pgen_pgsiops,,,,,,false
soep-core,apgen,sndjob84,,_pgen_pgsndjob,,,,,,false
soep-core,apgen,stib84,,_pgen_pgstib,,,,,,false
soep-core,apgen,traina84,,_pgen_pgtraina,,,,,,false
soep-core,apgen,trainb84,,_pgen_pgtrainb,,,,,,false
soep-core,apgen,trainc84,,_pgen_pgtrainc,,,,,,false
soep-core,apgen,traind84,,_pgen_pgtraind,,,,,,false
soep-core,apkal,ahhnr,,_hid,,,,,,false
soep-core,apkal,ap1a,,kal1a,,,,,,false
soep-core,apkal,ap1a001,,kal1a001,,,,,,false
soep-core,apkal,ap1a002,,kal1a002,,,,,,false
soep-core,apkal,ap1a003,,kal1a003,,,,,,false
soep-core,apkal,ap1a004,,kal1a004,,,,,,false
soep-core,apkal,ap1a005,,kal1a005,,,,,,false
soep-core,apkal,ap1a006,,kal1a006,,,,,,false
soep-core,apkal,ap1a007,,kal1a007,,,,,,false
soep-core,apkal,ap1a008,,kal1a008,,,,,,false
soep-core,apkal,ap1a009,,kal1a009,,,,,,false
soep-core,apkal,ap1a01,,kal1a01,,,,,,false
soep-core,apkal,ap1a010,,kal1a010,,,,,,false
soep-core,apkal,ap1a011,,kal1a011,,,,,,false
soep-core,apkal,ap1a012,,kal1a012,,,,,,false
soep-core,apkal,ap1a02,,kal1a02,,,,,,false
soep-core,apkal,ap1b,,kal1b,,,,,,false
soep-core,apkal,ap1b001,,kal1b001,,,,,,false
soep-core,apkal,ap1b002,,kal1b002,,,,,,false
soep-core,apkal,ap1b003,,kal1b003,,,,,,false
soep-core,apkal,ap1b004,,kal1b004,,,,,,false
soep-core,apkal,ap1b005,,kal1b005,,,,,,false
soep-core,apkal,ap1b006,,kal1b006,,,,,,false
soep-core,apkal,ap1b007,,kal1b007,,,,,,false
soep-core,apkal,ap1b008,,kal1b008,,,,,,false
soep-core,apkal,ap1b009,,kal1b009,,,,,,false
soep-core,apkal,ap1b01,,kal1b01,,,,,,false
soep-core,apkal,ap1b010,,kal1b010,,,,,,false
soep-core,apkal,ap1b011,,kal1b011,,,,,,false
soep-core,apkal,ap1b012,,kal1b012,,,,,,false
soep-core,apkal,ap1b02,,kal1b02,,,,,,false
soep-core,apkal,ap1c,,kal1c,,,,,,false
soep-core,apkal,ap1c001,,kal1c001,,,,,,false
soep-core,apkal,ap1c002,,kal1c002,,,,,,false
soep-core,apkal,ap1c003,,kal1c003,,,,,,false
soep-core,apkal,ap1c004,,kal1c004,,,,,,false
soep-core,apkal,ap1c005,,kal1c005,,,,,,false
soep-core,apkal,ap1c006,,kal1c006,,,,,,false
soep-core,apkal,ap1c007,,kal1c007,,,,,,false
soep-core,apkal,ap1c008,,kal1c008,,,,,,false
soep-core,apkal,ap1c009,,kal1c009,,,,,,false
soep-core,apkal,ap1c01,,kal1c01,,,,,,false
soep-core,apkal,ap1c010,,kal1c010,,,,,,false
soep-core,apkal,ap1c011,,kal1c011,,,,,,false
soep-core,apkal,ap1c012,,kal1c012,,,,,,false
soep-core,apkal,ap1c02,,kal1c02,,,,,,false
soep-core,apkal,ap1d,,kal1d,,,,,,false
soep-core,apkal,ap1d001,,kal1d001,,,,,,false
soep-core,apkal,ap1d002,,kal1d002,,,,,,false
soep-core,apkal,ap1d003,,kal1d003,,,,,,false
soep-core,apkal,ap1d004,,kal1d004,,,,,,false
soep-core,apkal,ap1d005,,kal1d005,,,,,,false
soep-core,apkal,ap1d006,,kal1d006,,,,,,false
soep-core,apkal,ap1d007,,kal1d007,,,,,,false
soep-core,apkal,ap1d008,,kal1d008,,,,,,false
soep-core,apkal,ap1d009,,kal1d009,,,,,,false
soep-core,apkal,ap1d01,,kal1d01,,,,,,false
soep-core,apkal,ap1d010,,kal1d010,,,,,,false
soep-core,apkal,ap1d011,,kal1d011,,,,,,false
soep-core,apkal,ap1d012,,kal1d012,,,,,,false
soep-core,apkal,ap1d02,,kal1d02,,,,,,false
soep-core,apkal,ap1e,,kal1e,,,,,,false
soep-core,apkal,ap1e001,,kal1e001,,,,,,false
soep-core,apkal,ap1e002,,kal1e002,,,,,,false
soep-core,apkal,ap1e003,,kal1e003,,,,,,false
soep-core,apkal,ap1e004,,kal1e004,,,,,,false
soep-core,apkal,ap1e005,,kal1e005,,,,,,false
soep-core,apkal,ap1e006,,kal1e006,,,,,,false
soep-core,apkal,ap1e007,,kal1e007,,,,,,false
soep-core,apkal,ap1e008,,kal1e008,,,,,,false
soep-core,apkal,ap1e009,,kal1e009,,,,,,false
soep-core,apkal,ap1e01,,kal1e01,,,,,,false
soep-core,apkal,ap1e010,,kal1e010,,,,,,false
soep-core,apkal,ap1e011,,kal1e011,,,,,,false
soep-core,apkal,ap1e012,,kal1e012,,,,,,false
soep-core,apkal,ap1e02,,kal1e02,,,,,,false
soep-core,apkal,ap1g,,kal1g,,,,,,false
soep-core,apkal,ap1g001,,kal1g001,,,,,,false
soep-core,apkal,ap1g002,,kal1g002,,,,,,false
soep-core,apkal,ap1g003,,kal1g003,,,,,,false
soep-core,apkal,ap1g004,,kal1g004,,,,,,false
soep-core,apkal,ap1g005,,kal1g005,,,,,,false
soep-core,apkal,ap1g006,,kal1g006,,,,,,false
soep-core,apkal,ap1g007,,kal1g007,,,,,,false
